date,dongbu_discharge_m3_day,haeundae_sewage_discharge_m3_day
2023-10-03,78830.0,42662
2023-10-04,75360.0,42564
2023-10-05,75040.0,40952
2023-10-06,72600.0,40779
2023-10-07,75690.0,42135
2023-10-08,73030.0,40036
2023-10-09,71520.0,42600
2023-10-10,71920.0,41237
2023-10-11,70120.0,40094
2023-10-12,69400.0,40625
2023-10-13,69960.0,40071
2023-10-14,73280.0,40245
2023-10-15,74620.0,41224
2023-10-16,71260.0,41621
2023-10-17,69350.0,39535
2023-10-18,66100.0,37723
2023-10-19,69090.0,39691
2023-10-20,66760.0,39167
2023-10-21,67590.0,40029
2023-10-22,66500.0,39955
2023-10-23,65920.0,39005
2023-10-24,64610.0,41232
2023-10-25,64400.0,39253
2023-10-26,68560.0,39628
2023-10-27,70910.0,40264
2023-10-28,69520.0,39946
2023-10-29,70210.0,41010
2023-10-30,66010.0,39075
2023-10-31,64500.0,40590
2023-11-01,66090.0,40121
2023-11-02,64590.0,38517
2023-11-03,66640.0,38746
2023-11-04,68160.0,39239
2023-11-05,66470.0,40560
2023-11-06,75210.0,40750
2023-11-07,62190.0,38493
2023-11-08,62880.0,38569
2023-11-09,63990.0,38702
2023-11-10,65060.0,38257
2023-11-11,67080.0,38102
2023-11-12,67460.0,37438
2023-11-13,64530.0,41124
2023-11-14,65620.0,36235
2023-11-15,63500.0,38419
2023-11-16,70280.0,39901
2023-11-17,69240.0,38339
2023-11-18,68210.0,39158
2023-11-19,64700.0,41110
2023-11-20,63340.0,38618
2023-11-21,64650.0,36804
2023-11-22,63770.0,38614
2023-11-23,63610.0,37857
2023-11-24,64320.0,38064
2023-11-25,66160.0,38631
2023-11-26,65930.0,38460
2023-11-27,65170.0,37513
2023-11-28,65100.0,37638
2023-11-29,66260.0,37763
2023-11-30,65600.0,39738
2023-12-01,63120.0,35630
2023-12-02,64750.0,38720
2023-12-03,66890.0,38966
2023-12-04,63950.0,36802
2023-12-05,62440.0,34790
2023-12-06,64910.0,35748
2023-12-07,62270.0,35936
2023-12-08,62980.0,35657
2023-12-09,63750.0,38458
2023-12-10,65340.0,39085
2023-12-11,74260.0,45659
2023-12-12,65060.0,39127
2023-12-13,66920.0,38173
2023-12-14,82420.0,43844
2023-12-15,91000.0,52237
2023-12-16,70350.0,48302
2023-12-17,62120.0,40696
2023-12-18,65440.0,39768
2023-12-19,70000.0,38351
2023-12-20,68160.0,38248
2023-12-21,70350.0,37507
2023-12-22,69170.0,37732
2023-12-23,71120.0,38652
2023-12-24,69350.0,38209
2023-12-25,69580.0,37744
2023-12-26,67020.0,37903
2023-12-27,67510.0,37629
2023-12-28,67920.0,40110
2023-12-29,69230.0,36362
2023-12-30,69050.0,38259
2023-12-31,67030.0,37397
2024-01-01,64190.0,37853
2024-01-02,64620.0,38187
2024-01-03,63530.0,37275
2024-01-04,64330.0,37526
2024-01-05,63770.0,37524
2024-01-06,66990.0,37358
2024-01-07,66420.0,37166
2024-01-08,63020.0,37759
2024-01-09,63670.0,36982
2024-01-10,67940.0,38080
2024-01-11,63870.0,36941
2024-01-12,62940.0,37248
2024-01-13,66290.0,37143
2024-01-14,66030.0,36796
2024-01-15,64080.0,37417
2024-01-16,62870.0,36669
2024-01-17,61950.0,36406
2024-01-18,67630.0,39089
2024-01-19,64020.0,38488
2024-01-20,77320.0,37717
2024-01-21,76620.0,39984
2024-01-22,74330.0,38159
2024-01-23,68750.0,37155
2024-01-24,68420.0,37378
2024-01-25,67070.0,34428
2024-01-26,66480.0,37303
2024-01-27,67630.0,37644
2024-01-28,65530.0,37266
2024-01-29,64170.0,38066
2024-01-30,64650.0,37076
2024-01-31,63590.0,37726
2024-02-01,67480.0,37121
2024-02-02,69590.0,37553
2024-02-03,62350.0,36841
2024-02-04,71550.0,38509
2024-02-05,94930.0,44768
2024-02-06,84250.0,38552
2024-02-07,78370.0,38351
2024-02-08,74550.0,38574
2024-02-09,74640.0,38463
2024-02-10,67230.0,37842
2024-02-11,69880.0,37668
2024-02-12,66310.0,37234
2024-02-13,66470.0,38014
2024-02-14,69740.0,37569
2024-02-15,68760.0,38303
2024-02-16,65680.0,37159
2024-02-17,68890.0,37657
2024-02-18,68200.0,37640
2024-02-19,93470.0,63482
2024-02-20,73610.0,42518
2024-02-21,87320.0,44708
2024-02-22,96340.0,45080
2024-02-23,90740.0,40693
2024-02-24,79580.0,41002
2024-02-25,85690.0,41669
2024-02-26,75430.0,38724
2024-02-27,72240.0,37290
2024-02-28,69890.0,39190
2024-02-29,80610.0,35557
2024-03-01,74920.0,30319
2024-03-02,71540.0,30543
2024-03-03,69820.0,34383
2024-03-04,67560.0,33546
2024-03-05,88310.0,39437
2024-03-06,76950.0,36530
2024-03-07,76180.0,35490
2024-03-08,76160.0,34830
2024-03-09,76570.0,35313
2024-03-10,71670.0,35556
2024-03-11,71320.0,34687
2024-03-12,72360.0,35036
2024-03-13,65630.0,34571
2024-03-14,65860.0,33204
2024-03-15,66830.0,35061
2024-03-16,67140.0,37367
2024-03-17,69120.0,37635
2024-03-18,64650.0,35452
2024-03-19,65190.0,36316
2024-03-20,65910.0,35981
2024-03-21,66190.0,37273
2024-03-22,65920.0,37595
2024-03-23,69700.0,40825
2024-03-24,70840.0,38314
2024-03-25,72320.0,39510
2024-03-26,86430.0,45155
2024-03-27,77600.0,39051
2024-03-28,91240.0,47653
2024-03-29,90900.0,48331
2024-03-30,86020.0,42368
2024-03-31,89220.0,41176
2024-04-01,81910.0,40405
2024-04-02,79660.0,36222
2024-04-03,107720.0,63118
2024-04-04,93580.0,41929
2024-04-05,92520.0,39781
2024-04-06,94220.0,39650
2024-04-07,87820.0,41735
2024-04-08,80440.0,39497
2024-04-09,77360.0,36519
2024-04-10,74290.0,37166
2024-04-11,74080.0,36364
2024-04-12,74470.0,37443
2024-04-13,75390.0,37515
2024-04-14,74080.0,40212
2024-04-15,82210.0,48268
2024-04-16,80080.0,38361
2024-04-17,78550.0,40882
2024-04-18,75800.0,40139
2024-04-19,75460.0,40203
2024-04-20,80770.0,45553
2024-04-21,72770.0,46544
2024-04-22,76750.0,41308
2024-04-23,84570.0,42374
2024-04-24,84920.0,41399
2024-04-25,84450.0,40026
2024-04-26,74920.0,38501
2024-04-27,75280.0,39591
2024-04-28,76410.0,41213
2024-04-29,89950.0,48172
2024-04-30,80390.0,42401
2024-05-01,83650.0,40243
2024-05-02,79050.0,39604
2024-05-03,78430.0,37805
2024-05-04,78390.0,38374
2024-05-05,89330.0,48001
2024-05-06,111920.0,63897
2024-05-07,86670.0,46523
2024-05-08,93330.0,40528
2024-05-09,94610.0,43773
2024-05-10,86860.0,36547
2024-05-11,86760.0,39992
2024-05-12,106800.0,50047
2024-05-13,90510.0,41231
2024-05-14,83380.0,39452
2024-05-15,80350.0,39880
2024-05-16,77780.0,40587
2024-05-17,75700.0,37178
2024-05-18,77850.0,40008
2024-05-19,77900.0,40064
2024-05-20,93200.0,39293
2024-05-21,73060.0,38955
2024-05-22,73880.0,38960
2024-05-23,73410.0,38902
2024-05-24,73890.0,39125
2024-05-25,72710.0,37788
2024-05-26,73960.0,38357
2024-05-27,76900.0,41437
2024-05-28,73880.0,35857
2024-05-29,72380.0,37622
2024-05-30,69100.0,39390
2024-05-31,71890.0,38759
2024-06-01,74340.0,40096
2024-06-02,71320.0,40383
2024-06-03,69330.0,41357
2024-06-04,70670.0,34733
2024-06-05,69310.0,38769
2024-06-06,73040.0,39063
2024-06-07,74110.0,40195
2024-06-08,83110.0,43907
2024-06-09,81170.0,49502
2024-06-10,76300.0,42207
2024-06-11,74290.0,40726
2024-06-12,72440.0,39256
2024-06-13,72890.0,40710
2024-06-14,75530.0,40014
2024-06-15,79770.0,43039
2024-06-16,78600.0,42737
2024-06-17,70440.0,41086
2024-06-18,72100.0,37763
2024-06-19,70790.0,40409
2024-06-20,69340.0,38154
2024-06-21,73220.0,40122
2024-06-22,76540.0,49493
2024-06-23,75290.0,44763
2024-06-24,78070.0,43064
2024-06-25,75780.0,40033
2024-06-26,74250.0,40614
2024-06-27,72530.0,39361
2024-06-28,73930.0,41088
2024-06-29,85260.0,44957
2024-06-30,96800.0,55508
2024-07-01,85550.0,47882
2024-07-02,109870.0,58349
2024-07-03,93990.0,53033
2024-07-04,82340.0,46155
2024-07-05,85770.0,44874
2024-07-06,86560.0,43724
2024-07-07,84130.0,44627
2024-07-08,82020.0,42187
2024-07-09,79490.0,41501
2024-07-10,97810.0,47461
2024-07-11,93620.0,43176
2024-07-12,90810.0,44416
2024-07-13,87200.0,43329
2024-07-14,108590.0,62008
2024-07-15,102730.0,57490
2024-07-16,105490.0,58112
2024-07-17,97880.0,54880
2024-07-18,94120.0,47532
2024-07-19,87710.0,48276
2024-07-20,87770.0,47643
2024-07-21,89780.0,46070
2024-07-22,88400.0,45242
2024-07-23,85220.0,45167
2024-07-24,100640.0,59894
2024-07-25,91630.0,48764
2024-07-26,93190.0,47143
2024-07-27,90890.0,46791
2024-07-28,82830.0,47112
2024-07-29,84410.0,45371
2024-07-30,83000.0,45060
2024-07-31,82490.0,43703
2024-08-01,82280.0,44283
2024-08-02,82280.0,44881
2024-08-03,84550.0,44842
2024-08-04,83110.0,44442
2024-08-05,79990.0,43600
2024-08-06,79180.0,43731
2024-08-07,80150.0,43585
2024-08-08,80070.0,43305
2024-08-09,78780.0,43638
2024-08-10,77890.0,43831
2024-08-11,79840.0,43260
2024-08-12,76890.0,43031
2024-08-13,74430.0,42291
2024-08-14,74650.0,42251
2024-08-15,76000.0,43351
2024-08-16,77370.0,43331
2024-08-17,78990.0,43523
2024-08-18,75890.0,43219
2024-08-19,79540.0,43934
2024-08-20,92670.0,53576
2024-08-21,84790.0,47796
2024-08-22,83780.0,46927
2024-08-23,82200.0,43868
2024-08-24,81400.0,43838
2024-08-25,79660.0,43878
2024-08-26,78370.0,42505
2024-08-27,76440.0,41030
2024-08-28,76800.0,43007
2024-08-29,82530.0,45365
2024-08-30,82350.0,42966
2024-08-31,81320.0,42549
2024-09-01,77380.0,43204
2024-09-02,76050.0,41362
2024-09-03,73750.0,40707
2024-09-04,74940.0,41444
2024-09-05,73890.0,41872
2024-09-06,73440.0,41878
2024-09-07,75060.0,42924
2024-09-08,75750.0,43916
2024-09-09,70910.0,42489
2024-09-10,72380.0,41809
2024-09-11,73500.0,44700
2024-09-12,73410.0,43302
2024-09-13,73680.0,43952
2024-09-14,75100.0,44936
2024-09-15,77230.0,46301
2024-09-16,82930.0,49102
2024-09-17,76040.0,42553
2024-09-18,78550.0,44075
2024-09-19,77350.0,43208
2024-09-20,81390.0,46941
2024-09-21,123670.0,63932
2024-09-22,100550.0,64630
2024-09-23,74210.0,51963
2024-09-24,77340.0,46762
2024-09-25,80100.0,45824
2024-09-26,76490.0,44587
2024-09-27,75600.0,44267
2024-09-28,76650.0,44127
2024-09-29,75370.0,43896
2024-09-30,71940.0,42385
2024-10-01,72920.0,42118
2024-10-02,71190.0,40712
2024-10-03,74700.0,41153
2024-10-04,74200.0,43304
2024-10-05,73640.0,42338
2024-10-06,75040.0,42344
2024-10-07,72510.0,41900
2024-10-08,73130.0,41398
2024-10-09,74390.0,41454
2024-10-10,68650.0,41470
2024-10-11,71170.0,40731
2024-10-12,71370.0,40757
2024-10-13,71580.0,41353
2024-10-14,73010.0,41444
2024-10-15,95600.0,54699
2024-10-16,78170.0,44675
2024-10-17,77630.0,41913
2024-10-18,79570.0,42545
2024-10-19,98240.0,48994
2024-10-20,89240.0,44434
2024-10-21,79180.0,44691
2024-10-22,121150.0,58858
2024-10-23,105940.0,53187
2024-10-24,104580.0,44306
2024-10-25,90690.0,43451
2024-10-26,88290.0,43106
2024-10-27,85770.0,43075
2024-10-28,87210.0,42307
2024-10-29,77140.0,41760
2024-10-30,76750.0,41700
2024-10-31,74980.0,41809
2024-11-01,98230.0,51834
2024-11-02,106820.0,63573
2024-11-03,94920.0,47064
2024-11-04,90510.0,43970
2024-11-05,88020.0,42053
2024-11-06,81710.0,41584
2024-11-07,80670.0,40993
2024-11-08,78420.0,40389
2024-11-09,77060.0,41944
2024-11-10,76440.0,40727
2024-11-11,77830.0,41606
2024-11-12,74250.0,40348
2024-11-13,75860.0,39209
2024-11-14,74900.0,39913
2024-11-15,79330.0,39355
2024-11-16,80190.0,41204
2024-11-17,75930.0,40682
2024-11-18,73870.0,39988
2024-11-19,68590.0,38966
2024-11-20,70350.0,38918
2024-11-21,71470.0,39770
2024-11-22,69660.0,39704
2024-11-23,72080.0,39846
2024-11-24,70960.0,40643
2024-11-25,67260.0,39496
2024-11-26,90160.0,46756
2024-11-27,76910.0,40920
2024-11-28,73820.0,39884
2024-11-29,72690.0,39392
2024-11-30,72810.0,39816
2024-12-01,74360.0,40908
2024-12-02,70620.0,39816
2024-12-03,68610.0,38584
2024-12-04,67020.0,37837
2024-12-05,67830.0,38696
2024-12-06,67050.0,38008
2024-12-07,69010.0,38840
2024-12-08,67730.0,39430
2024-12-09,66840.0,38591
2024-12-10,65970.0,37724
2024-12-11,63780.0,38184
2024-12-12,66100.0,38142
2024-12-13,67260.0,38097
2024-12-14,69920.0,38276
2024-12-15,69210.0,39299
2024-12-16,65730.0,38579
2024-12-17,67610.0,37711
2024-12-18,66200.0,38023
2024-12-19,64600.0,38242
2024-12-20,65570.0,37935
2024-12-21,68210.0,38077
2024-12-22,68380.0,39750
2024-12-23,65200.0,38505
2024-12-24,63720.0,36834
2024-12-25,67620.0,38159
2024-12-26,66750.0,38196
2024-12-27,64280.0,37613
2024-12-28,65010.0,38132
2024-12-29,68020.0,38764
2024-12-30,66400.0,38040
2024-12-31,66020.0,38282
2025-01-01,66220.0,38291
2025-01-02,63760.0,37906
2025-01-03,65700.0,37410
2025-01-04,64260.0,37991
2025-01-05,64070.0,38180
2025-01-06,65620.0,37862
2025-01-07,63240.0,36919
2025-01-08,62840.0,36745
2025-01-09,62670.0,37334
2025-01-10,64910.0,37649
2025-01-11,65980.0,38704
2025-01-12,65680.0,38850
2025-01-13,65270.0,38242
2025-01-14,64080.0,37400
2025-01-15,63640.0,37618
2025-01-16,63600.0,37542
2025-01-17,64360.0,38122
2025-01-18,67630.0,38761
2025-01-19,66880.0,40098
2025-01-20,62060.0,38403
2025-01-21,62450.0,38029
2025-01-22,61850.0,37748
2025-01-23,61760.0,38337
2025-01-24,62890.0,39046
2025-01-25,64300.0,40353
2025-01-26,67100.0,40254
2025-01-27,71460.0,41689
2025-01-28,69000.0,41037
2025-01-29,63540.0,37447
2025-01-30,66170.0,39103
2025-01-31,66970.0,39332
2025-02-01,76400.0,44257
2025-02-02,64830.0,40894
2025-02-03,67130.0,39449
2025-02-04,66450.0,38678
2025-02-05,65060.0,38391
2025-02-06,62130.0,38111
2025-02-07,61770.0,38335
2025-02-08,64900.0,38348
2025-02-09,66740.0,39755
2025-02-10,66330.0,38192
2025-02-11,62240.0,38508
2025-02-12,68360.0,40655
2025-02-13,63390.0,38033
2025-02-14,66570.0,37135
2025-02-15,68400.0,37392
2025-02-16,70030.0,38521
2025-02-17,65970.0,37305
2025-02-18,64160.0,37424
2025-02-19,65240.0,37019
2025-02-20,64160.0,37134
2025-02-21,64450.0,36678
2025-02-22,66110.0,38027
2025-02-23,67960.0,38813
2025-02-24,64520.0,37299
2025-02-25,64680.0,36328
2025-02-26,65270.0,36610
2025-02-27,63560.0,36371
2025-02-28,65530.0,36357
2025-03-01,69140.0,36847
2025-03-02,72880.0,38856
2025-03-03,73300.0,45455
2025-03-04,75110.0,43675
2025-03-05,66540.0,38130
2025-03-06,70890.0,36658
2025-03-07,68780.0,36655
2025-03-08,68190.0,37004
2025-03-09,67230.0,38795
2025-03-10,64120.0,36788
2025-03-11,64660.0,36464
2025-03-12,66140.0,36702
2025-03-13,67280.0,37247
2025-03-14,66440.0,36369
2025-03-15,78850.0,37394
2025-03-16,83580.0,43656
2025-03-17,69480.0,37436
2025-03-18,69070.0,35749
2025-03-19,66260.0,36832
2025-03-20,65810.0,37040
2025-03-21,65860.0,37154
2025-03-22,69160.0,39055
2025-03-23,71460.0,40088
2025-03-24,66490.0,37470
2025-03-25,67420.0,37108
2025-03-26,71470.0,36908
2025-03-27,80340.0,40225
2025-03-28,74490.0,37858
2025-03-29,72000.0,38166
2025-03-30,69130.0,38292
2025-03-31,67380.0,37063
2025-04-01,65020.0,36520
2025-04-02,63170.0,36848
2025-04-03,62470.0,37206
2025-04-04,62400.0,36965
2025-04-05,63190.0,37578
2025-04-06,65270.0,39608
2025-04-07,61570.0,38033
2025-04-08,62690.0,37580
2025-04-09,62490.0,37506
2025-04-10,63750.0,37904
2025-04-11,66440.0,37068
2025-04-12,73360.0,40422
2025-04-13,96180.0,50869
2025-04-14,80030.0,41611
2025-04-15,70390.0,38542
2025-04-16,73520.0,38960
2025-04-17,70930.0,38285
2025-04-18,68800.0,39123
2025-04-19,70440.0,39795
2025-04-20,68020.0,39480
2025-04-21,66970.0,39357
2025-04-22,81670.0,46789
2025-04-23,73890.0,42642
2025-04-24,79230.0,40496
2025-04-25,75860.0,39677
2025-04-26,73230.0,39738
2025-04-27,74770.0,40561
2025-04-28,77640.0,39223
2025-04-29,62220.0,38860
2025-04-30,70140.0,38839
2025-05-01,74170.0,44770
2025-05-02,78870.0,43944
2025-05-03,79270.0,40091
2025-05-04,75250.0,40199
2025-05-05,72740.0,39280
2025-05-06,76420.0,41824
2025-05-07,71640.0,40082
2025-05-08,69530.0,38556
2025-05-09,92440.0,51095
2025-05-10,94620.0,46656
2025-05-11,91850.0,41900
2025-05-12,77990.0,40360
2025-05-13,74450.0,39311
2025-05-14,71380.0,39391
2025-05-15,71550.0,38842
2025-05-16,76170.0,44517
2025-05-17,91520.0,56741
2025-05-18,91110.0,46553
2025-05-19,84420.0,43629
2025-05-20,80390.0,42145
2025-05-21,77170.0,41847
2025-05-22,73500.0,40694
2025-05-23,74190.0,39850
2025-05-24,77070.0,40452
2025-05-25,77880.0,42548
2025-05-26,74900.0,41146
2025-05-27,71230.0,40407
2025-05-28,72050.0,39934
2025-05-29,70000.0,39945
2025-05-30,72170.0,40504
2025-05-31,73370.0,40776
2025-06-01,73520.0,41124
2025-06-02,67930.0,38872
2025-06-03,77110.0,42860
2025-06-04,69540.0,40320
2025-06-05,68640.0,39588
2025-06-06,70850.0,40862
2025-06-07,72450.0,40127
2025-06-08,73890.0,42289
2025-06-09,71960.0,41068
2025-06-10,71530.0,40708
2025-06-11,71360.0,40502
2025-06-12,71060.0,40591
2025-06-13,70840.0,40117
2025-06-14,102860.0,64293
2025-06-15,89120.0,53532
2025-06-16,85980.0,51873
2025-06-17,96140.0,46194
2025-06-18,87220.0,45538
2025-06-19,82780.0,44292
2025-06-20,80800.0,42916
2025-06-21,81470.0,47314
2025-06-22,101730.0,60699
2025-06-23,102190.0,47937
2025-06-24,104870.0,51686
2025-06-25,106630.0,57605
2025-06-26,111440.0,49049
2025-06-27,102470.0,46083
2025-06-28,95880.0,47494
2025-06-29,89680.0,47589
2025-06-30,83480.0,46004
2025-07-01,80300.0,44866
2025-07-02,78700.0,44915
2025-07-03,78240.0,45503
2025-07-04,77120.0,43422
2025-07-05,79720.0,44789
2025-07-06,80860.0,45863
2025-07-07,78830.0,44547
2025-07-08,77910.0,43481
2025-07-09,77520.0,42839
2025-07-10,76910.0,42708
2025-07-11,77520.0,42656
2025-07-12,79530.0,42914
2025-07-13,85200.0,46534
2025-07-14,119990.0,65229
2025-07-15,90950.0,49209
2025-07-16,92240.0,44882
2025-07-17,94180.0,44393
2025-07-18,94270.0,58095
2025-07-19,108410.0,57246
2025-07-20,93360.0,54254
2025-07-21,76630.0,48316
2025-07-22,78660.0,46504
2025-07-23,87060.0,45377
2025-07-24,83560.0,44584
2025-07-25,85750.0,44214
2025-07-26,86140.0,45252
2025-07-27,85050.0,45448
2025-07-28,82560.0,44275
2025-07-29,79030.0,43676
2025-07-30,78120.0,43935
2025-07-31,78820.0,44061
2025-08-01,79950.0,44159
2025-08-02,79480.0,44872
2025-08-03,84140.0,45467
2025-08-04,87050.0,49982
2025-08-05,81740.0,45048
2025-08-06,80640.0,44636
2025-08-07,78830.0,43716
2025-08-08,78250.0,42703
2025-08-09,81430.0,42926
2025-08-10,96570.0,57102
2025-08-11,73290.0,47133
2025-08-12,111240.0,62657
2025-08-13,95780.0,52438
2025-08-14,85830.0,47837
2025-08-15,88740.0,46267
2025-08-16,89650.0,46023
2025-08-17,86640.0,45267
2025-08-18,81520.0,43951
2025-08-19,80770.0,43169
2025-08-20,81870.0,42960
2025-08-21,81460.0,42598
2025-08-22,82530.0,42632
2025-08-23,83080.0,43274
2025-08-24,83380.0,43215
2025-08-25,78950.0,42659
2025-08-26,76380.0,41000
2025-08-27,77090.0,41620
2025-08-28,75960.0,42561
2025-08-29,75430.0,41851
2025-08-30,75690.0,42611
2025-08-31,76550.0,41898
2025-09-01,78640.0,44039
2025-09-02,79150.0,41545
2025-09-03,74810.0,41364
2025-09-04,76320.0,41602
2025-09-05,78600.0,41152
2025-09-06,80840.0,42038
2025-09-07,81920.0,42473
2025-09-08,79410.0,41036
2025-09-09,83080.0,40171
2025-09-10,79650.0,40074
2025-09-11,78250.0,40836
2025-09-12,78620.0,40465
2025-09-13,82510.0,49163
2025-09-14,82680.0,43407
2025-09-15,74540.0,41849
2025-09-16,76810.0,41423
2025-09-17,77560.0,40980
2025-09-18,78950.0,39542
2025-09-19,77060.0,39596
2025-09-20,83350.0,41723
2025-09-21,85710.0,41406
2025-09-22,80390.0,39339
2025-09-23,76260.0,39188
2025-09-24,76930.0,39692
2025-09-25,76710.0,39685
2025-09-26,75540.0,39884
2025-09-27,76550.0,40730
2025-09-28,78890.0,42228
2025-09-29,73090.0,39214
2025-09-30,72060.0,39541
2025-10-01,71120.0,40122
2025-10-02,72100.0,39276
2025-10-03,101640.0,54245
2025-10-04,87800.0,52978
2025-10-05,88080.0,45556
2025-10-06,88300.0,41397
2025-10-07,90560.0,42192
2025-10-08,87920.0,41713
2025-10-09,85850.0,42321
2025-10-10,84300.0,41462
2025-10-11,83490.0,41469
2025-10-12,80670.0,41332
2025-10-13,76720.0,39136
2025-10-14,74620.0,40895
2025-10-15,73540.0,40502
2025-10-16,89490.0,46996
2025-10-17,85670.0,41329
2025-10-18,96320.0,44845
2025-10-19,88050.0,41497
2025-10-20,83160.0,41181
2025-10-21,81870.0,39188
2025-10-22,86740.0,39929
2025-10-23,86290.0,43731
2025-10-24,99650.0,43414
2025-10-25,91950.0,42530
2025-10-26,84960.0,41659
2025-10-27,80230.0,41106
2025-10-28,76800.0,40507
2025-10-29,77510.0,40029
2025-10-30,76470.0,39658
2025-10-31,78640.0,39239
2025-11-01,80440.0,39693
2025-11-02,84990.0,41016
2025-11-03,82430.0,39361
2025-11-04,78820.0,37908
2025-11-05,80340.0,38714
2025-11-06,81290.0,38794
2025-11-07,82380.0,39944
2025-11-08,85500.0,40360
2025-11-09,87130.0,49841
2025-11-10,81060.0,39883
2025-11-11,78760.0,38374
2025-11-12,76280.0,38394
2025-11-13,73800.0,38165
2025-11-14,75090.0,39137
2025-11-15,76360.0,38745
2025-11-16,76720.0,39737
2025-11-17,72770.0,38604
2025-11-18,72330.0,38002
2025-11-19,74050.0,38346
2025-11-20,73960.0,37615
2025-11-21,73240.0,37431
2025-11-22,73170.0,38622
2025-11-23,72890.0,39104
2025-11-24,69710.0,38364
2025-11-25,68270.0,37126
2025-11-26,67270.0,37640
2025-11-27,68170.0,37351
2025-11-28,67710.0,37301
2025-11-29,69410.0,38002
2025-11-30,70000.0,39166
2025-12-01,68740.0,38287
2025-12-02,67120.0,36786
2025-12-03,67340.0,36762
2025-12-04,69170.0,36802
2025-12-05,70760.0,37560
2025-12-06,73600.0,37288
2025-12-07,74430.0,38619
2025-12-08,69020.0,38117
2025-12-09,66190.0,36278
2025-12-10,65510.0,36867
2025-12-11,65610.0,37016
2025-12-12,66470.0,36272
2025-12-13,68540.0,37318
2025-12-14,69570.0,38687
2025-12-15,66140.0,37348
2025-12-16,65320.0,36892
2025-12-17,67250.0,38640
2025-12-18,67090.0,36164
2025-12-19,68830.0,36744
2025-12-20,72900.0,38260
2025-12-21,75590.0,38206
2025-12-22,70230.0,37058
2025-12-23,68460.0,36821
2025-12-24,76420.0,42115
2025-12-25,67440.0,38129
2025-12-26,70500.0,37425
2025-12-27,70960.0,37476
2025-12-28,70250.0,38358
2025-12-29,68610.0,37487
2025-12-30,69010.0,36518
2025-12-31,68790.0,37020
2026-01-01,69730.0,37401
2026-01-02,72160.0,36581
2026-01-03,73570.0,37000
2026-01-04,74160.0,37387
2026-01-05,70740.0,36416
2026-01-06,69550.0,35576
2026-01-07,69150.0,35706
2026-01-08,66920.0,35566
2026-01-09,65620.0,35454
2026-01-10,68780.0,36584
2026-01-11,68220.0,36756
2026-01-12,64820.0,35669
2026-01-13,65080.0,36004
2026-01-14,64450.0,36095
2026-01-15,66000.0,36162
2026-01-16,67130.0,36454
2026-01-17,70230.0,37398
2026-01-18,71620.0,37942
2026-01-19,67920.0,36508
2026-01-20,66720.0,35563
2026-01-21,66540.0,35933
2026-01-22,67070.0,35713
2026-01-23,67870.0,36053
2026-01-24,69560.0,37002
2026-01-25,68430.0,37574
2026-01-26,64420.0,36473
2026-01-27,63270.0,35999
2026-01-28,64530.0,36567
2026-01-29,64820.0,36194
2026-01-30,65740.0,36141
2026-01-31,69920.0,37601
2026-02-01,71850.0,38081
2026-02-02,68750.0,36498
2026-02-03,68060.0,35994
2026-02-04,68750.0,36513
2026-02-05,69780.0,36831
2026-02-06,70060.0,36692
2026-02-07,70920.0,37212
2026-02-08,68860.0,37592
2026-02-09,65290.0,36585
2026-02-10,64500.0,35945
2026-02-11,66140.0,36606
2026-02-12,66280.0,37043
2026-02-13,67880.0,37702
2026-02-14,72600.0,39519
2026-02-15,75240.0,39252
2026-02-16,74280.0,39342
2026-02-17,66500.0,35012
2026-02-18,72190.0,37689
2026-02-19,71840.0,37404
2026-02-20,71190.0,36958
2026-02-21,71770.0,37037
2026-02-22,72520.0,37515
2026-02-23,67050.0,36524
2026-02-24,82390.0,44847
2026-02-25,72070.0,38209
2026-02-26,69590.0,36307
2026-02-27,76100.0,38813
2026-02-28,74000.0,37571
2026-03-01,73430.0,36691
2026-03-02,88450.0,44581
2026-03-03,84930.0,41818
2026-03-04,77250.0,36816
2026-03-05,73180.0,36736
2026-03-06,73260.0,36676
2026-03-07,73530.0,37218
2026-03-08,73770.0,37733
2026-03-09,67830.0,36483
2026-03-10,65650.0,35592
2026-03-11,65760.0,36270
2026-03-12,65210.0,35910
2026-03-13,66400.0,35724
2026-03-14,69460.0,37473
2026-03-15,70090.0,37741
2026-03-16,66280.0,36911
2026-03-17,67870.0,35913
2026-03-18,76530.0,37651
2026-03-19,74440.0,37124
2026-03-20,74040.0,36632
2026-03-21,74900.0,38179
2026-03-22,75690.0,37776
2026-03-23,71990.0,36671
2026-03-24,66980.0,35817
2026-03-25,65780.0,35290
2026-03-26,66510.0,36488
2026-03-27,66970.0,37109
2026-03-28,71090.0,38269
2026-03-29,72020.0,38548
2026-03-30,74460.0,39253
2026-03-31,89940.0,46816
2026-04-01,80300.0,37946
2026-04-02,76680.0,38302
2026-04-03,74320.0,37136
2026-04-04,109960.0,58123
2026-04-05,83570.0,44027
2026-04-06,78620.0,38857
2026-04-07,76060.0,38667
2026-04-08,72840.0,37622
2026-04-09,88480.0,47557
2026-04-10,85850.0,45802
2026-04-11,88910.0,41884
2026-04-12,84290.0,40393
2026-04-13,77370.0,38551
2026-04-14,74000.0,38006
2026-04-15,76500.0,38631
2026-04-16,74690.0,38714
2026-04-17,78490.0,38544
2026-04-18,85090.0,42703
2026-04-19,78780.0,41336
2026-04-20,73000.0,39416
