examinDe,beachKoreanNm,examinLcDetail,distance_from_estuary_km,ecoli_max,enterococcus_max,any_exceed
2022-07-08,광안리,C,0.5,0.5,41.0,False
2022-07-08,광안리,A,0.0,10.0,74.0,False
2022-07-08,광안리,B,0.25,16.0,41.0,False
2022-07-08,광안리,C,0.5,5.0,41.0,False
2022-06-13,광안리,칠성횟집,0.5,10.0,0.5,False
2022-06-13,광안리,호텔아쿠아팰리스,0.5,0.5,0.5,False
2022-06-13,광안리,청담이상,0.5,0.5,0.5,False
2022-06-13,광안리,광안지웰에스테이트오피스텔,0.5,0.5,0.5,False
2022-06-13,광안리,고마대구탕,0.5,20.0,0.5,False
2023-09-12,광안리,칠성횟집,0.5,20.0,5.0,False
2023-09-12,광안리,호텔아쿠아팰리스 삼거리앞,0.5,134.0,16.0,False
2023-09-12,광안리,청담이상,0.5,74.0,0.5,False
2023-09-12,광안리,광안지웰에스테이트오피스텔,0.5,0.5,0.5,False
2023-09-12,광안리,고마대구탕,0.5,0.5,5.0,False
2023-08-23,광안리,칠성횟집,0.5,3873.0,281.0,True
2023-08-23,광안리,호텔아쿠팰리스 삼거리앞 ,0.5,3448.0,285.0,True
2023-08-23,광안리,청담이상,0.5,5794.0,347.0,True
2023-08-23,광안리,광안지웰에스테이트오피스텔,0.5,5794.0,503.0,True
2023-08-23,광안리,고마대구탕 ,0.5,6131.0,329.0,True
2023-08-16,광안리,칠성횟집,0.5,5172.0,4332.0,True
2023-08-16,광안리,호텔아쿠팰리스 삼거리앞 ,0.5,4352.0,3066.0,True
2023-08-16,광안리,청담이상,0.5,4106.0,3244.0,True
2023-08-16,광안리,광안지웰에스테이트오피스텔,0.5,3873.0,1494.0,True
2023-08-16,광안리,고마대구탕 ,0.5,4884.0,1937.0,True
2023-08-01,광안리,칠성횟집,0.5,134.0,37.0,False
2023-08-01,광안리,호텔아쿠팰리스 삼거리앞 ,0.5,3076.0,229.0,True
2023-08-01,광안리,청담이상,0.5,776.0,66.0,True
2023-08-01,광안리,광안지웰에스테이트오피스텔,0.5,2755.0,116.0,True
2023-08-01,광안리,고마대구탕 ,0.5,2143.0,68.0,True
2023-08-28,광안리,칠성횟집,0.5,0.5,5.0,False
2023-08-28,광안리,호텔아쿠아팰리스,0.5,0.5,0.5,False
2023-08-28,광안리,청담 이상,0.5,0.5,5.0,False
2023-08-28,광안리,광안 지웰에스테이트 오피스텔,0.5,0.5,0.5,False
2023-08-28,광안리,고마 대구탕,0.5,0.5,15.0,False
2023-08-08,광안리,칠성횟집,0.5,0.5,15.0,False
2023-08-08,광안리,호텔아쿠아팰리스 삼거리 앞,0.5,32.0,10.0,False
2023-08-08,광안리,청담이상,0.5,26.0,0.5,False
2023-08-08,광안리,광안지웰에스테이트오피스텔,0.5,26.0,0.5,False
2023-08-08,광안리,고마대구탕,0.5,0.5,0.5,False
2023-07-10,광안리,칠성횟집,0.5,275.0,10.0,False
2023-07-17,광안리,호텔아쿠아팰리스 삼거리앞,0.5,323.0,10.0,False
2023-07-10,광안리,청담이상,0.5,211.0,10.0,False
2023-07-10,광안리,광안지웰에스테이트오피스텔,0.5,228.0,10.0,False
2023-07-10,광안리,고마대구탕,0.5,309.0,10.0,False
2023-06-07,광안리,칠성횟집,0.5,31.0,1.0,False
2023-06-07,광안리,호텔아쿠아팰리스 삼거리앞,0.5,20.0,1.0,False
2023-06-07,광안리,청담이상,0.5,1.0,1.0,False
2023-06-07,광안리,광안지웰에스테이트오피스텔,0.5,1.0,1.0,False
2023-06-07,광안리,고마대구탕,0.5,1.0,21.0,False
2023-06-07,광안리,칠성횟집,0.5,31.0,1.0,False
2023-06-07,광안리,호텔아쿠아팰리스 삼거리앞,0.5,20.0,1.0,False
2023-06-07,광안리,청담이상,0.5,1.0,1.0,False
2023-06-07,광안리,광안지웰에스테이트오피스텔,0.5,1.0,1.0,False
2023-06-07,광안리,고마대구탕,0.5,1.0,21.0,False
2024-09-05,광안리,칠성횟집,0.5,0.5,0.5,False
2024-09-05,광안리,호텔아쿠아펠리스 삼거리 앞,0.5,122.0,15.5,False
2024-09-05,광안리,청담이상,0.5,0.5,0.5,False
2024-09-05,광안리,광안지웰에스테이트 오피스텔,0.5,0.5,0.5,False
