지점,지점명,일시,평균 풍속(m/s),최대 순간 풍속 풍향(deg)
923,기장,2014-09-08,1.6,112.5
923,기장,2014-09-09,1.8,210.9
923,기장,2014-09-10,2.1,101.3
923,기장,2014-09-11,2.3,137.8
923,기장,2014-09-12,1.8,33.8
923,기장,2014-09-13,2.8,101.3
923,기장,2014-09-14,2.4,104.1
923,기장,2014-09-15,1.4,199.7
923,기장,2014-09-16,1.8,25.3
923,기장,2014-09-17,1.6,50.6
923,기장,2014-09-18,2.4,45
923,기장,2014-09-19,1.9,25.3
923,기장,2014-09-20,2.2,75.9
923,기장,2014-09-21,2.2,61.9
923,기장,2014-09-22,2.5,90
923,기장,2014-09-23,2.4,19.7
923,기장,2014-09-24,2.6,75.9
923,기장,2014-09-25,.9,115.3
923,기장,2014-09-26,2.7,70.3
923,기장,2014-09-27,1.5,194.1
923,기장,2014-09-28,1.8,56.3
923,기장,2014-09-29,1.4,33.8
923,기장,2014-09-30,2.5,109.7
923,기장,2014-10-01,2.3,30.9
923,기장,2014-10-02,1.6,73.1
923,기장,2014-10-03,1.6,45
923,기장,2014-10-04,4.3,25.3
923,기장,2014-10-05,4.4,53.4
923,기장,2014-10-06,2.7,30.9
923,기장,2014-10-07,1.8,56.3
923,기장,2014-10-08,2.4,87.2
923,기장,2014-10-09,2.3,160.3
923,기장,2014-10-10,3.3,25.3
923,기장,2014-10-11,4.6,59.1
923,기장,2014-10-12,3.9,28.1
923,기장,2014-10-13,5,123.8
923,기장,2014-10-14,2.5,81.6
923,기장,2014-10-15,1.7,188.4
923,기장,2014-10-16,1.9,275.6
923,기장,2014-10-17,1.7,199.7
923,기장,2014-10-18,1.6,357.2
923,기장,2014-10-19,1.5,171.6
923,기장,2014-10-20,1.3,244.7
923,기장,2014-10-21,2.5,53.4
923,기장,2014-10-22,3.6,50.6
923,기장,2014-10-23,2,22.5
923,기장,2014-10-24,1.9,199.7
923,기장,2014-10-25,1.7,174.4
923,기장,2014-10-26,1.7,312.2
923,기장,2014-10-27,2.4,98.4
923,기장,2014-10-28,1.9,326.3
923,기장,2014-10-29,1.9,343.1
923,기장,2014-10-30,1.8,241.9
923,기장,2014-10-31,2.2,70.3
923,기장,2014-11-01,1.3,81.6
923,기장,2014-11-02,2.1,306.6
923,기장,2014-11-03,1.8,292.5
923,기장,2014-11-04,2,320.6
923,기장,2014-11-05,2.2,185.6
923,기장,2014-11-06,1.8,90
923,기장,2014-11-07,1.8,14.1
923,기장,2014-11-08,1.2,306.6
923,기장,2014-11-09,1.6,194.1
923,기장,2014-11-10,2.1,90
923,기장,2014-11-11,1.7,205.3
923,기장,2014-11-12,2.9,289.7
923,기장,2014-11-13,2.1,264.4
923,기장,2014-11-14,1.8,267.2
923,기장,2014-11-15,1.5,315
923,기장,2014-11-16,1.6,185.6
923,기장,2014-11-17,1.6,241.9
923,기장,2014-11-18,1.7,205.3
923,기장,2014-11-19,2.1,160.3
923,기장,2014-11-20,1.9,143.4
923,기장,2014-11-21,1.4,320.6
923,기장,2014-11-22,1.6,292.5
923,기장,2014-11-23,2,357.2
923,기장,2014-11-24,2.3,95.6
923,기장,2014-11-25,3.5,81.6
923,기장,2014-11-26,2.1,16.9
923,기장,2014-11-27,1.9,343.1
923,기장,2014-11-28,1.5,244.7
923,기장,2014-11-29,1.9,19.7
923,기장,2014-11-30,1.7,343.1
923,기장,2014-12-01,3.1,309.4
923,기장,2014-12-02,2.3,309.4
923,기장,2014-12-03,2.3,250.3
923,기장,2014-12-04,2,292.5
923,기장,2014-12-05,2,278.4
923,기장,2014-12-06,2.2,258.8
923,기장,2014-12-07,1.5,340.3
923,기장,2014-12-08,1.9,219.4
923,기장,2014-12-09,1.9,90
923,기장,2014-12-10,1.7,303.8
923,기장,2014-12-11,1.6,219.4
923,기장,2014-12-12,2.1,264.4
923,기장,2014-12-13,1.8,320.6
923,기장,2014-12-14,1.1,292.5
923,기장,2014-12-15,1.6,334.7
923,기장,2014-12-16,2.6,309.4
923,기장,2014-12-17,2.9,261.6
923,기장,2014-12-18,1.7,317.8
923,기장,2014-12-19,1.9,317.8
923,기장,2014-12-20,2,312.2
923,기장,2014-12-21,1.7,261.6
923,기장,2014-12-22,1.8,261.6
923,기장,2014-12-23,1.4,303.8
923,기장,2014-12-24,1.5,264.4
923,기장,2014-12-25,1.8,281.3
923,기장,2014-12-26,1.7,357.2
923,기장,2014-12-27,2,329.1
923,기장,2014-12-28,1.4,326.3
923,기장,2014-12-29,1.7,253.1
923,기장,2014-12-30,1.7,295.3
923,기장,2014-12-31,2.4,323.4
923,기장,2015-01-01,2.9,272.8
923,기장,2015-01-02,2.1,354.4
923,기장,2015-01-03,1.6,292.5
923,기장,2015-01-04,1.9,303.8
923,기장,2015-01-05,1.6,351.6
923,기장,2015-01-06,2.4,284.1
923,기장,2015-01-07,1.8,53.4
923,기장,2015-01-08,1.8,326.3
923,기장,2015-01-09,1.9,241.9
923,기장,2015-01-10,2,275.6
923,기장,2015-01-11,1.8,286.9
923,기장,2015-01-12,1.7,50.6
923,기장,2015-01-13,1.7,309.4
923,기장,2015-01-14,1.8,16.9
923,기장,2015-01-15,2.3,14.1
923,기장,2015-01-16,2.4,281.3
923,기장,2015-01-17,2.2,275.6
923,기장,2015-01-18,2.1,253.1
923,기장,2015-01-19,2.1,323.4
923,기장,2015-01-20,1.7,315
923,기장,2015-01-21,1.8,56.3
923,기장,2015-01-22,2.5,78.8
923,기장,2015-01-23,1.7,194.1
923,기장,2015-01-24,1.5,92.8
923,기장,2015-01-25,1.5,171.6
923,기장,2015-01-26,1.2,216.6
923,기장,2015-01-27,1.7,264.4
923,기장,2015-01-28,2.4,53.4
923,기장,2015-01-29,2,0
923,기장,2015-01-30,1.9,16.9
923,기장,2015-01-31,1.8,104.1
923,기장,2015-02-01,1.9,326.3
923,기장,2015-02-02,1.8,90
923,기장,2015-02-03,1.7,81.6
923,기장,2015-02-04,1.4,317.8
923,기장,2015-02-05,1.5,25.3
923,기장,2015-02-06,1.8,177.2
923,기장,2015-02-07,1.7,278.4
923,기장,2015-02-08,2.3,331.9
923,기장,2015-02-09,2.2,275.6
923,기장,2015-02-10,2.3,272.8
923,기장,2015-02-11,2,270
923,기장,2015-02-12,1.9,264.4
923,기장,2015-02-13,1.6,303.8
923,기장,2015-02-14,1.8,286.9
923,기장,2015-02-15,1.8,61.9
923,기장,2015-02-16,2.4,0
923,기장,2015-02-17,1.8,227.8
923,기장,2015-02-18,1.3,306.6
923,기장,2015-02-19,2.2,126.6
923,기장,2015-02-20,1.5,78.8
923,기장,2015-02-21,2.2,205.3
923,기장,2015-02-22,1.6,303.8
923,기장,2015-02-23,1.5,205.3
923,기장,2015-02-24,1.6,104.1
923,기장,2015-02-25,1.5,81.6
923,기장,2015-02-26,2.1,289.7
923,기장,2015-02-27,2.2,22.5
923,기장,2015-02-28,2.4,19.7
923,기장,2015-03-01,1.7,278.4
923,기장,2015-03-02,1.8,177.2
923,기장,2015-03-03,1.5,289.7
923,기장,2015-03-04,2.2,281.3
923,기장,2015-03-05,2,87.2
923,기장,2015-03-06,2.1,39.4
923,기장,2015-03-07,1.7,78.8
923,기장,2015-03-08,2.4,101.3
923,기장,2015-03-09,2,340.3
923,기장,2015-03-10,2.9,317.8
923,기장,2015-03-11,2.5,253.1
923,기장,2015-03-12,2.1,289.7
923,기장,2015-03-13,2.4,233.4
923,기장,2015-03-14,1.2,149.1
923,기장,2015-03-15,1.9,199.7
923,기장,2015-03-16,1.4,210.9
923,기장,2015-03-17,1.3,188.4
923,기장,2015-03-18,3.1,47.8
923,기장,2015-03-19,2.6,109.7
923,기장,2015-03-20,1.5,90
923,기장,2015-03-21,1.8,300.9
923,기장,2015-03-22,2,261.6
923,기장,2015-03-23,2.2,90
923,기장,2015-03-24,1.6,42.2
923,기장,2015-03-25,2.1,196.9
923,기장,2015-03-26,1.9,70.3
923,기장,2015-03-27,1.9,182.8
923,기장,2015-03-28,2,213.8
923,기장,2015-03-29,1.3,275.6
923,기장,2015-03-30,2.2,202.5
923,기장,2015-03-31,1.3,185.6
923,기장,2015-04-01,2.8,36.6
923,기장,2015-04-02,2.4,236.3
923,기장,2015-04-03,3.6,250.3
923,기장,2015-04-04,3.7,73.1
923,기장,2015-04-05,1.9,16.9
923,기장,2015-04-06,1.8,45
923,기장,2015-04-07,2.8,2.8
923,기장,2015-04-08,2.2,73.1
923,기장,2015-04-09,2.2,106.9
923,기장,2015-04-10,2.7,47.8
923,기장,2015-04-11,2.4,67.5
923,기장,2015-04-12,3.4,33.8
923,기장,2015-04-13,3.9,61.9
923,기장,2015-04-14,2.4,205.3
923,기장,2015-04-15,2.2,281.3
923,기장,2015-04-16,2.5,261.6
923,기장,2015-04-17,2.1,177.2
923,기장,2015-04-18,1.5,205.3
923,기장,2015-04-19,1.4,208.1
923,기장,2015-04-20,2.5,59.1
923,기장,2015-04-21,1.6,196.9
923,기장,2015-04-22,1.7,205.3
923,기장,2015-04-23,2.3,320.6
923,기장,2015-04-24,2,225
923,기장,2015-04-25,1.6,202.5
923,기장,2015-04-26,1.3,258.8
923,기장,2015-04-27,1.5,213.8
923,기장,2015-04-28,1.2,286.9
923,기장,2015-04-29,1.7,30.9
923,기장,2015-04-30,1.7,14.1
923,기장,2015-05-01,1.2,30.9
923,기장,2015-05-02,1.5,182.8
923,기장,2015-05-03,.9,208.1
923,기장,2015-05-04,1.4,281.3
923,기장,2015-05-05,2.1,196.9
923,기장,2015-05-06,1.3,202.5
923,기장,2015-05-07,1.7,185.6
923,기장,2015-05-08,1.3,205.3
923,기장,2015-05-09,1.7,205.3
923,기장,2015-05-10,2.5,70.3
923,기장,2015-05-11,1.6,14.1
923,기장,2015-05-12,2.9,191.3
923,기장,2015-05-13,3.2,284.1
923,기장,2015-05-14,2.3,267.2
923,기장,2015-05-15,1.5,56.3
923,기장,2015-05-16,1.8,208.1
923,기장,2015-05-17,1.7,331.9
923,기장,2015-05-18,1,317.8
923,기장,2015-05-19,1.3,202.5
923,기장,2015-05-20,1.5,78.8
923,기장,2015-05-21,1.9,196.9
923,기장,2015-05-22,1.6,222.2
923,기장,2015-05-23,1.4,165.9
923,기장,2015-05-24,1.3,194.1
923,기장,2015-05-25,1.2,146.3
923,기장,2015-05-26,1.3,202.5
923,기장,2015-05-27,1.3,129.4
923,기장,2015-05-28,2,50.6
923,기장,2015-05-29,1.4,191.3
923,기장,2015-05-30,1.1,315
923,기장,2015-05-31,1.8,36.6
923,기장,2015-06-01,1.7,208.1
923,기장,2015-06-02,1.5,208.1
923,기장,2015-06-03,1.7,264.4
923,기장,2015-06-04,1.2,194.1
923,기장,2015-06-05,1.4,22.5
923,기장,2015-06-06,1.3,357.2
923,기장,2015-06-07,1.1,104.1
923,기장,2015-06-08,.7,194.1
923,기장,2015-06-09,1.5,219.4
923,기장,2015-06-10,1.1,205.3
923,기장,2015-06-11,1.3,81.6
923,기장,2015-06-12,1.7,188.4
923,기장,2015-06-13,1.7,247.5
923,기장,2015-06-14,1.7,233.4
923,기장,2015-06-15,1.4,286.9
923,기장,2015-06-16,1,292.5
923,기장,2015-06-17,1.5,50.6
923,기장,2015-06-18,3.1,28.1
923,기장,2015-06-19,2.8,340.3
923,기장,2015-06-20,1.4,87.2
923,기장,2015-06-21,1.1,92.8
923,기장,2015-06-22,1.5,194.1
923,기장,2015-06-23,1.5,95.6
923,기장,2015-06-24,2,73.1
923,기장,2015-06-25,2.6,70.3
923,기장,2015-06-26,1.5,196.9
923,기장,2015-06-27,2.1,84.4
923,기장,2015-06-28,2.1,115.3
923,기장,2015-06-29,1.5,205.3
923,기장,2015-06-30,1.3,78.8
923,기장,2015-07-01,1.8,222.2
923,기장,2015-07-02,1.4,292.5
923,기장,2015-07-03,1.1,182.8
923,기장,2015-07-04,1.9,81.6
923,기장,2015-07-05,1.5,59.1
923,기장,2015-07-06,2,30.9
923,기장,2015-07-07,2.2,25.3
923,기장,2015-07-08,1.7,22.5
923,기장,2015-07-09,2.5,81.6
923,기장,2015-07-10,2.5,90
923,기장,2015-07-11,1.7,109.7
923,기장,2015-07-12,2.5,230.6
923,기장,2015-07-13,3.6,315
923,기장,2015-07-14,1.6,289.7
923,기장,2015-07-15,2.4,8.4
923,기장,2015-07-16,4.7,14.1
923,기장,2015-07-17,2.7,22.5
923,기장,2015-07-18,1,180
923,기장,2015-07-19,2,42.2
923,기장,2015-07-20,2.2,30.9
923,기장,2015-07-21,1.1,70.3
923,기장,2015-07-22,.9,247.5
923,기장,2015-07-23,2.6,177.2
923,기장,2015-07-24,3.2,250.3
923,기장,2015-07-25,2.5,244.7
923,기장,2015-07-26,1.2,298.1
923,기장,2015-07-27,1.3,202.5
923,기장,2015-07-28,1.1,188.4
923,기장,2015-07-29,1.2,196.9
923,기장,2015-07-30,1.5,210.9
923,기장,2015-07-31,1.5,199.7
923,기장,2015-08-01,1.3,208.1
923,기장,2015-08-02,1.9,126.6
923,기장,2015-08-03,1.9,216.6
923,기장,2015-08-04,2.1,216.6
923,기장,2015-08-05,1.6,210.9
923,기장,2015-08-06,1.4,182.8
923,기장,2015-08-07,1.5,90
923,기장,2015-08-08,1.5,106.9
923,기장,2015-08-09,1.4,225
923,기장,2015-08-10,1.2,182.8
923,기장,2015-08-11,1.3,354.4
923,기장,2015-08-12,2.7,22.5
923,기장,2015-08-13,1.4,45
923,기장,2015-08-14,1.2,202.5
923,기장,2015-08-15,1.2,123.8
923,기장,2015-08-16,2.1,75.9
923,기장,2015-08-17,2.2,28.1
923,기장,2015-08-18,2.4,59.1
923,기장,2015-08-19,2.2,11.3
923,기장,2015-08-20,1.3,47.8
923,기장,2015-08-21,1.6,2.8
923,기장,2015-08-22,1,326.3
923,기장,2015-08-23,1.2,45
923,기장,2015-08-24,2.8,39.4
923,기장,2015-08-25,4.5,59.1
923,기장,2015-08-26,1.1,267.2
923,기장,2015-08-27,1.6,227.8
923,기장,2015-08-28,1.7,194.1
923,기장,2015-08-29,.9,210.9
923,기장,2015-08-30,1,92.8
923,기장,2015-08-31,2.5,67.5
923,기장,2015-09-01,2.4,33.8
923,기장,2015-09-02,1.3,81.6
923,기장,2015-09-03,1.2,213.8
923,기장,2015-09-04,1.7,92.8
923,기장,2015-09-05,1.4,84.4
923,기장,2015-09-06,2.7,2.8
923,기장,2015-09-07,3.5,56.3
923,기장,2015-09-08,3.8,70.3
923,기장,2015-09-09,3.3,16.9
923,기장,2015-09-10,1.4,351.6
923,기장,2015-09-11,1.6,208.1
923,기장,2015-09-12,.7,292.5
923,기장,2015-09-13,1.5,227.8
923,기장,2015-09-14,2.4,30.9
923,기장,2015-09-15,3.1,42.2
923,기장,2015-09-16,3.1,98.4
923,기장,2015-09-17,3.3,45
923,기장,2015-09-18,3,126.6
923,기장,2015-09-19,1.5,92.8
923,기장,2015-09-20,1.4,129.4
923,기장,2015-09-21,1.9,132.2
923,기장,2015-09-22,2.2,95.6
923,기장,2015-09-23,1.9,42.2
923,기장,2015-09-24,2.9,92.8
923,기장,2015-09-25,2.5,70.3
923,기장,2015-09-26,1.6,64.7
923,기장,2015-09-27,2.1,109.7
923,기장,2015-09-28,2,123.8
923,기장,2015-09-29,3,61.9
923,기장,2015-09-30,1.9,50.6
923,기장,2015-10-01,2.6,213.8
923,기장,2015-10-02,2,278.4
923,기장,2015-10-03,1.4,241.9
923,기장,2015-10-04,2,98.4
923,기장,2015-10-05,1.8,109.7
923,기장,2015-10-06,1.8,351.6
923,기장,2015-10-07,2.2,56.3
923,기장,2015-10-08,1.5,194.1
923,기장,2015-10-09,1.8,275.6
923,기장,2015-10-10,2,233.4
923,기장,2015-10-11,2.1,250.3
923,기장,2015-10-12,1.5,50.6
923,기장,2015-10-13,1.5,306.6
923,기장,2015-10-14,1.6,289.7
923,기장,2015-10-15,1.6,320.6
923,기장,2015-10-16,2.2,98.4
923,기장,2015-10-17,2.2,126.6
923,기장,2015-10-18,1.7,174.4
923,기장,2015-10-19,2.1,19.7
923,기장,2015-10-20,2.1,70.3
923,기장,2015-10-21,1.8,45
923,기장,2015-10-22,2.4,351.6
923,기장,2015-10-23,1.5,202.5
923,기장,2015-10-24,1.5,14.1
923,기장,2015-10-25,3,104.1
923,기장,2015-10-26,2,90
923,기장,2015-10-27,2.1,300.9
923,기장,2015-10-28,1.7,61.9
923,기장,2015-10-29,1.6,208.1
923,기장,2015-10-30,1.5,275.6
923,기장,2015-10-31,1.7,348.8
923,기장,2015-11-01,1.7,331.9
923,기장,2015-11-02,1.7,289.7
923,기장,2015-11-03,1.8,315
923,기장,2015-11-04,2.1,171.6
923,기장,2015-11-05,1.6,239.1
923,기장,2015-11-06,3,123.8
923,기장,2015-11-07,2.2,56.3
923,기장,2015-11-08,2,61.9
923,기장,2015-11-09,1,289.7
923,기장,2015-11-10,1.9,11.3
923,기장,2015-11-11,2.5,73.1
923,기장,2015-11-12,2.8,177.2
923,기장,2015-11-13,2.7,351.6
923,기장,2015-11-14,1.3,326.3
923,기장,2015-11-15,1.3,81.6
923,기장,2015-11-16,1.3,213.8
923,기장,2015-11-17,1.9,30.9
923,기장,2015-11-18,3.8,53.4
923,기장,2015-11-19,2.3,11.3
923,기장,2015-11-20,1.5,329.1
923,기장,2015-11-21,1.9,81.6
923,기장,2015-11-22,2.4,101.3
923,기장,2015-11-23,2,25.3
923,기장,2015-11-24,2.6,50.6
923,기장,2015-11-25,1.8,11.3
923,기장,2015-11-26,3.1,239.1
923,기장,2015-11-27,2.4,298.1
923,기장,2015-11-28,1.4,28.1
923,기장,2015-11-29,1.5,320.6
923,기장,2015-11-30,1.8,284.1
923,기장,2015-12-01,1.6,129.4
923,기장,2015-12-02,2.2,323.4
923,기장,2015-12-03,2.6,267.2
923,기장,2015-12-04,2.6,275.6
923,기장,2015-12-05,1.4,253.1
923,기장,2015-12-06,1.7,348.8
923,기장,2015-12-07,2.2,45
