지점,지점명,일시,평균 풍속(m/s),최대 순간 풍속 풍향(deg)
923,기장,2024-10-17,.3,48.6
923,기장,2024-10-18,.5,183.3
923,기장,2024-10-19,1.4,52.8
923,기장,2024-10-20,2.8,55.5
923,기장,2024-10-21,.4,121.8
923,기장,2024-10-22,.4,83
923,기장,2024-10-23,.5,323.9
923,기장,2024-10-25,1.1,96.3
923,기장,2024-10-26,.6,52.3
923,기장,2024-10-27,0,29.6
923,기장,2024-10-28,1.1,21.5
923,기장,2024-10-29,1,47.4
923,기장,2024-10-30,.7,26.1
923,기장,2024-10-31,.8,46.5
923,기장,2024-11-01,.7,46.6
923,기장,2024-11-02,2.6,37.6
923,기장,2024-11-03,1.3,36.4
923,기장,2024-11-04,.9,293.3
923,기장,2024-11-05,.7,207.2
923,기장,2024-11-06,.9,271.3
923,기장,2024-11-07,.7,103.4
923,기장,2024-11-08,.2,54.4
923,기장,2024-11-09,1.4,85.1
923,기장,2024-11-10,.8,30.3
923,기장,2024-11-11,1.1,102.8
923,기장,2024-11-12,.7,24.2
923,기장,2024-11-13,1.5,118.6
923,기장,2024-11-14,.9,52.1
923,기장,2024-11-15,.9,44.8
923,기장,2024-11-16,.9,33.7
923,기장,2024-11-17,.5,40.3
923,기장,2024-11-18,2,152
923,기장,2024-11-19,1.6,293.2
923,기장,2024-11-20,1.1,253.8
923,기장,2024-11-22,1.3,241.3
923,기장,2024-11-23,2.8,99
923,기장,2024-11-24,2.1,120.4
923,기장,2024-11-25,1.9,23.5
923,기장,2024-11-26,2.9,173.9
923,기장,2024-11-27,2.4,237.8
923,기장,2024-11-28,2.4,230.5
923,기장,2024-11-29,1.6,299.7
923,기장,2024-11-30,1.6,268.7
923,기장,2024-12-01,1.5,218.2
923,기장,2024-12-02,1.6,234.9
923,기장,2024-12-03,1.3,267.6
923,기장,2024-12-04,1.7,277.4
923,기장,2024-12-05,1.7,238.9
923,기장,2024-12-06,1.6,244.1
923,기장,2024-12-07,1.7,232.2
923,기장,2024-12-08,1.7,297.2
923,기장,2024-12-09,1.5,254.6
923,기장,2024-12-10,1.8,305.7
923,기장,2024-12-11,1.8,45.9
923,기장,2024-12-12,1.7,65.4
923,기장,2024-12-13,1.6,300.2
923,기장,2024-12-14,2.2,281.9
923,기장,2024-12-15,1.6,259.1
923,기장,2024-12-16,1.7,330
923,기장,2024-12-17,1.5,267.2
923,기장,2024-12-18,1.4,257.7
923,기장,2024-12-19,2.3,307.3
923,기장,2024-12-20,1.8,247
923,기장,2024-12-21,2.5,270.9
923,기장,2024-12-22,2.1,264.7
923,기장,2024-12-23,1.5,252.8
923,기장,2024-12-24,1.6,148.3
923,기장,2024-12-25,2,227.2
923,기장,2024-12-26,1.7,267.1
923,기장,2024-12-27,1.7,308.9
923,기장,2024-12-28,2,286.5
923,기장,2024-12-29,2,289.2
923,기장,2024-12-30,2,249.2
923,기장,2024-12-31,1.7,242
923,기장,2025-01-01,1.9,242.2
923,기장,2025-01-02,1.5,168.5
923,기장,2025-01-03,1.8,152.3
923,기장,2025-01-04,1.6,204
923,기장,2025-01-05,1.8,197
923,기장,2025-01-06,2.3,263.3
923,기장,2025-01-07,2.4,234.5
923,기장,2025-01-08,1.9,277
923,기장,2025-01-09,2.8,287.7
923,기장,2025-01-10,2.1,299.3
923,기장,2025-01-11,1.5,323.5
923,기장,2025-01-12,2.1,273.4
923,기장,2025-01-13,1.8,243.6
923,기장,2025-01-14,1.7,257.6
923,기장,2025-01-15,2.2,285.1
923,기장,2025-01-16,1.6,278.3
923,기장,2025-01-17,1.9,159.8
923,기장,2025-01-18,1.8,177.9
923,기장,2025-01-19,1.6,193
923,기장,2025-01-20,1.8,180.6
923,기장,2025-01-21,1.9,253.8
923,기장,2025-01-22,1.6,177.2
923,기장,2025-01-23,1.7,298.6
923,기장,2025-01-24,2.4,76.6
923,기장,2025-01-25,3.1,45.7
923,기장,2025-01-26,2.7,27.5
923,기장,2025-01-27,2.1,252.3
923,기장,2025-01-28,2.9,267.4
923,기장,2025-01-29,2.6,261.3
923,기장,2025-01-30,1.6,275
923,기장,2025-01-31,1.8,160.7
923,기장,2025-02-01,2.6,30.8
923,기장,2025-02-02,2.1,19.5
923,기장,2025-02-03,2.5,40.5
923,기장,2025-02-04,2.8,279.2
923,기장,2025-02-05,2.5,279.2
923,기장,2025-02-06,2,312.4
923,기장,2025-02-07,2.6,245.3
923,기장,2025-02-08,1.7,266.3
923,기장,2025-02-09,1.5,163.1
923,기장,2025-02-10,1.8,257.7
923,기장,2025-02-11,1.6,326
923,기장,2025-02-12,1.6,258.1
923,기장,2025-02-13,1.8,277.5
923,기장,2025-02-14,2,152.6
923,기장,2025-02-15,1.8,228.3
923,기장,2025-02-16,1.6,260.4
923,기장,2025-02-17,2.2,261.2
923,기장,2025-02-18,2.2,314.8
923,기장,2025-02-19,1.7,285
923,기장,2025-02-20,1.3,304.1
923,기장,2025-02-21,1.3,329.8
923,기장,2025-02-22,1.8,256.7
923,기장,2025-02-23,2.4,212.1
923,기장,2025-02-24,1.6,151.4
923,기장,2025-02-25,2,215.5
923,기장,2025-02-26,1.9,313.2
923,기장,2025-02-27,1.9,264.6
923,기장,2025-02-28,1.6,211.8
923,기장,2025-03-01,1.3,173.6
923,기장,2025-03-02,2.4,74.4
923,기장,2025-03-03,5.2,22.5
923,기장,2025-03-04,4.2,64.5
923,기장,2025-03-05,2.7,20.9
923,기장,2025-03-06,2.2,31.2
923,기장,2025-03-07,1.7,65.7
923,기장,2025-03-08,1.3,70.4
923,기장,2025-03-09,2,69.3
923,기장,2025-03-10,1.8,62.1
923,기장,2025-03-11,1.6,183.6
923,기장,2025-03-12,1.6,255.5
923,기장,2025-03-13,2.1,33.1
923,기장,2025-03-14,2.9,64.9
923,기장,2025-03-15,3.5,85.3
923,기장,2025-03-16,2.1,301.9
923,기장,2025-03-17,2.5,257.7
923,기장,2025-03-18,2.7,266.9
923,기장,2025-03-19,1.8,172
923,기장,2025-03-20,2.1,243.2
923,기장,2025-03-21,2.4,252.9
923,기장,2025-03-22,2,263.9
923,기장,2025-03-23,1.4,163.1
923,기장,2025-03-24,2.1,196.4
923,기장,2025-03-25,2.7,237
923,기장,2025-03-26,1.9,247.5
923,기장,2025-03-27,2.2,212.7
923,기장,2025-03-28,2.1,23
923,기장,2025-03-29,2.1,243.4
923,기장,2025-03-30,1.9,293.4
923,기장,2025-03-31,2.3,186.7
923,기장,2025-04-01,2.3,78.9
923,기장,2025-04-02,2.2,68.5
923,기장,2025-04-03,2.4,65.1
923,기장,2025-04-04,1.9,185.7
923,기장,2025-04-05,1.9,209.9
923,기장,2025-04-06,2,147.2
923,기장,2025-04-07,1.9,148.4
923,기장,2025-04-08,2.9,38.5
923,기장,2025-04-09,1.7,185.5
923,기장,2025-04-10,2.1,186.5
923,기장,2025-04-11,1.4,276
923,기장,2025-04-12,1.3,161.1
923,기장,2025-04-13,3.4,266.7
923,기장,2025-04-14,1.5,76.2
923,기장,2025-04-15,2,261.3
923,기장,2025-04-16,1.9,162.1
923,기장,2025-04-17,2.9,185.8
923,기장,2025-04-18,2.4,237.7
923,기장,2025-04-19,2.5,200.5
923,기장,2025-04-20,2.2,124.5
923,기장,2025-04-21,1.8,78.1
923,기장,2025-04-22,1.2,82.9
923,기장,2025-04-23,2.6,123.3
923,기장,2025-04-24,1.6,161.4
923,기장,2025-04-25,2,304.1
923,기장,2025-04-26,1.8,183.3
923,기장,2025-04-27,1.7,209.4
923,기장,2025-04-28,1.9,25.1
923,기장,2025-04-29,2.2,160.4
923,기장,2025-04-30,1.6,153.4
923,기장,2025-05-01,2.3,176.7
923,기장,2025-05-02,1.7,281.7
923,기장,2025-05-03,1.5,217.5
923,기장,2025-05-04,2,271.9
923,기장,2025-05-05,1.8,21.6
923,기장,2025-05-06,2,47.9
923,기장,2025-05-07,1.8,150.6
923,기장,2025-05-08,1.2,168.9
923,기장,2025-05-09,1.2,237
923,기장,2025-05-10,2.9,242.6
923,기장,2025-05-11,1.7,293.4
923,기장,2025-05-12,2.5,255.8
923,기장,2025-05-13,1.6,171.1
923,기장,2025-05-14,1.8,171.6
923,기장,2025-05-15,2,255.7
923,기장,2025-05-16,1.4,196.2
923,기장,2025-05-17,1.4,163.5
923,기장,2025-05-18,1.4,53.4
923,기장,2025-05-19,2.2,180.1
923,기장,2025-05-20,2.2,207.3
923,기장,2025-05-21,1.5,20.7
923,기장,2025-05-22,2.6,25
923,기장,2025-05-23,2.7,151.8
923,기장,2025-05-24,3.4,120
923,기장,2025-05-25,1.5,20.8
923,기장,2025-05-26,1.6,161
923,기장,2025-05-27,1.6,174
923,기장,2025-05-28,1.2,154.2
923,기장,2025-05-29,2,33.8
923,기장,2025-05-30,2.5,77.5
923,기장,2025-05-31,1.3,178.7
923,기장,2025-06-01,1.3,91.9
923,기장,2025-06-02,.9,255.8
923,기장,2025-06-03,1.7,173.2
923,기장,2025-06-04,2.2,167.7
923,기장,2025-06-05,1.7,158.7
923,기장,2025-06-06,1.5,276.4
923,기장,2025-06-07,1.8,187.2
923,기장,2025-06-08,1.2,165.4
923,기장,2025-06-09,1.1,159.4
923,기장,2025-06-10,1.4,190.8
923,기장,2025-06-11,1.3,175.4
923,기장,2025-06-12,1.2,142.8
923,기장,2025-06-13,.8,40.1
923,기장,2025-06-14,1.2,199.1
923,기장,2025-06-15,1.3,182.2
923,기장,2025-06-16,1.7,273.4
923,기장,2025-06-17,1.9,203.2
923,기장,2025-06-18,1.3,194.2
923,기장,2025-06-19,1.5,253.5
923,기장,2025-06-20,2.5,188.1
923,기장,2025-06-21,2.7,225.2
923,기장,2025-06-22,1.2,192.2
923,기장,2025-06-23,1.5,288.2
923,기장,2025-06-24,1.7,30.6
923,기장,2025-06-25,1.3,165.3
923,기장,2025-06-26,1.6,265.2
923,기장,2025-06-27,1.1,135.5
923,기장,2025-06-28,1.1,164.6
923,기장,2025-06-29,1,154.1
923,기장,2025-06-30,1.4,190.8
923,기장,2025-07-01,1.3,206.8
923,기장,2025-07-02,1.1,212.9
923,기장,2025-07-03,1.5,182.3
923,기장,2025-07-04,1.5,259.7
923,기장,2025-07-05,1.5,212
923,기장,2025-07-06,1.6,274.7
923,기장,2025-07-07,1.3,261.8
923,기장,2025-07-08,2.2,244.4
923,기장,2025-07-09,2.5,15.7
923,기장,2025-07-10,2.9,39.9
923,기장,2025-07-11,3.5,44.8
923,기장,2025-07-12,2.7,154
923,기장,2025-07-13,1.6,24.2
923,기장,2025-07-14,1.4,209.4
923,기장,2025-07-15,1.7,217.7
923,기장,2025-07-16,1.6,156.5
923,기장,2025-07-17,2.4,188.6
923,기장,2025-07-18,1.4,189.1
923,기장,2025-07-19,1.4,202.3
923,기장,2025-07-20,1.1,302.6
923,기장,2025-07-21,1.3,141
923,기장,2025-07-22,1.2,140.5
923,기장,2025-07-23,1,171.1
923,기장,2025-07-24,1.4,70.6
923,기장,2025-07-25,1.7,68.7
923,기장,2025-07-26,1.8,67.7
923,기장,2025-07-27,1.4,30.1
923,기장,2025-07-28,1.3,164.3
923,기장,2025-07-29,1.5,65
923,기장,2025-07-30,1.7,60.9
923,기장,2025-07-31,2,48.5
923,기장,2025-08-01,1.5,63.7
923,기장,2025-08-02,1.2,183.5
923,기장,2025-08-03,1.1,173.2
923,기장,2025-08-04,2.4,194.7
923,기장,2025-08-05,1.3,253.7
923,기장,2025-08-06,2.1,203.3
923,기장,2025-08-07,1.2,216
923,기장,2025-08-08,1.1,128.1
923,기장,2025-08-09,.8,189.3
923,기장,2025-08-10,1.4,259.1
923,기장,2025-08-11,1.8,235.7
923,기장,2025-08-12,1.1,326.1
923,기장,2025-08-13,1.3,280.3
923,기장,2025-08-14,1.4,153.6
923,기장,2025-08-15,1.1,155.3
923,기장,2025-08-16,1.3,165.1
923,기장,2025-08-17,1.1,306.6
923,기장,2025-08-18,1.4,215.3
923,기장,2025-08-19,1.4,182.3
923,기장,2025-08-20,1.3,178
923,기장,2025-08-21,1.3,153.3
923,기장,2025-08-22,1.2,170
923,기장,2025-08-23,1.1,169.9
923,기장,2025-08-24,.9,164.8
923,기장,2025-08-25,1.5,179.5
923,기장,2025-08-26,1.8,184
923,기장,2025-08-27,1.5,30.4
923,기장,2025-08-28,1.5,346.5
923,기장,2025-08-29,1.4,221.6
923,기장,2025-08-30,1.3,149.1
923,기장,2025-08-31,.9,182.9
923,기장,2025-09-01,1.6,223.9
923,기장,2025-09-02,1.3,276
923,기장,2025-09-03,1.8,63.8
923,기장,2025-09-04,2.4,206.6
923,기장,2025-09-05,2.1,81.8
923,기장,2025-09-06,1.7,188
923,기장,2025-09-07,1.8,230.2
923,기장,2025-09-08,1.1,17.2
923,기장,2025-09-09,1.8,23.4
923,기장,2025-09-10,2.6,27.2
923,기장,2025-09-11,3.2,28.7
923,기장,2025-09-12,2.5,153.8
923,기장,2025-09-13,1.6,190.9
923,기장,2025-09-14,1.2,254
923,기장,2025-09-15,.9,261.2
923,기장,2025-09-16,1.4,171.1
923,기장,2025-09-17,1.4,226.5
923,기장,2025-09-18,2.3,129.4
923,기장,2025-09-19,2.5,35.8
923,기장,2025-09-20,1.5,255.2
923,기장,2025-09-21,2.6,34.8
923,기장,2025-09-22,3.1,20.6
923,기장,2025-09-23,2.8,18.7
923,기장,2025-09-24,1.3,122.9
923,기장,2025-09-25,.8,244
923,기장,2025-09-26,1.7,67.5
923,기장,2025-09-27,2.1,40.3
923,기장,2025-09-28,1.6,246.8
923,기장,2025-09-29,1.7,57.9
923,기장,2025-09-30,1.4,292.3
923,기장,2025-10-01,1.5,299.3
923,기장,2025-10-02,1.7,37.7
923,기장,2025-10-03,1.5,31.1
923,기장,2025-10-04,1.6,336.8
923,기장,2025-10-05,1.4,95.6
923,기장,2025-10-06,2.2,19.6
923,기장,2025-10-07,2,35.5
923,기장,2025-10-08,2.7,27.6
923,기장,2025-10-09,2.8,77.3
923,기장,2025-10-10,2.2,31.6
923,기장,2025-10-11,1.6,45.8
923,기장,2025-10-12,1.9,25
923,기장,2025-10-13,1.8,32.9
923,기장,2025-10-14,2.2,341.4
923,기장,2025-10-15,2.3,43.1
923,기장,2025-10-16,2,24.3
923,기장,2025-10-17,2.2,45.7
923,기장,2025-10-18,1.9,17.8
923,기장,2025-10-19,2.2,84.2
923,기장,2025-10-20,2.7,28.8
923,기장,2025-10-21,2.8,39.3
923,기장,2025-10-22,2.8,15.7
923,기장,2025-10-23,2.5,287.4
923,기장,2025-10-24,2.5,70.8
923,기장,2025-10-25,2.1,48.5
923,기장,2025-10-26,1.3,38.8
923,기장,2025-10-27,1.6,267.7
923,기장,2025-10-28,1.6,62.6
923,기장,2025-10-29,2,231.2
923,기장,2025-10-30,1.9,63.9
923,기장,2025-10-31,2,16.6
923,기장,2025-11-01,1.9,248.8
923,기장,2025-11-02,1.6,213.5
923,기장,2025-11-03,2.3,19.8
923,기장,2025-11-04,1.8,237
923,기장,2025-11-05,2.1,48.1
923,기장,2025-11-06,2.2,124.8
923,기장,2025-11-07,2.2,63.2
923,기장,2025-11-08,1.9,84.7
923,기장,2025-11-09,1.4,276.2
923,기장,2025-11-10,1.7,281.9
923,기장,2025-11-11,2.1,72.7
923,기장,2025-11-12,2,290.2
923,기장,2025-11-13,1.6,242.1
923,기장,2025-11-14,1.8,282.4
923,기장,2025-11-15,1.9,70.6
923,기장,2025-11-16,1.9,170.4
923,기장,2025-11-17,1.6,274.5
923,기장,2025-11-18,1.9,263.1
923,기장,2025-11-19,1.7,254.6
923,기장,2025-11-20,1.6,188.8
923,기장,2025-11-21,1.7,306.7
923,기장,2025-11-22,2,160
923,기장,2025-11-23,1.7,235
923,기장,2025-11-24,1.4,188.1
923,기장,2025-11-25,2.3,231.9
923,기장,2025-11-26,1.5,315.2
923,기장,2025-11-27,2.8,266
923,기장,2025-11-28,1.7,256.2
923,기장,2025-11-29,2.3,237.5
923,기장,2025-11-30,2.1,235.3
923,기장,2025-12-01,1.6,213.9
923,기장,2025-12-02,1.8,281.8
923,기장,2025-12-03,2.5,211
923,기장,2025-12-04,2,251.6
923,기장,2025-12-05,1.8,240.2
923,기장,2025-12-06,1.5,255.6
923,기장,2025-12-07,1.2,290.4
923,기장,2025-12-08,1.6,236.6
923,기장,2025-12-09,1.6,304.1
923,기장,2025-12-10,1.6,249.9
923,기장,2025-12-11,1.9,244.9
923,기장,2025-12-12,2.9,293.3
923,기장,2025-12-13,1.9,279.9
923,기장,2025-12-14,2.1,265.2
923,기장,2025-12-15,1.7,316.3
923,기장,2025-12-16,1.7,176.1
923,기장,2025-12-17,1.7,230.4
923,기장,2025-12-18,2,174
923,기장,2025-12-19,1.4,167.9
923,기장,2025-12-20,1.1,196.3
923,기장,2025-12-21,2.1,265.8
923,기장,2025-12-22,2.5,50.9
923,기장,2025-12-23,1.5,65.9
923,기장,2025-12-24,2.1,317.9
923,기장,2025-12-25,2.4,248.3
923,기장,2025-12-26,2.4,262.3
923,기장,2025-12-27,1.8,298.3
923,기장,2025-12-28,1.5,264.2
923,기장,2025-12-29,1.7,244.4
923,기장,2025-12-30,1.7,177.2
923,기장,2025-12-31,1.8,255.5
923,기장,2026-01-01,1.6,243.1
923,기장,2026-01-02,2.5,248.9
923,기장,2026-01-03,1.6,252.4
923,기장,2026-01-04,2.1,258.3
923,기장,2026-01-05,1.8,289.3
923,기장,2026-01-06,1.6,289.1
923,기장,2026-01-07,1.8,251.8
923,기장,2026-01-08,1.5,119.8
923,기장,2026-01-09,2,241.3
923,기장,2026-01-10,3.6,200
923,기장,2026-01-11,2.6,235.8
923,기장,2026-01-12,2.4,280.3
923,기장,2026-01-13,2.5,231.4
923,기장,2026-01-14,1.4,239.3
923,기장,2026-01-15,2.7,233.1
923,기장,2026-01-16,1.7,169.8
923,기장,2026-01-17,1.7,25.1
923,기장,2026-01-18,1.9,205.9
923,기장,2026-01-19,1.7,272
923,기장,2026-01-20,1.7,317.8
923,기장,2026-01-21,2.6,265.3
923,기장,2026-01-22,2.2,283.5
923,기장,2026-01-23,2,286.9
923,기장,2026-01-24,2.1,267.9
923,기장,2026-01-25,2,272.4
923,기장,2026-01-26,2,218.3
923,기장,2026-01-27,1.9,265.4
923,기장,2026-01-28,1.7,286.3
923,기장,2026-01-29,1.8,334.7
923,기장,2026-01-30,1.6,287.7
923,기장,2026-01-31,1.6,178.6
923,기장,2026-02-01,2,235.4
923,기장,2026-02-02,1.8,239.2
923,기장,2026-02-03,1.7,255.8
923,기장,2026-02-04,1.7,193.5
923,기장,2026-02-05,1.5,200.3
923,기장,2026-02-06,2.1,311.8
923,기장,2026-02-07,2.6,300.2
923,기장,2026-02-08,3,267.2
923,기장,2026-02-09,1.6,245
923,기장,2026-02-10,1.4,244.6
923,기장,2026-02-11,1.8,313
923,기장,2026-02-12,1.9,230.4
923,기장,2026-02-13,2.2,217.9
923,기장,2026-02-14,1.8,235.4
923,기장,2026-02-15,1.5,169.2
923,기장,2026-02-16,2.7,28.1
923,기장,2026-02-17,1.9,269.1
923,기장,2026-02-18,2.4,156.3
923,기장,2026-02-19,2.2,202.3
923,기장,2026-02-20,2,231.9
923,기장,2026-02-21,2.2,187.6
923,기장,2026-02-22,3,202.5
923,기장,2026-02-23,1.9,266
923,기장,2026-02-24,2.9,68
923,기장,2026-02-25,4.1,29.8
923,기장,2026-02-26,2.8,33.9
923,기장,2026-02-27,2.8,13.8
923,기장,2026-02-28,2.8,98.8
923,기장,2026-03-01,3.4,104.2
923,기장,2026-03-02,4.2,30.9
923,기장,2026-03-03,3.4,36.3
923,기장,2026-03-04,1.9,311.1
923,기장,2026-03-05,1.4,94.7
923,기장,2026-03-06,1.8,261.7
923,기장,2026-03-07,1.6,285.1
923,기장,2026-03-08,2.1,171.1
923,기장,2026-03-09,1.7,334.7
923,기장,2026-03-10,2,161.5
923,기장,2026-03-11,2,169
923,기장,2026-03-12,2.8,206.7
923,기장,2026-03-13,3,26
923,기장,2026-03-14,1.9,210.1
923,기장,2026-03-15,1.6,345.7
923,기장,2026-03-16,1.6,34.5
923,기장,2026-03-17,1.8,154.5
923,기장,2026-03-18,1,228.5
923,기장,2026-03-19,2,69
923,기장,2026-03-20,1.8,232.3
923,기장,2026-03-21,2.3,154.2
923,기장,2026-03-22,1.5,166.5
923,기장,2026-03-23,2.9,46.5
923,기장,2026-03-24,2,71.3
923,기장,2026-03-25,1.6,87.1
923,기장,2026-03-26,1.8,161.4
923,기장,2026-03-27,1.8,154.8
923,기장,2026-03-28,2.1,71.4
923,기장,2026-03-29,1.6,152
923,기장,2026-03-30,1.6,155.2
923,기장,2026-03-31,3,23.7
923,기장,2026-04-01,1.3,207.7
923,기장,2026-04-02,1.5,179.7
923,기장,2026-04-03,1.7,208.1
923,기장,2026-04-04,1.4,186.8
923,기장,2026-04-05,1.7,157.9
923,기장,2026-04-06,1.9,248.1
923,기장,2026-04-07,1.9,26.6
923,기장,2026-04-08,2.3,170.8
923,기장,2026-04-09,2.3,179.4
923,기장,2026-04-10,2.8,225
923,기장,2026-04-11,1.9,252
923,기장,2026-04-12,1.7,14.5
923,기장,2026-04-13,2.1,81.3
923,기장,2026-04-14,2.2,25.1
923,기장,2026-04-15,2.7,70.5
923,기장,2026-04-16,3.2,15.1
923,기장,2026-04-17,1.4,15.9
923,기장,2026-04-18,1.3,175.7
923,기장,2026-04-19,1.7,66.8
923,기장,2026-04-20,1.7,215.9
923,기장,2026-04-21,2.1,186.7
923,기장,2026-04-22,1.4,133.7
923,기장,2026-04-23,2.7,82.1
923,기장,2026-04-24,3,62.7
923,기장,2026-04-25,2,24.4
923,기장,2026-04-26,1.5,169.6
923,기장,2026-04-27,1.2,43.3
923,기장,2026-04-28,1.7,121.1
923,기장,2026-04-29,1.1,118.2
923,기장,2026-04-30,1.4,81
923,기장,2026-05-01,1.7,235.1
923,기장,2026-05-02,1.3,182.8
923,기장,2026-05-03,1.2,231.4
923,기장,2026-05-04,2.6,238.6
923,기장,2026-05-05,2.1,164.8
923,기장,2026-05-06,2,163
923,기장,2026-05-07,1.9,133.3
923,기장,2026-05-08,2.2,278.2
923,기장,2026-05-09,1.7,188.2
923,기장,2026-05-10,1.7,163.5
923,기장,2026-05-11,2,139.2
923,기장,2026-05-12,1.4,167.7
923,기장,2026-05-13,1.6,170.2
923,기장,2026-05-14,2.1,16.7
923,기장,2026-05-15,2,59.6
923,기장,2026-05-16,1.4,98.5
923,기장,2026-05-17,1.2,157.6
923,기장,2026-05-18,1.2,188.4
923,기장,2026-05-19,1.3,156.9
923,기장,2026-05-20,2.4,70.5
923,기장,2026-05-21,1.2,90.8
923,기장,2026-05-22,2.9,9.1
923,기장,2026-05-23,2,123.5
923,기장,2026-05-24,1.8,61.9
923,기장,2026-05-25,1.1,26.5
923,기장,2026-05-26,1.6,28.3
923,기장,2026-05-27,2.4,124.6
923,기장,2026-05-28,1.4,271
923,기장,2026-05-29,1.8,81.7
923,기장,2026-05-30,1.7,161
923,기장,2026-05-31,1.4,175.3
923,기장,2026-06-01,1.6,170.7
923,기장,2026-06-02,1.5,65.7
923,기장,2026-06-03,1.5,208.7
923,기장,2026-06-04,1,43.8
923,기장,2026-06-05,1.5,260.2
923,기장,2026-06-06,2.1,78
923,기장,2026-06-07,2.5,39.5
923,기장,2026-06-08,.7,155.2
923,기장,2026-06-09,1.7,58.3
923,기장,2026-06-10,1.8,238.7
923,기장,2026-06-11,1.7,139
923,기장,2026-06-12,1.7,168.6
923,기장,2026-06-13,1.5,177.4
923,기장,2026-06-14,1.1,137
923,기장,2026-06-15,1.9,72.1
923,기장,2026-06-16,2,34.2
923,기장,2026-06-17,1.3,67.6
923,기장,2026-06-18,1.3,152.1
923,기장,2026-06-19,.7,78.5
923,기장,2026-06-20,2.9,164.9
923,기장,2026-06-21,1.1,272.7
923,기장,2026-06-22,1.5,69.8
923,기장,2026-06-23,2.8,148.9
923,기장,2026-06-24,3.4,183
923,기장,2026-06-25,2,35.1
923,기장,2026-06-26,1.7,100.3
923,기장,2026-06-27,2,57
923,기장,2026-06-28,1.2,121.3
923,기장,2026-06-29,1.1,94.8
923,기장,2026-06-30,1.3,68.2
923,기장,2026-07-01,2.1,30.5
923,기장,2026-07-02,1.1,35.8
923,기장,2026-07-03,1.1,151.9
923,기장,2026-07-04,1.3,177.5
923,기장,2026-07-05,1,230.5
923,기장,2026-07-06,1.3,138.1
923,기장,2026-07-07,1.6,276.9
923,기장,2026-07-08,2.5,214.2
923,기장,2026-07-09,2.4,188.6
923,기장,2026-07-10,1.5,185.5
923,기장,2026-07-11,1.4,141.3
923,기장,2026-07-12,2,195.8
923,기장,2026-07-13,1.9,181.8
923,기장,2026-07-14,2.6,185.8
923,기장,2026-07-15,2.3,245.2
923,기장,2026-07-16,1.4,164.9
923,기장,2026-07-17,1.2,181.7
923,기장,2026-07-18,1.6,185.6
923,기장,2026-07-19,.9,184.7
923,기장,2026-07-20,1.3,202.9
923,기장,2026-07-21,1.7,218.4
923,기장,2026-07-22,1.8,181.3
923,기장,2026-07-23,1.6,198.6
923,기장,2026-07-24,1.5,168.2
923,기장,2026-07-25,1.2,203.9
923,기장,2026-07-26,1.3,158.9
923,기장,2026-07-27,1.2,192.4
923,기장,2026-07-28,1.1,160.2
923,기장,2026-07-29,1.2,246.3
923,기장,2026-07-30,1.3,141.5
923,기장,2026-07-31,1.3,294.4
923,기장,2026-08-01,1.3,236.2
923,기장,2026-08-02,1.3,169
923,기장,2026-08-03,1.7,62.4
923,기장,2026-08-04,2,22.8
923,기장,2026-08-05,2.2,95.9
923,기장,2026-08-06,2.3,127.2
923,기장,2026-08-07,2.5,73.3
923,기장,2026-08-08,2.8,25.4
923,기장,2026-08-09,3,24.3
923,기장,2026-08-10,3.3,16.5
923,기장,2026-08-11,3.2,134.8
923,기장,2026-08-12,2.8,13
923,기장,2026-08-13,1.7,64.3
923,기장,2026-08-14,1.6,180.7
923,기장,2026-08-15,.8,84.6
923,기장,2026-08-16,1,147
923,기장,2026-08-17,1.9,185.5
923,기장,2026-08-18,1.5,210.5
923,기장,2026-08-19,1.5,167.6
923,기장,2026-08-20,1.3,181
923,기장,2026-08-21,1.3,129.6
923,기장,2026-08-22,1.2,87.8
923,기장,2026-08-23,1.1,148.1
923,기장,2026-08-24,1.4,163.3
923,기장,2026-08-25,1.2,159.3
923,기장,2026-08-26,1.2,99.6
923,기장,2026-08-27,.9,169.9
923,기장,2026-08-28,.8,191.6
923,기장,2026-08-29,1.7,293.4
923,기장,2026-08-30,1.4,312.9
923,기장,2026-08-31,1.1,202.8
923,기장,2026-09-01,1.3,235.2
923,기장,2026-09-02,1.1,183.2
923,기장,2026-09-03,2.4,18
923,기장,2026-09-04,4,76.5
923,기장,2026-09-05,3.7,22.3
923,기장,2026-09-06,3.9,87.4
923,기장,2026-09-07,3.2,29.6
923,기장,2026-09-08,3,48.7
923,기장,2026-09-09,3.7,77.3
923,기장,2026-09-10,2.9,62.1
923,기장,2026-09-11,2.4,84.3
