date,jungang_discharge_m3_day
2021-08-23,91821
2021-08-24,100739
2021-08-25,90191
2021-08-26,93457
2021-08-27,79895
2021-08-28,87965
2021-08-29,79994
2021-08-30,83487
2021-08-31,78731
2021-09-01,80622
2021-09-02,78695
2021-09-03,78704
2021-09-04,76845
2021-09-05,77885
2021-09-06,79678
2021-09-07,81777
2021-09-08,80437
2021-09-09,78391
2021-09-10,79484
2021-09-11,71930
2021-09-12,75001
2021-09-13,80615
2021-09-14,86167
2021-09-15,76042
2021-09-16,74513
2021-09-17,92451
2021-09-18,79097
2021-09-19,75375
2021-09-20,77191
2021-09-21,80182
2021-09-22,79375
2021-09-23,79255
2021-09-24,77743
2021-09-25,78827
2021-09-26,72824
2021-09-27,73404
2021-09-28,79261
2021-09-29,80781
2021-09-30,92321
2021-10-01,85758
2021-10-02,69276
2021-10-03,71659
2021-10-04,69366
2021-10-05,73993
2021-10-06,81016
2021-10-07,80673
2021-10-08,80542
2021-10-09,78343
2021-10-10,69584
2021-10-11,74487
2021-10-12,76741
2021-10-13,72342
2021-10-14,78460
2021-10-15,78857
2021-10-16,80767
2021-10-17,76445
2021-10-18,71704
2021-10-19,75909
2021-10-20,76961
2021-10-21,70978
2021-10-22,73701
2021-10-23,73243
2021-10-24,75648
2021-10-25,69452
2021-10-26,71252
2021-10-27,72289
2021-10-28,72533
2021-10-29,68731
2021-10-30,76676
2021-10-31,72604
2021-11-01,68222
2021-11-02,68786
2021-11-03,72790
2021-11-04,74842
2021-11-05,73125
2021-11-06,74923
2021-11-07,71281
2021-11-08,78247
2021-11-09,73389
2021-11-10,73098
2021-11-11,69680
2021-11-12,68569
2021-11-13,71451
2021-11-14,67184
2021-11-15,69200
2021-11-16,69826
2021-11-17,64175
2021-11-18,69005
2021-11-19,67763
2021-11-20,70304
2021-11-21,70685
2021-11-22,72537
2021-11-23,68531
2021-11-24,69665
2021-11-25,69586
2021-11-26,70606
2021-11-27,70215
2021-11-28,69286
2021-11-29,70702
2021-11-30,68984
2021-12-01,70663
2021-12-02,69137
2021-12-03,67587
2021-12-04,66880
2021-12-05,60741
2021-12-06,67237
2021-12-07,68413
2021-12-08,71388
2021-12-09,68454
2021-12-10,70408
2021-12-11,68538
2021-12-12,56939
2021-12-13,58887
2021-12-14,70890
2021-12-15,68098
2021-12-16,69019
2021-12-17,67140
2021-12-18,70413
2021-12-19,68906
2021-12-20,67009
2021-12-21,65610
2021-12-22,61766
2021-12-23,70935
2021-12-24,68226
2021-12-25,64928
2021-12-26,64523
2021-12-27,67529
2021-12-28,69037
2021-12-29,69626
2021-12-30,68707
2021-12-31,68155
2022-01-01,65149
2022-01-02,66653
2022-01-03,69733
2022-01-04,68109
2022-01-05,69532
2022-01-06,71025
2022-01-07,66788
2022-01-08,64843
2022-01-09,67226
2022-01-10,70938
2022-01-11,68397
2022-01-12,66591
2022-01-13,66943
2022-01-14,62004
2022-01-15,67935
2022-01-16,66759
2022-01-17,68760
2022-01-18,69753
2022-01-19,68242
2022-01-20,66045
2022-01-21,67918
2022-01-22,70039
2022-01-23,71190
2022-01-24,69639
2022-01-25,71163
2022-01-26,71926
2022-01-27,69941
2022-01-28,70457
2022-01-29,69527
2022-01-30,65017
2022-01-31,71069
2022-02-01,69336
2022-02-02,70018
2022-02-03,71366
2022-02-04,69992
2022-02-05,69041
2022-02-06,69232
2022-02-07,73619
2022-02-08,72827
2022-02-09,72137
2022-02-10,68924
2022-02-11,71285
2022-02-12,67230
2022-02-13,66036
2022-02-14,70000
2022-02-15,68635
2022-02-16,69771
2022-02-17,68679
2022-02-18,72028
2022-02-19,68943
2022-02-20,68741
2022-02-21,70805
2022-02-22,70043
2022-02-23,68813
2022-02-24,69230
2022-02-25,67307
2022-02-26,65863
2022-02-27,65935
2022-02-28,67764
2022-03-01,66391
2022-03-02,68432
2022-03-03,69217
2022-03-04,65841
2022-03-05,68002
2022-03-06,67459
2022-03-07,69348
2022-03-08,68495
2022-03-09,63336
2022-03-10,68800
2022-03-11,68242
2022-03-12,66759
2022-03-13,62393
2022-03-14,65909
2022-03-15,67731
2022-03-16,65060
2022-03-17,66715
2022-03-18,76275
2022-03-19,69057
2022-03-20,65576
2022-03-21,67064
2022-03-22,67996
2022-03-23,70351
2022-03-24,74373
2022-03-25,73609
2022-03-26,82336
2022-03-27,80463
2022-03-28,75666
2022-03-29,79728
2022-03-30,78959
2022-03-31,68907
2022-04-01,78197
2022-04-02,75318
2022-04-03,74799
2022-04-04,78060
2022-04-05,73964
2022-04-06,77416
2022-04-07,73587
2022-04-08,74400
2022-04-09,68511
2022-04-10,71866
2022-04-11,70128
2022-04-12,78176
2022-04-13,71634
2022-04-14,72323
2022-04-15,76634
2022-04-16,70703
2022-04-17,69949
2022-04-18,74361
2022-04-19,71306
2022-04-20,76701
2022-04-21,78225
2022-04-22,74516
2022-04-23,74514
2022-04-24,72798
2022-04-25,75963
2022-04-26,91011
2022-04-27,88180
2022-04-28,79296
2022-04-29,80939
2022-04-30,72084
2022-05-01,77318
2022-05-02,75461
2022-05-03,74920
2022-05-04,80881
2022-05-05,76801
2022-05-06,75393
2022-05-07,79269
2022-05-08,71767
2022-05-09,76306
2022-05-10,72449
2022-05-11,75886
2022-05-12,77457
2022-05-13,78160
2022-05-14,76644
2022-05-15,76425
2022-05-16,74987
2022-05-17,77519
2022-05-18,73931
2022-05-19,78747
2022-05-20,77574
2022-05-21,73863
2022-05-22,71879
2022-05-23,76416
2022-05-24,76967
2022-05-25,80182
2022-05-26,77015
2022-05-27,76242
2022-05-28,78622
2022-05-29,79957
2022-05-30,84711
2022-05-31,78942
2022-06-01,73166
2022-06-02,77672
2022-06-03,75201
2022-06-04,77677
2022-06-05,85137
2022-06-06,87563
2022-06-07,76031
2022-06-08,73262
2022-06-09,77198
2022-06-10,75735
2022-06-11,71899
2022-06-12,74560
2022-06-13,78136
2022-06-14,78398
2022-06-15,77322
2022-06-16,75481
2022-06-17,74864
2022-06-18,75064
2022-06-19,79644
2022-06-20,76955
2022-06-21,78190
2022-06-22,75248
2022-06-23,83711
2022-06-24,91101
2022-06-25,85117
2022-06-26,81335
2022-06-27,89753
2022-06-28,88000
2022-06-29,92732
2022-06-30,88139
2022-07-01,78813
2022-07-02,92082
2022-07-03,85155
2022-07-04,85333
2022-07-05,86706
2022-07-06,78240
2022-07-07,74783
2022-07-08,75876
2022-07-09,74871
2022-07-10,78803
2022-07-11,86269
2022-07-12,88900
2022-07-13,84804
2022-07-14,87875
2022-07-15,87350
2022-07-16,87824
2022-07-17,80802
2022-07-18,93124
2022-07-19,82782
2022-07-20,89145
2022-07-21,90153
2022-07-22,87225
2022-07-23,86267
2022-07-24,91497
2022-07-25,79752
2022-07-26,80771
2022-07-27,86682
2022-07-28,81750
2022-07-29,84201
2022-07-30,82767
2022-07-31,84706
2022-08-01,79987
2022-08-02,78113
2022-08-03,79618
2022-08-04,82775
2022-08-05,82662
2022-08-06,80650
2022-08-07,80237
2022-08-08,74480
2022-08-09,76100
2022-08-10,75739
2022-08-11,81524
2022-08-12,78941
2022-08-13,85196
2022-08-14,80664
2022-08-15,79667
2022-08-16,79373
2022-08-17,93716
2022-08-18,87044
2022-08-19,83487
2022-08-20,87430
2022-08-21,86904
2022-08-22,89826
2022-08-23,88430
2022-08-24,89933
2022-08-25,82258
2022-08-26,70616
2022-08-27,85866
2022-08-28,85750
2022-08-29,85829
2022-08-30,83242
2022-08-31,91934
2022-09-01,90786
2022-09-02,102318
2022-09-03,92028
2022-09-04,86552
2022-09-05,97354
2022-09-06,104916
2022-09-07,96767
2022-09-08,90014
2022-09-09,86379
2022-09-10,80555
2022-09-11,78069
2022-09-12,78624
2022-09-13,82548
2022-09-14,90947
2022-09-15,85333
2022-09-16,85672
2022-09-17,86029
2022-09-18,89887
2022-09-19,98037
2022-09-20,86970
2022-09-21,85431
2022-09-22,83296
2022-09-23,86378
2022-09-24,84090
2022-09-25,84708
2022-09-26,79565
2022-09-27,82437
2022-09-28,80398
2022-09-29,80963
2022-09-30,84732
2022-10-01,79526
2022-10-02,80444
2022-10-03,80444
2022-10-04,81672
2022-10-05,83346
2022-10-06,68656
2022-10-07,86564
2022-10-08,83838
2022-10-09,82455
2022-10-10,80962
2022-10-11,83990
2022-10-12,82914
2022-10-13,83298
2022-10-14,81989
2022-10-15,84244
2022-10-16,83307
2022-10-17,78125
2022-10-18,83607
2022-10-19,80029
2022-10-20,86831
2022-10-21,80226
2022-10-22,81260
2022-10-23,82024
2022-10-24,81589
2022-10-25,82798
2022-10-26,79316
2022-10-27,75036
2022-10-28,70828
2022-10-29,75295
2022-10-30,78320
2022-10-31,78276
2022-11-01,80508
2022-11-02,74140
2022-11-03,75433
2022-11-04,78645
2022-11-05,70101
2022-11-06,83493
2022-11-07,77189
2022-11-08,70779
2022-11-09,71639
2022-11-10,79927
2022-11-11,75504
2022-11-12,76753
2022-11-13,80481
2022-11-14,72443
2022-11-15,76396
2022-11-16,77843
2022-11-17,74231
2022-11-18,81066
2022-11-19,83211
2022-11-20,78219
2022-11-21,80924
2022-11-22,78927
2022-11-23,82330
2022-11-24,76313
2022-11-25,71501
2022-11-26,83078
2022-11-27,81939
2022-11-28,82987
2022-11-29,91165
2022-11-30,84793
2022-12-01,78447
2022-12-02,80099
2022-12-03,81675
2022-12-04,83134
2022-12-05,80623
2022-12-06,79470
2022-12-07,78808
2022-12-08,78055
2022-12-09,81090
2022-12-10,78113
2022-12-11,81090
2022-12-12,75009
2022-12-13,78409
2022-12-14,79296
2022-12-15,74795
2022-12-16,74953
2022-12-17,72720
2022-12-18,79031
2022-12-19,72047
2022-12-20,74983
2022-12-21,83176
2022-12-22,75591
2022-12-23,78176
2022-12-24,73876
2022-12-25,71802
2022-12-26,78746
2022-12-27,74920
2022-12-28,76231
2022-12-29,75064
2022-12-30,75348
2022-12-31,74785
2023-01-01,73765
2023-01-02,74911
2023-01-03,75422
2023-01-04,76851
2023-01-05,76645
2023-01-06,77935
2023-01-07,77585
2023-01-08,69681
2023-01-09,81716
2023-01-10,74156
2023-01-11,77053
2023-01-12,81034
2023-01-13,89437
2023-01-14,85680
2023-01-15,83568
2023-01-16,85503
2023-01-17,79026
2023-01-18,64368
2023-01-19,86662
2023-01-20,84965
2023-01-21,81283
2023-01-22,76786
2023-01-23,81850
2023-01-24,81222
2023-01-25,75884
2023-01-26,76110
2023-01-27,77548
2023-01-28,80531
2023-01-29,77788
2023-01-30,76210
2023-01-31,76921
2023-02-01,80111
2023-02-02,77042
2023-02-03,76338
2023-02-04,77526
2023-02-05,75005
2023-02-06,76975
2023-02-07,77208
2023-02-08,76741
2023-02-09,77552
2023-02-10,74924
2023-02-11,77751
2023-02-12,75004
2023-02-13,79352
2023-02-14,78625
2023-02-15,77642
2023-02-16,80617
2023-02-17,79630
2023-02-18,79065
2023-02-19,78955
2023-02-20,77715
2023-02-21,82700
2023-02-22,76846
2023-02-23,78713
2023-02-24,77512
2023-02-25,76067
2023-02-26,79241
2023-02-27,79052
2023-02-28,76981
2023-03-01,78852
2023-03-02,76792
2023-03-03,76663
2023-03-04,75798
2023-03-05,77228
2023-03-06,81532
2023-03-07,72426
2023-03-08,79603
2023-03-09,85200
2023-03-10,80433
2023-03-11,77121
2023-03-12,80084
2023-03-13,73563
2023-03-14,76863
2023-03-15,75847
2023-03-16,79256
2023-03-17,77018
2023-03-18,78754
2023-03-19,78257
2023-03-20,73240
2023-03-21,74532
2023-03-22,76414
2023-03-23,88593
2023-03-24,81899
2023-03-25,86166
2023-03-26,79368
2023-03-27,78847
2023-03-28,76331
2023-03-29,75905
2023-03-30,77709
2023-03-31,77615
2023-04-01,70405
2023-04-02,74878
2023-04-03,77656
2023-04-04,76509
2023-04-05,89554
2023-04-06,82881
2023-04-07,88484
2023-04-08,80157
2023-04-09,83750
2023-04-10,85759
2023-04-11,81083
2023-04-12,80151
2023-04-13,79500
2023-04-14,86874
2023-04-15,88105
2023-04-16,82195
2023-04-17,85680
2023-04-18,86844
2023-04-19,85431
2023-04-20,82747
2023-04-21,87211
2023-04-22,81004
2023-04-23,76373
2023-04-24,83420
2023-04-25,83901
2023-04-26,83094
2023-04-27,87026
2023-04-28,83501
2023-04-29,90404
2023-04-30,84960
2023-05-01,80869
2023-05-02,83304
2023-05-03,87665
2023-05-04,81106
2023-05-05,92015
2023-05-06,90977
2023-05-07,91196
2023-05-08,86322
2023-05-09,82571
2023-05-10,53920
2023-05-11,53364
2023-05-12,55490
2023-05-13,63150
2023-05-14,57182
2023-05-15,54137
2023-05-16,51549
2023-05-17,54171
2023-05-18,58425
2023-05-19,59595
2023-05-20,57297
2023-05-21,57699
2023-05-22,55124
2023-05-23,52796
2023-05-24,53498
2023-05-25,53831
2023-05-26,53840
2023-05-27,52770
2023-05-28,58498
2023-05-29,63641
2023-05-30,67966
2023-05-31,60573
2023-06-01,58618
2023-06-02,60530
2023-06-03,57828
2023-06-04,58757
2023-06-05,57893
2023-06-06,56605
2023-06-07,56742
2023-06-08,55561
2023-06-09,55676
2023-06-10,57556
2023-06-11,58313
2023-06-12,57867
2023-06-13,57745
2023-06-14,56766
2023-06-15,55655
2023-06-16,56690
2023-06-17,55271
2023-06-18,54731
2023-06-19,57155
2023-06-20,56599
2023-06-21,69220
2023-06-22,59932
2023-06-23,58393
2023-06-24,56374
2023-06-25,59916
2023-06-26,68380
2023-06-27,63584
2023-06-28,86568
2023-06-29,66741
2023-06-30,76435
2023-07-01,70300
2023-07-02,62007
2023-07-03,64275
2023-07-04,62354
2023-07-05,70948
2023-07-06,63428
2023-07-07,68956
2023-07-08,76761
2023-07-09,74468
2023-07-10,70275
2023-07-11,71422
2023-07-12,90187
2023-07-13,83473
2023-07-14,81673
2023-07-15,72074
2023-07-16,85711
2023-07-17,82163
2023-07-18,83580
2023-07-19,86843
2023-07-20,62222
2023-07-21,67043
2023-07-22,52992
2023-07-23,57169
2023-07-24,58657
2023-07-25,56431
2023-07-26,57313
2023-07-27,58930
2023-07-28,57733
2023-07-29,60859
2023-07-30,58319
2023-07-31,59597
2023-08-01,58622
2023-08-02,55430
2023-08-03,60804
2023-08-04,58469
2023-08-05,57559
2023-08-06,56414
2023-08-07,56557
2023-08-08,54925
2023-08-09,74173
2023-08-10,112276
2023-08-11,77241
2023-08-12,64647
2023-08-13,60127
2023-08-14,61363
2023-08-15,63987
2023-08-16,62612
2023-08-17,61261
2023-08-18,60977
2023-08-19,64807
2023-08-20,60898
2023-08-21,61226
2023-08-22,61855
2023-08-23,67299
2023-08-24,71258
2023-08-25,63828
2023-08-26,63932
2023-08-27,61458
2023-08-28,60746
2023-08-29,64892
2023-08-30,63510
2023-08-31,63510
2023-09-01,74489
2023-09-02,74516
2023-09-03,72889
2023-09-04,65695
2023-09-05,61679
2023-09-06,62688
2023-09-07,63716
2023-09-08,61332
2023-09-09,59916
2023-09-10,60896
2023-09-11,63777
2023-09-12,61666
2023-09-13,57981
2023-09-14,58117
2023-09-15,56405
2023-09-16,72979
2023-09-17,86136
2023-09-18,72808
2023-09-19,71047
2023-09-20,70082
2023-09-21,68686
2023-09-22,66408
2023-09-23,67715
2023-09-24,67672
2023-09-25,64491
2023-09-26,63053
2023-09-27,64958
2023-09-28,60403
2023-09-29,61885
2023-09-30,60352
2023-10-01,61750
2023-10-02,59633
2023-10-03,59561
2023-10-04,60432
2023-10-05,61542
2023-10-06,61518
2023-10-07,55250
2023-10-08,59668
2023-10-09,60065
2023-10-10,54436
2023-10-11,48111
2023-10-12,49544
2023-10-13,48653
2023-10-14,56444
2023-10-15,52783
2023-10-16,51609
2023-10-17,53279
2023-10-18,56721
2023-10-19,54361
2023-10-20,52293
2023-10-21,51791
2023-10-22,52775
2023-10-23,48256
2023-10-24,54639
2023-10-25,55047
2023-10-26,55288
2023-10-27,56428
2023-10-28,56705
2023-10-29,56805
2023-10-30,54595
2023-10-31,52690
2023-11-01,54818
2023-11-02,53775
2023-11-03,56161
2023-11-04,52194
2023-11-05,51480
2023-11-06,58216
2023-11-07,55156
2023-11-08,52999
2023-11-09,51774
2023-11-10,54109
2023-11-11,52722
2023-11-12,52321
2023-11-13,53906
2023-11-14,55252
2023-11-15,54915
2023-11-16,53772
2023-11-17,55603
2023-11-18,53674
2023-11-19,52455
2023-11-20,53836
2023-11-21,52128
2023-11-22,53620
2023-11-23,56551
2023-11-24,51877
2023-11-25,53409
2023-11-26,51805
2023-11-27,53729
2023-11-28,53120
2023-11-29,53464
2023-11-30,53509
2023-12-01,51465
2023-12-02,51704
2023-12-03,52619
2023-12-04,54186
2023-12-05,54617
2023-12-06,54373
2023-12-07,53668
2023-12-08,52334
2023-12-09,54943
2023-12-10,50503
2023-12-11,58417
2023-12-12,53887
2023-12-13,51859
2023-12-14,58088
2023-12-15,65478
2023-12-16,61001
2023-12-17,50500
2023-12-18,49392
2023-12-19,52507
2023-12-20,52743
2023-12-21,51725
2023-12-22,50487
2023-12-23,49663
2023-12-24,52922
2023-12-25,52178
2023-12-26,48439
2023-12-27,51501
2023-12-28,50239
2023-12-29,47479
2023-12-30,47857
2023-12-31,51923
2024-01-01,50598
2024-01-02,50852
2024-01-03,50448
2024-01-04,51569
2024-01-05,52512
2024-01-06,51956
2024-01-07,50668
2024-01-08,51246
2024-01-09,51288
2024-01-10,53683
2024-01-11,48707
2024-01-12,52523
2024-01-13,53521
2024-01-14,49299
2024-01-15,51704
2024-01-16,51207
2024-01-17,51446
2024-01-18,55569
2024-01-19,54637
2024-01-20,55142
2024-01-21,52009
2024-01-22,51817
2024-01-23,51355
2024-01-24,49832
2024-01-25,52421
2024-01-26,51673
2024-01-27,45545
2024-01-28,47943
2024-01-29,49682
2024-01-30,48110
2024-01-31,52064
2024-02-01,52374
2024-02-02,53847
2024-02-03,53226
2024-02-04,52209
2024-02-05,55937
2024-02-06,53037
2024-02-07,51601
2024-02-08,51906
2024-02-09,50720
2024-02-10,51399
2024-02-11,49019
2024-02-12,48760
2024-02-13,48544
2024-02-14,51346
2024-02-15,50650
2024-02-16,49395
2024-02-17,48337
2024-02-18,48353
2024-02-19,67655
2024-02-20,49036
2024-02-21,52794
2024-02-22,51950
2024-02-23,50641
2024-02-24,50582
2024-02-25,51078
2024-02-26,52986
2024-02-27,53818
2024-02-28,51230
2024-02-29,55541
2024-03-01,55313
2024-03-02,52987
2024-03-03,50863
2024-03-04,53022
2024-03-05,56521
2024-03-06,52280
2024-03-07,50571
2024-03-08,48794
2024-03-09,52114
2024-03-10,49188
2024-03-11,48867
2024-03-12,54828
2024-03-13,52289
2024-03-14,54332
2024-03-15,52634
2024-03-16,54360
2024-03-17,53728
2024-03-18,53400
2024-03-19,53865
2024-03-20,54121
2024-03-21,54218
2024-03-22,53406
2024-03-23,46942
2024-03-24,50215
2024-03-25,59709
2024-03-26,61552
2024-03-27,52907
2024-03-28,69993
2024-03-29,64171
2024-03-30,54618
2024-03-31,50775
2024-04-01,55430
2024-04-02,57410
2024-04-03,71685
2024-04-04,58514
2024-04-05,56360
2024-04-06,57859
2024-04-07,58593
2024-04-08,53716
2024-04-09,52813
2024-04-10,52794
2024-04-11,52883
2024-04-12,53740
2024-04-13,53918
2024-04-14,55273
2024-04-15,62288
2024-04-16,50848
2024-04-17,52962
2024-04-18,55914
2024-04-19,52944
2024-04-20,56274
2024-04-21,55445
2024-04-22,51685
2024-04-23,55393
2024-04-24,51906
2024-04-25,52525
2024-04-26,56298
2024-04-27,52093
2024-04-28,52062
2024-04-29,59307
2024-04-30,55824
2024-05-01,58178
2024-05-02,53875
2024-05-03,51757
2024-05-04,53977
2024-05-05,58435
2024-05-06,58771
2024-05-07,54026
2024-05-08,53676
2024-05-09,53268
2024-05-10,52655
2024-05-11,52311
2024-05-12,57544
2024-05-13,53079
2024-05-14,49730
2024-05-15,49762
2024-05-16,52499
2024-05-17,54506
2024-05-18,52094
2024-05-19,52213
2024-05-20,52517
2024-05-21,50011
2024-05-22,47741
2024-05-23,56423
2024-05-24,53717
2024-05-25,46551
2024-05-26,39319
2024-05-27,47339
2024-05-28,52865
2024-05-29,50936
2024-05-30,48322
2024-05-31,47875
2024-06-01,49206
2024-06-02,49758
2024-06-03,49088
2024-06-04,52008
2024-06-05,50350
2024-06-06,47325
2024-06-07,49675
2024-06-08,51393
2024-06-09,48606
2024-06-10,48031
2024-06-11,50658
2024-06-12,50437
2024-06-13,52911
2024-06-14,52385
2024-06-15,51325
2024-06-16,49311
2024-06-17,50385
2024-06-18,51734
2024-06-19,49595
2024-06-20,49186
2024-06-21,50155
2024-06-22,54251
2024-06-23,51146
2024-06-24,52804
2024-06-25,54564
2024-06-26,54018
2024-06-27,50215
2024-06-28,54537
2024-06-29,60006
2024-06-30,61098
2024-07-01,54074
2024-07-02,59901
2024-07-03,57356
2024-07-04,60669
2024-07-05,57074
2024-07-06,58416
2024-07-07,57140
2024-07-08,56642
2024-07-09,56774
2024-07-10,53513
2024-07-11,54822
2024-07-12,57075
2024-07-13,56959
2024-07-14,62046
2024-07-15,57285
2024-07-16,63273
2024-07-17,68321
2024-07-18,57518
2024-07-19,53197
2024-07-20,53300
2024-07-21,54495
2024-07-22,56427
2024-07-23,56219
2024-07-24,82763
2024-07-25,70851
2024-07-26,68608
2024-07-27,59018
2024-07-28,57374
2024-07-29,56792
2024-07-30,57728
2024-07-31,58175
2024-08-01,55362
2024-08-02,55020
2024-08-03,59844
2024-08-04,55449
2024-08-05,55720
2024-08-06,53770
2024-08-07,52116
2024-08-08,53515
2024-08-09,55044
2024-08-10,53028
2024-08-11,53701
2024-08-12,54487
2024-08-13,57552
2024-08-14,56613
2024-08-15,54672
2024-08-16,57037
2024-08-17,54939
2024-08-18,53570
2024-08-19,59132
2024-08-20,64967
2024-08-21,61191
2024-08-22,62069
2024-08-23,61968
2024-08-24,59581
2024-08-25,59441
2024-08-26,62752
2024-08-27,58688
2024-08-28,57784
2024-08-29,59449
2024-08-30,56096
2024-08-31,54497
2024-09-01,56950
2024-09-02,55777
2024-09-03,56166
2024-09-04,54093
2024-09-05,55997
2024-09-06,53889
2024-09-07,54122
2024-09-08,52307
2024-09-09,59320
2024-09-10,62464
2024-09-11,61357
2024-09-12,56033
2024-09-13,51350
2024-09-14,53301
2024-09-15,54623
2024-09-16,53305
2024-09-17,51976
2024-09-18,51709
2024-09-19,52672
2024-09-20,57306
2024-09-21,90646
2024-09-22,58902
2024-09-23,53059
2024-09-24,58380
2024-09-25,58766
2024-09-26,57902
2024-09-27,57299
2024-09-28,56140
2024-09-29,56055
2024-09-30,52411
2024-10-01,53433
2024-10-02,55929
2024-10-03,57648
2024-10-04,55625
2024-10-05,53604
2024-10-06,53043
2024-10-07,51277
2024-10-08,54691
2024-10-09,52799
2024-10-10,56141
2024-10-11,57014
2024-10-12,53968
2024-10-13,53644
2024-10-14,57214
2024-10-15,61712
2024-10-16,60807
2024-10-17,59850
2024-10-18,61638
2024-10-19,60979
2024-10-20,56203
2024-10-21,56478
2024-10-22,79406
2024-10-23,68592
2024-10-24,68202
2024-10-25,62856
2024-10-26,58524
2024-10-27,62211
2024-10-28,61838
2024-10-29,64218
2024-10-30,63364
2024-10-31,63033
2024-11-01,72984
2024-11-02,72239
2024-11-03,66855
2024-11-04,68461
2024-11-05,67589
2024-11-06,65191
2024-11-07,64863
2024-11-08,61874
2024-11-09,62115
2024-11-10,59208
2024-11-11,59779
2024-11-12,56810
2024-11-13,58208
2024-11-14,59126
2024-11-15,61909
2024-11-16,57899
2024-11-17,56203
2024-11-18,56828
2024-11-19,57577
2024-11-20,60070
2024-11-21,58577
2024-11-22,58031
2024-11-23,57811
2024-11-24,58322
2024-11-25,58608
2024-11-26,63705
2024-11-27,62349
2024-11-28,62338
2024-11-29,60041
2024-11-30,58167
2024-12-01,58523
2024-12-02,60961
2024-12-03,60431
2024-12-04,59509
2024-12-05,60453
2024-12-06,59436
2024-12-07,58125
2024-12-08,60287
2024-12-09,58200
2024-12-10,60187
2024-12-11,61770
2024-12-12,60246
2024-12-13,59452
2024-12-14,58844
2024-12-15,57289
2024-12-16,56956
2024-12-17,58871
2024-12-18,57063
2024-12-19,56639
2024-12-20,56231
2024-12-21,58019
2024-12-22,57205
2024-12-23,54553
2024-12-24,55544
2024-12-25,57444
2024-12-26,56037
2024-12-27,55420
2024-12-28,55095
2024-12-29,56394
2024-12-30,57507
2024-12-31,58008
2025-01-01,56055
2025-01-02,58248
2025-01-03,56782
2025-01-04,55259
2025-01-05,53433
2025-01-06,57333
2025-01-07,57909
2025-01-08,57422
2025-01-09,56682
2025-01-10,55251
2025-01-11,55575
2025-01-12,54835
2025-01-13,58509
2025-01-14,60058
2025-01-15,58706
2025-01-16,55784
2025-01-17,54773
2025-01-18,55651
2025-01-19,54414
2025-01-20,57530
2025-01-21,56760
2025-01-22,56531
2025-01-23,57030
2025-01-24,56963
2025-01-25,53900
2025-01-26,52647
2025-01-27,54916
2025-01-28,53813
2025-01-29,50947
2025-01-30,54461
2025-01-31,57626
2025-02-01,58085
2025-02-02,55168
2025-02-03,56397
2025-02-04,57288
2025-02-05,57069
2025-02-06,56733
2025-02-07,56027
2025-02-08,55289
2025-02-09,54563
2025-02-10,54244
2025-02-11,56202
2025-02-12,53951
2025-02-13,47676
2025-02-14,49574
2025-02-15,52254
2025-02-16,54097
2025-02-17,54487
2025-02-18,53210
2025-02-19,55437
2025-02-20,55047
2025-02-21,55015
2025-02-22,54792
2025-02-23,54841
2025-02-24,54080
2025-02-25,52975
2025-02-26,54067
2025-02-27,54914
2025-02-28,53917
2025-03-01,53396
2025-03-02,54965
2025-03-03,62638
2025-03-04,59073
2025-03-05,53890
2025-03-06,55914
2025-03-07,57765
2025-03-08,56316
2025-03-09,55679
2025-03-10,55830
2025-03-11,57703
2025-03-12,55766
2025-03-13,54660
2025-03-14,54194
2025-03-15,57414
2025-03-16,56129
2025-03-17,58122
2025-03-18,56915
2025-03-19,55906
2025-03-20,57987
2025-03-21,59069
2025-03-22,56183
2025-03-23,54704
2025-03-24,55540
2025-03-25,56092
2025-03-26,57495
2025-03-27,69420
2025-03-28,67722
2025-03-29,66226
2025-03-30,63102
2025-03-31,59795
2025-04-01,53453
2025-04-02,54359
2025-04-03,51810
2025-04-04,51553
2025-04-05,51010
2025-04-06,52949
2025-04-07,48401
2025-04-08,46739
2025-04-09,47453
2025-04-10,47892
2025-04-11,49368
2025-04-12,52220
2025-04-13,56422
2025-04-14,55883
2025-04-15,54565
2025-04-16,55975
2025-04-17,54851
2025-04-18,55383
2025-04-19,54614
2025-04-20,53309
2025-04-21,55832
2025-04-22,59135
2025-04-23,64384
2025-04-24,63032
2025-04-25,58480
2025-04-26,54048
2025-04-27,52796
2025-04-28,55907
2025-04-29,54884
2025-04-30,56784
2025-05-01,60429
2025-05-02,68427
2025-05-03,59011
2025-05-04,56459
2025-05-05,53702
2025-05-06,58749
2025-05-07,57687
2025-05-08,59450
2025-05-09,68669
2025-05-10,64653
2025-05-11,68427
2025-05-12,73820
2025-05-13,76026
2025-05-14,71279
2025-05-15,70036
2025-05-16,72898
2025-05-17,71266
2025-05-18,71502
2025-05-19,71756
2025-05-20,75962
2025-05-21,71352
2025-05-22,61561
2025-05-23,61561
2025-05-24,64619
2025-05-25,62964
2025-05-26,66445
2025-05-27,64429
2025-05-28,65658
2025-05-29,64296
2025-05-30,60106
2025-05-31,55135
2025-06-01,57158
2025-06-02,55584
2025-06-03,53432
2025-06-04,53467
2025-06-05,53026
2025-06-06,54263
2025-06-07,52905
2025-06-08,54333
2025-06-09,54126
2025-06-10,52710
2025-06-11,54802
2025-06-12,54955
2025-06-13,57339
2025-06-14,97392
2025-06-15,65402
2025-06-16,63223
2025-06-17,72020
2025-06-18,71447
2025-06-19,67227
2025-06-20,65115
