관측소명,관측소코드,관측일시,풍향,기압(hPa),습도(%),기온(℃),수온(℃),최대파고(m),풍속(m/s),위도,경도
거제도,22104,2021-08-12,,1009.5,79.0,25.5,27.4,3.2,5.2,34.7667000000,128.9000000000
거제도,22104,2021-08-13,,1005.4,80.0,26.1,27.6,2.2,7.5,34.7667000000,128.9000000000
거제도,22104,2021-08-14,,1005.8,80.0,24.6,26.8,3.9,9.4,34.7667000000,128.9000000000
거제도,22104,2021-08-15,,1013.0,77.0,24.7,26.8,3.6,7.5,34.7667000000,128.9000000000
거제도,22104,2021-08-16,,1013.3,74.0,25.2,26.6,3.1,9.9,34.7667000000,128.9000000000
거제도,22104,2021-08-17,,1007.7,81.0,24.3,25.8,3.1,9.1,34.7667000000,128.9000000000
거제도,22104,2021-08-18,,1008.3,77.0,24.1,26.0,4.5,8.8,34.7667000000,128.9000000000
거제도,22104,2021-08-19,,1011.0,76.0,24.0,26.1,3.6,5.2,34.7667000000,128.9000000000
거제도,22104,2021-08-20,,1013.2,79.0,25.1,26.5,1.6,3.5,34.7667000000,128.9000000000
거제도,22104,2021-08-21,,1007.5,87.0,25.1,25.9,5.0,10.1,34.7667000000,128.9000000000
거제도,22104,2021-08-22,,1009.1,87.0,24.8,25.5,4.1,5.9,34.7667000000,128.9000000000
거제도,22104,2021-08-23,,1008.6,89.0,24.8,25.7,3.1,5.7,34.7667000000,128.9000000000
거제도,22104,2021-08-24,,1002.4,89.0,25.4,24.8,6.1,11.4,34.7667000000,128.9000000000
거제도,22104,2021-08-25,,1007.6,90.0,25.2,25.7,3.1,6.5,34.7667000000,128.9000000000
거제도,22104,2021-08-26,,1012.7,88.0,24.8,25.8,2.8,5.9,34.7667000000,128.9000000000
거제도,22104,2021-08-27,,1012.9,89.0,25.3,26.2,2.1,6.3,34.7667000000,128.9000000000
거제도,22104,2021-08-28,,1013.5,87.0,25.7,26.2,1.7,5.0,34.7667000000,128.9000000000
거제도,22104,2021-08-29,,1013.3,88.0,26.2,26.5,1.3,6.0,34.7667000000,128.9000000000
거제도,22104,2021-08-30,,1015.0,86.0,26.2,27.2,1.0,3.3,34.7667000000,128.9000000000
거제도,22104,2021-08-31,,1014.6,83.0,25.8,27.2,1.0,2.6,34.7667000000,128.9000000000
거제도,22104,2021-09-01,,1009.6,86.0,26.0,26.4,2.5,7.7,34.7667000000,128.9000000000
거제도,22104,2021-09-02,,1009.6,80.0,22.8,25.8,3.7,9.2,34.7667000000,128.9000000000
거제도,22104,2021-09-03,,1008.3,80.0,22.3,25.7,4.1,9.6,34.7667000000,128.9000000000
거제도,22104,2021-09-04,,1014.0,73.0,22.9,25.4,2.9,8.9,34.7667000000,128.9000000000
거제도,22104,2021-09-05,,1017.1,72.0,23.8,24.8,2.7,9.3,34.7667000000,128.9000000000
거제도,22104,2021-09-06,,1016.5,75.0,24.2,25.5,3.0,9.3,34.7667000000,128.9000000000
거제도,22104,2021-09-07,,1010.0,81.0,-,25.8,2.7,6.2,34.7667000000,128.9000000000
거제도,22104,2021-09-08,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2021-09-09,,1013.8,80.0,25.0,25.6,1.1,2.9,34.7667000000,128.9000000000
거제도,22104,2021-09-10,,1014.0,78.0,24.1,25.4,0.7,1.9,34.7667000000,128.9000000000
거제도,22104,2021-09-11,,1012.6,81.0,24.8,24.9,0.7,2.2,34.7667000000,128.9000000000
거제도,22104,2021-09-12,,1012.8,84.0,25.0,25.3,3.5,5.1,34.7667000000,128.9000000000
거제도,22104,2021-09-13,,1016.0,81.0,25.5,25.9,-,10.3,34.7667000000,128.9000000000
거제도,22104,2021-09-14,,1013.3,91.0,24.0,25.5,-,10.9,34.7667000000,128.9000000000
거제도,22104,2021-09-15,,1014.1,72.0,24.3,24.2,-,13.6,34.7667000000,128.9000000000
거제도,22104,2021-09-16,,1011.7,78.0,24.3,23.7,-,-,34.7667000000,128.9000000000
거제도,22104,2021-09-17,,1005.4,87.0,23.0,24.9,-,14.0,34.7667000000,128.9000000000
거제도,22104,2021-09-18,,1013.8,73.0,23.7,25.1,-,7.2,34.7667000000,128.9000000000
거제도,22104,2021-09-19,,1015.4,77.0,23.9,25.5,-,9.2,34.7667000000,128.9000000000
거제도,22104,2021-09-20,,-,-,-,-,-,7.0,34.7667000000,128.9000000000
거제도,22104,2021-09-21,,1007.8,90.0,24.5,23.8,-,6.8,34.7667000000,128.9000000000
거제도,22104,2021-09-22,,1009.9,87.0,24.2,23.8,-,6.6,34.7667000000,128.9000000000
거제도,22104,2021-09-23,,1016.2,66.0,24.0,24.1,-,3.5,34.7667000000,128.9000000000
거제도,22104,2021-09-24,,1021.5,77.0,23.3,24.0,-,7.4,34.7667000000,128.9000000000
거제도,22104,2021-09-25,,1021.0,78.0,24.0,24.2,-,9.7,34.7667000000,128.9000000000
거제도,22104,2021-09-26,,1019.1,73.0,23.5,24.1,-,10.4,34.7667000000,128.9000000000
거제도,22104,2021-09-27,,1015.2,76.0,23.3,24.4,-,9.3,34.7667000000,128.9000000000
거제도,22104,2021-09-28,,1012.8,83.0,23.9,25.8,-,7.8,34.7667000000,128.9000000000
거제도,22104,2021-09-29,,1009.0,92.0,25.1,24.7,-,3.3,34.7667000000,128.9000000000
거제도,22104,2021-09-30,,1007.5,86.0,23.6,23.9,-,7.9,34.7667000000,128.9000000000
거제도,22104,2021-10-01,,1008.7,78.0,23.3,24.8,-,4.6,34.7667000000,128.9000000000
거제도,22104,2021-10-02,,1013.9,82.0,23.8,24.4,0.8,2.5,34.7667000000,128.9000000000
거제도,22104,2021-10-03,,1020.7,86.0,24.3,24.6,1.0,1.7,34.7667000000,128.9000000000
거제도,22104,2021-10-04,,1022.0,85.0,25.4,24.5,2.0,5.6,34.7667000000,128.9000000000
거제도,22104,2021-10-05,,1021.1,88.0,24.8,24.6,1.5,3.4,34.7667000000,128.9000000000
거제도,22104,2021-10-06,,1019.1,84.0,24.1,24.7,2.4,6.1,34.7667000000,128.9000000000
거제도,22104,2021-10-07,,1016.9,83.0,24.1,24.8,2.1,3.0,34.7667000000,128.9000000000
거제도,22104,2021-10-08,,1019.6,85.0,24.2,24.5,2.1,5.8,34.7667000000,128.9000000000
거제도,22104,2021-10-09,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2021-10-10,,1018.4,90.0,24.9,24.8,1.9,3.4,34.7667000000,128.9000000000
거제도,22104,2021-10-11,,1018.1,90.0,23.3,24.7,3.5,8.8,34.7667000000,128.9000000000
거제도,22104,2021-10-12,,1022.9,86.0,21.2,24.6,6.1,13.0,34.7667000000,128.9000000000
거제도,22104,2021-10-13,,1022.6,81.0,22.1,25.2,3.7,10.8,34.7667000000,128.9000000000
거제도,22104,2021-10-14,,1018.8,77.0,22.6,24.5,2.9,4.6,34.7667000000,128.9000000000
거제도,22104,2021-10-15,,-,-,-,-,1.8,5.7,34.7667000000,128.9000000000
거제도,22104,2021-10-16,,1017.8,70.0,18.3,24.0,2.6,9.0,34.7667000000,128.9000000000
거제도,22104,2021-10-17,,1023.4,53.0,13.4,22.7,3.1,8.5,34.7667000000,128.9000000000
거제도,22104,2021-10-18,,1022.3,57.0,15.8,23.0,2.2,4.6,34.7667000000,128.9000000000
거제도,22104,2021-10-19,,1017.8,53.0,17.3,24.4,1.4,6.2,34.7667000000,128.9000000000
거제도,22104,2021-10-20,,1019.6,62.0,15.8,24.5,3.2,5.5,34.7667000000,128.9000000000
거제도,22104,2021-10-21,,1017.6,78.0,16.5,24.3,4.6,6.6,34.7667000000,128.9000000000
거제도,22104,2021-10-22,,1019.5,58.0,16.6,23.1,3.5,8.7,34.7667000000,128.9000000000
거제도,22104,2021-10-23,,1026.6,59.0,17.9,22.6,3.5,7.0,34.7667000000,128.9000000000
거제도,22104,2021-10-24,,1025.0,58.0,18.9,22.8,1.7,4.9,34.7667000000,128.9000000000
거제도,22104,2021-10-25,,1020.8,61.0,19.0,23.2,1.1,5.3,34.7667000000,128.9000000000
거제도,22104,2021-10-26,,1019.1,52.0,18.4,22.9,1.1,4.3,34.7667000000,128.9000000000
거제도,22104,2021-10-27,,1018.1,56.0,19.3,22.5,0.8,4.5,34.7667000000,128.9000000000
거제도,22104,2021-10-28,,1021.2,59.0,18.7,22.3,3.2,9.1,34.7667000000,128.9000000000
거제도,22104,2021-10-29,,1023.8,61.0,18.8,22.2,3.4,9.8,34.7667000000,128.9000000000
거제도,22104,2021-10-30,,1023.0,68.0,18.6,23.6,2.1,6.6,34.7667000000,128.9000000000
거제도,22104,2021-10-31,,1023.1,61.0,19.0,23.6,1.5,4.1,34.7667000000,128.9000000000
거제도,22104,2021-11-01,,1022.1,60.0,19.3,22.8,0.8,4.8,34.7667000000,128.9000000000
거제도,22104,2021-11-02,,1019.9,59.0,17.1,22.3,1.3,5.8,34.7667000000,128.9000000000
거제도,22104,2021-11-03,,1017.8,60.0,17.1,21.9,2.8,5.6,34.7667000000,128.9000000000
거제도,22104,2021-11-04,,1019.1,56.0,17.9,21.5,2.2,4.7,34.7667000000,128.9000000000
거제도,22104,2021-11-05,,1020.0,61.0,18.8,20.9,1.9,5.6,34.7667000000,128.9000000000
거제도,22104,2021-11-06,,1019.0,61.0,19.6,20.7,3.2,9.5,34.7667000000,128.9000000000
거제도,22104,2021-11-07,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2021-11-08,,1012.0,73.0,16.9,21.2,3.8,9.5,34.7667000000,128.9000000000
거제도,22104,2021-11-09,,1011.8,59.0,12.6,20.3,2.4,8.4,34.7667000000,128.9000000000
거제도,22104,2021-11-10,,1008.2,62.0,12.9,20.4,3.0,9.8,34.7667000000,128.9000000000
거제도,22104,2021-11-11,,1011.5,62.0,12.9,19.4,2.2,7.0,34.7667000000,128.9000000000
거제도,22104,2021-11-12,,1017.0,56.0,11.1,18.3,1.8,6.5,34.7667000000,128.9000000000
거제도,22104,2021-11-13,,1019.2,58.0,13.5,18.7,1.3,5.8,34.7667000000,128.9000000000
거제도,22104,2021-11-14,,1019.1,61.0,15.8,18.7,1.2,5.6,34.7667000000,128.9000000000
거제도,22104,2021-11-15,,1021.0,59.0,15.7,18.1,1.0,3.4,34.7667000000,128.9000000000
거제도,22104,2021-11-16,,1022.7,56.0,15.5,17.7,1.0,4.9,34.7667000000,128.9000000000
거제도,22104,2021-11-17,,1022.5,53.0,14.7,18.3,1.0,4.7,34.7667000000,128.9000000000
거제도,22104,2021-11-18,,1019.2,54.0,15.2,18.4,1.1,4.1,34.7667000000,128.9000000000
거제도,22104,2021-11-19,,1017.9,66.0,16.4,19.6,0.9,2.4,34.7667000000,128.9000000000
거제도,22104,2021-11-20,,1019.6,76.0,16.7,18.7,1.1,4.6,34.7667000000,128.9000000000
거제도,22104,2021-11-21,,1016.3,82.0,16.9,18.5,1.2,4.1,34.7667000000,128.9000000000
거제도,22104,2021-11-22,,1012.9,56.0,12.3,16.9,2.1,8.5,34.7667000000,128.9000000000
거제도,22104,2021-11-23,,1017.2,61.0,8.7,19.1,2.4,7.2,34.7667000000,128.9000000000
거제도,22104,2021-11-24,,1018.0,59.0,12.2,16.9,3.3,9.0,34.7667000000,128.9000000000
거제도,22104,2021-11-25,,1017.8,57.0,14.5,15.6,2.6,8.3,34.7667000000,128.9000000000
거제도,22104,2021-11-26,,1024.8,47.0,11.7,16.6,1.6,6.5,34.7667000000,128.9000000000
거제도,22104,2021-11-27,,1032.7,52.0,10.8,15.6,1.9,5.4,34.7667000000,128.9000000000
거제도,22104,2021-11-28,,1033.0,60.0,12.6,16.7,2.0,4.3,34.7667000000,128.9000000000
거제도,22104,2021-11-29,,1026.7,64.0,13.8,16.8,1.9,3.2,34.7667000000,128.9000000000
거제도,22104,2021-11-30,,1011.9,74.0,14.5,16.3,4.3,9.1,34.7667000000,128.9000000000
거제도,22104,2021-12-01,,1018.9,50.0,6.8,15.9,3.1,8.9,34.7667000000,128.9000000000
거제도,22104,2021-12-02,,1020.1,54.0,6.9,17.0,2.4,6.5,34.7667000000,128.9000000000
거제도,22104,2021-12-03,,1017.2,56.0,11.1,17.8,2.1,9.3,34.7667000000,128.9000000000
거제도,22104,2021-12-04,,1025.3,50.0,9.0,17.6,1.9,6.1,34.7667000000,128.9000000000
거제도,22104,2021-12-05,,1027.8,62.0,11.6,16.8,1.9,5.0,34.7667000000,128.9000000000
거제도,22104,2021-12-06,,1025.2,73.0,13.9,16.0,1.4,3.4,34.7667000000,128.9000000000
거제도,22104,2021-12-07,,1026.0,69.0,13.3,15.3,2.8,7.8,34.7667000000,128.9000000000
거제도,22104,2021-12-08,,1030.5,65.0,12.9,17.1,3.5,8.8,34.7667000000,128.9000000000
거제도,22104,2021-12-09,,1028.1,69.0,14.2,17.7,2.7,7.1,34.7667000000,128.9000000000
거제도,22104,2021-12-10,,1024.2,75.0,14.3,16.7,1.5,4.1,34.7667000000,128.9000000000
거제도,22104,2021-12-11,,1023.9,69.0,13.2,17.0,1.0,4.5,34.7667000000,128.9000000000
거제도,22104,2021-12-12,,1021.6,58.0,11.3,17.8,2.0,7.1,34.7667000000,128.9000000000
거제도,22104,2021-12-13,,1024.6,48.0,5.8,17.4,2.2,8.0,34.7667000000,128.9000000000
거제도,22104,2021-12-14,,1022.2,56.0,7.7,17.9,1.7,6.4,34.7667000000,128.9000000000
거제도,22104,2021-12-15,,1021.5,67.0,13.3,19.1,1.2,5.1,34.7667000000,128.9000000000
거제도,22104,2021-12-16,,1017.5,74.0,12.2,17.8,1.0,4.1,34.7667000000,128.9000000000
거제도,22104,2021-12-17,,1018.9,53.0,6.1,16.7,2.6,11.2,34.7667000000,128.9000000000
거제도,22104,2021-12-18,,1025.4,51.0,2.2,16.3,2.9,8.5,34.7667000000,128.9000000000
거제도,22104,2021-12-19,,1021.9,51.0,7.4,16.1,2.0,6.6,34.7667000000,128.9000000000
거제도,22104,2021-12-20,,1019.4,60.0,11.7,16.1,2.7,8.4,34.7667000000,128.9000000000
거제도,22104,2021-12-21,,1016.4,64.0,13.6,16.3,2.2,7.5,34.7667000000,128.9000000000
거제도,22104,2021-12-22,,1020.8,44.0,12.1,15.9,1.8,3.9,34.7667000000,128.9000000000
거제도,22104,2021-12-23,,1022.8,42.0,11.5,15.5,1.8,3.6,34.7667000000,128.9000000000
거제도,22104,2021-12-24,,1018.9,60.0,10.6,15.1,2.0,6.3,34.7667000000,128.9000000000
거제도,22104,2021-12-25,,1025.4,51.0,1.9,15.0,3.0,8.7,34.7667000000,128.9000000000
거제도,22104,2021-12-26,,1030.7,50.0,1.2,14.9,2.9,8.7,34.7667000000,128.9000000000
거제도,22104,2021-12-27,,1029.6,53.0,1.8,15.3,3.4,6.5,34.7667000000,128.9000000000
거제도,22104,2021-12-28,,1027.0,58.0,7.2,15.1,2.7,5.6,34.7667000000,128.9000000000
거제도,22104,2021-12-29,,1019.9,58.0,9.4,14.8,1.8,7.3,34.7667000000,128.9000000000
거제도,22104,2021-12-30,,1022.3,51.0,5.5,14.4,2.9,8.3,34.7667000000,128.9000000000
거제도,22104,2021-12-31,,1027.7,43.0,3.3,14.8,2.8,7.3,34.7667000000,128.9000000000
거제도,22104,2022-01-01,,1028.6,40.0,4.7,14.4,2.6,4.4,34.7667000000,128.9000000000
거제도,22104,2022-01-02,,1025.1,45.0,8.1,14.6,2.2,4.3,34.7667000000,128.9000000000
거제도,22104,2022-01-03,,1024.0,44.0,7.4,15.5,1.4,6.0,34.7667000000,128.9000000000
거제도,22104,2022-01-04,,1025.3,50.0,7.9,15.9,1.2,3.9,34.7667000000,128.9000000000
거제도,22104,2022-01-05,,1024.8,65.0,8.6,15.9,2.6,7.4,34.7667000000,128.9000000000
거제도,22104,2022-01-06,,1024.9,51.0,8.9,16.1,2.2,7.9,34.7667000000,128.9000000000
거제도,22104,2022-01-07,,1027.5,51.0,8.4,15.7,1.9,4.8,34.7667000000,128.9000000000
거제도,22104,2022-01-08,,1022.7,42.0,9.0,15.5,1.5,4.2,34.7667000000,128.9000000000
거제도,22104,2022-01-09,,1020.9,58.0,8.5,15.5,1.5,4.9,34.7667000000,128.9000000000
거제도,22104,2022-01-10,,1018.3,67.0,9.5,16.1,1.5,5.4,34.7667000000,128.9000000000
거제도,22104,2022-01-11,,1015.5,52.0,4.6,15.6,2.5,9.1,34.7667000000,128.9000000000
거제도,22104,2022-01-12,,1019.6,51.0,2.0,15.0,2.6,7.8,34.7667000000,128.9000000000
거제도,22104,2022-01-13,,1018.4,49.0,2.5,15.0,3.6,8.6,34.7667000000,128.9000000000
거제도,22104,2022-01-14,,1023.8,43.0,3.3,14.8,4.0,6.3,34.7667000000,128.9000000000
거제도,22104,2022-01-15,,1022.0,49.0,8.0,14.7,3.1,3.3,34.7667000000,128.9000000000
거제도,22104,2022-01-16,,1022.0,55.0,7.9,14.5,2.1,7.8,34.7667000000,128.9000000000
거제도,22104,2022-01-17,,1024.7,48.0,4.1,14.1,1.7,6.5,34.7667000000,128.9000000000
거제도,22104,2022-01-18,,1025.9,40.0,3.1,14.3,1.9,6.7,34.7667000000,128.9000000000
거제도,22104,2022-01-19,,1022.5,49.0,4.9,14.5,2.2,6.3,34.7667000000,128.9000000000
거제도,22104,2022-01-20,,1025.4,52.0,4.4,14.7,4.2,7.1,34.7667000000,128.9000000000
거제도,22104,2022-01-21,,1029.1,56.0,6.8,14.7,3.2,4.6,34.7667000000,128.9000000000
거제도,22104,2022-01-22,,1025.5,64.0,9.9,14.8,2.6,4.2,34.7667000000,128.9000000000
거제도,22104,2022-01-23,,1019.1,71.0,11.5,14.9,2.8,6.9,34.7667000000,128.9000000000
거제도,22104,2022-01-24,,1020.5,67.0,8.9,14.4,4.9,11.2,34.7667000000,128.9000000000
거제도,22104,2022-01-25,,1020.7,67.0,9.0,14.0,2.2,5.1,34.7667000000,128.9000000000
거제도,22104,2022-01-26,,1022.5,54.0,8.1,13.7,1.4,6.9,34.7667000000,128.9000000000
거제도,22104,2022-01-27,,1021.7,51.0,8.3,13.6,1.1,4.8,34.7667000000,128.9000000000
거제도,22104,2022-01-28,,1021.0,39.0,7.1,13.8,1.7,7.2,34.7667000000,128.9000000000
거제도,22104,2022-01-29,,1018.5,41.0,5.9,14.4,1.8,8.1,34.7667000000,128.9000000000
거제도,22104,2022-01-30,,1018.7,42.0,5.8,14.7,1.7,6.9,34.7667000000,128.9000000000
거제도,22104,2022-01-31,,1022.7,43.0,6.0,14.3,2.0,7.7,34.7667000000,128.9000000000
거제도,22104,2022-02-01,,1023.8,54.0,6.0,14.0,1.9,8.5,34.7667000000,128.9000000000
거제도,22104,2022-02-02,,1025.7,53.0,4.5,13.7,1.5,5.6,34.7667000000,128.9000000000
거제도,22104,2022-02-03,,1024.1,49.0,5.0,13.5,2.1,7.8,34.7667000000,128.9000000000
거제도,22104,2022-02-04,,1022.5,49.0,3.7,12.8,2.1,8.5,34.7667000000,128.9000000000
거제도,22104,2022-02-05,,1023.9,49.0,1.6,12.7,1.7,7.6,34.7667000000,128.9000000000
거제도,22104,2022-02-06,,1027.0,49.0,2.4,12.9,2.0,7.4,34.7667000000,128.9000000000
거제도,22104,2022-02-07,,1026.1,45.0,3.9,13.1,1.7,6.0,34.7667000000,128.9000000000
거제도,22104,2022-02-08,,1025.1,44.0,6.2,13.7,1.4,6.4,34.7667000000,128.9000000000
거제도,22104,2022-02-09,,1023.8,56.0,8.1,13.7,1.7,5.9,34.7667000000,128.9000000000
거제도,22104,2022-02-10,,1020.6,48.0,9.3,14.1,2.1,5.7,34.7667000000,128.9000000000
거제도,22104,2022-02-11,,1024.4,46.0,8.8,14.5,1.7,5.1,34.7667000000,128.9000000000
거제도,22104,2022-02-12,,1023.5,55.0,10.1,13.8,2.1,6.4,34.7667000000,128.9000000000
거제도,22104,2022-02-13,,1019.5,72.0,10.4,13.0,3.5,9.9,34.7667000000,128.9000000000
거제도,22104,2022-02-14,,1018.8,68.0,10.3,13.0,3.4,6.6,34.7667000000,128.9000000000
거제도,22104,2022-02-15,,1018.3,55.0,4.8,13.2,2.2,8.8,34.7667000000,128.9000000000
거제도,22104,2022-02-16,,1021.1,51.0,0.8,12.5,2.7,7.8,34.7667000000,128.9000000000
거제도,22104,2022-02-17,,1026.1,42.0,0.0,12.4,3.1,6.6,34.7667000000,128.9000000000
거제도,22104,2022-02-18,,1028.2,61.0,5.8,12.4,4.2,7.0,34.7667000000,128.9000000000
거제도,22104,2022-02-19,,1020.5,56.0,7.5,12.7,2.7,5.9,34.7667000000,128.9000000000
거제도,22104,2022-02-20,,1023.1,43.0,2.1,12.9,2.4,9.1,34.7667000000,128.9000000000
거제도,22104,2022-02-21,,1029.7,46.0,1.9,12.9,2.4,-,34.7667000000,128.9000000000
거제도,22104,2022-02-22,,1029.6,46.0,2.6,12.8,2.7,-,34.7667000000,128.9000000000
거제도,22104,2022-02-23,,1029.2,44.0,2.7,12.8,2.6,-,34.7667000000,128.9000000000
거제도,22104,2022-02-24,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-02-25,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-02-26,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-02-27,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-02-28,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-01,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-02,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-03,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-04,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-05,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-06,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-07,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-08,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-09,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-10,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-11,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-12,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-13,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-14,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-15,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-16,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-17,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-18,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-19,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-20,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-21,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-22,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-23,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-24,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-25,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-26,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-27,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-28,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-29,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-30,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2022-03-31,,1022.2,82.0,12.2,14.2,3.7,10.3,34.7667000000,128.9000000000
거제도,22104,2022-04-01,,1028.2,57.0,11.1,14.6,3.3,8.8,34.7667000000,128.9000000000
거제도,22104,2022-04-02,,1027.1,59.0,11.8,14.1,1.7,3.5,34.7667000000,128.9000000000
거제도,22104,2022-04-03,,1027.3,63.0,12.7,14.4,0.9,3.6,34.7667000000,128.9000000000
거제도,22104,2022-04-04,,1027.1,71.0,13.0,13.8,0.9,4.0,34.7667000000,128.9000000000
거제도,22104,2022-04-05,,1021.8,68.0,12.9,13.5,2.3,6.9,34.7667000000,128.9000000000
거제도,22104,2022-04-06,,1020.0,59.0,14.3,14.7,1.5,4.4,34.7667000000,128.9000000000
거제도,22104,2022-04-07,,1016.6,73.0,14.9,15.9,1.6,5.6,34.7667000000,128.9000000000
거제도,22104,2022-04-08,,1019.9,71.0,15.0,16.0,1.5,4.7,34.7667000000,128.9000000000
거제도,22104,2022-04-09,,1017.5,88.0,14.9,15.2,1.1,5.5,34.7667000000,128.9000000000
거제도,22104,2022-04-10,,1018.1,94.0,15.5,15.0,0.6,3.3,34.7667000000,128.9000000000
거제도,22104,2022-04-11,,1015.0,95.0,15.8,14.5,1.3,1.9,34.7667000000,128.9000000000
거제도,22104,2022-04-12,,1012.0,99.0,16.1,15.3,1.3,3.9,34.7667000000,128.9000000000
거제도,22104,2022-04-13,,1014.7,89.0,13.9,15.3,5.6,11.9,34.7667000000,128.9000000000
거제도,22104,2022-04-14,,1016.1,85.0,12.9,15.5,5.4,13.8,34.7667000000,128.9000000000
거제도,22104,2022-04-15,,1016.1,69.0,12.7,15.3,5.7,11.5,34.7667000000,128.9000000000
거제도,22104,2022-04-16,,1017.5,62.0,12.8,15.4,4.0,6.0,34.7667000000,128.9000000000
거제도,22104,2022-04-17,,1018.0,68.0,14.2,15.1,1.7,3.7,34.7667000000,128.9000000000
거제도,22104,2022-04-18,,1017.1,68.0,15.3,16.0,1.0,4.0,34.7667000000,128.9000000000
거제도,22104,2022-04-19,,1016.8,60.0,16.3,15.8,0.5,3.5,34.7667000000,128.9000000000
거제도,22104,2022-04-20,,1016.4,69.0,15.7,15.0,0.6,3.6,34.7667000000,128.9000000000
거제도,22104,2022-04-21,,1014.0,84.0,14.9,15.3,0.6,3.1,34.7667000000,128.9000000000
거제도,22104,2022-04-22,,1012.9,90.0,14.7,14.2,1.2,6.8,34.7667000000,128.9000000000
거제도,22104,2022-04-23,,1012.9,90.0,15.2,14.0,1.4,4.8,34.7667000000,128.9000000000
거제도,22104,2022-04-24,,1011.0,90.0,16.6,16.2,0.9,4.3,34.7667000000,128.9000000000
거제도,22104,2022-04-25,,1011.3,95.0,16.4,15.7,0.9,2.8,34.7667000000,128.9000000000
거제도,22104,2022-04-26,,1003.2,99.0,16.5,14.9,4.3,5.8,34.7667000000,128.9000000000
거제도,22104,2022-04-27,,1014.2,79.0,16.2,15.1,3.2,7.5,34.7667000000,128.9000000000
거제도,22104,2022-04-28,,1016.5,78.0,15.6,15.0,4.2,8.6,34.7667000000,128.9000000000
거제도,22104,2022-04-29,,1014.6,78.0,13.2,15.1,6.1,10.1,34.7667000000,128.9000000000
거제도,22104,2022-04-30,,1017.4,73.0,14.3,16.1,4.5,5.3,34.7667000000,128.9000000000
거제도,22104,2022-05-01,,1013.4,60.0,15.2,15.1,1.8,5.0,34.7667000000,128.9000000000
거제도,22104,2022-05-02,,1013.8,66.0,14.9,15.3,3.0,6.1,34.7667000000,128.9000000000
거제도,22104,2022-05-03,,1020.0,78.0,14.2,15.5,2.1,5.5,34.7667000000,128.9000000000
거제도,22104,2022-05-04,,1020.6,85.0,15.2,14.9,1.2,5.2,34.7667000000,128.9000000000
거제도,22104,2022-05-05,,1019.9,87.0,16.3,15.2,0.9,3.0,34.7667000000,128.9000000000
거제도,22104,2022-05-06,,1016.7,88.0,17.7,16.1,1.4,2.1,34.7667000000,128.9000000000
