관측소명,관측소코드,관측일시,풍향,기압(hPa),습도(%),기온(℃),수온(℃),최대파고(m),풍속(m/s),위도,경도
거제도,22104,2020-03-14,,1014.3,36.0,8.9,12.5,2.1,7.7,34.7667000000,128.9000000000
거제도,22104,2020-03-15,,1010.9,49.0,9.3,12.8,3.1,9.4,34.7667000000,128.9000000000
거제도,22104,2020-03-16,,1021.1,51.0,6.9,12.8,2.7,7.4,34.7667000000,128.9000000000
거제도,22104,2020-03-17,,1016.3,68.0,11.4,13.5,3.3,11.0,34.7667000000,128.9000000000
거제도,22104,2020-03-18,,1015.4,62.0,12.5,14.8,1.9,5.1,34.7667000000,128.9000000000
거제도,22104,2020-03-19,,1008.4,70.0,13.2,14.8,3.6,9.5,34.7667000000,128.9000000000
거제도,22104,2020-03-20,,1015.0,50.0,10.9,13.8,2.5,8.3,34.7667000000,128.9000000000
거제도,22104,2020-03-21,,1013.5,79.0,14.0,14.3,2.1,7.7,34.7667000000,128.9000000000
거제도,22104,2020-03-22,,1012.3,81.0,13.5,15.0,3.4,7.7,34.7667000000,128.9000000000
거제도,22104,2020-03-23,,1016.3,59.0,13.1,15.0,2.1,6.0,34.7667000000,128.9000000000
거제도,22104,2020-03-24,,1020.6,60.0,12.7,14.5,2.5,6.5,34.7667000000,128.9000000000
거제도,22104,2020-03-25,,1021.7,61.0,13.7,14.6,1.0,2.5,34.7667000000,128.9000000000
거제도,22104,2020-03-26,,1016.9,89.0,15.0,14.7,2.3,4.9,34.7667000000,128.9000000000
거제도,22104,2020-03-27,,1011.2,94.0,14.1,15.5,3.3,7.0,34.7667000000,128.9000000000
거제도,22104,2020-03-28,,1018.2,73.0,11.2,15.1,3.9,9.9,34.7667000000,128.9000000000
거제도,22104,2020-03-29,,1021.0,64.0,11.2,15.0,3.0,8.3,34.7667000000,128.9000000000
거제도,22104,2020-03-30,,1020.3,65.0,12.4,15.1,2.0,6.1,34.7667000000,128.9000000000
거제도,22104,2020-03-31,,1016.6,74.0,13.4,15.4,1.9,6.4,34.7667000000,128.9000000000
거제도,22104,2020-04-01,,1012.5,61.0,13.5,15.5,1.7,5.8,34.7667000000,128.9000000000
거제도,22104,2020-04-02,,1021.2,51.0,12.1,15.1,3.0,5.2,34.7667000000,128.9000000000
거제도,22104,2020-04-03,,1019.9,56.0,13.4,15.1,1.2,5.4,34.7667000000,128.9000000000
거제도,22104,2020-04-04,,1017.3,57.0,13.0,14.9,3.6,7.8,34.7667000000,128.9000000000
거제도,22104,2020-04-05,,1021.3,45.0,10.3,14.1,2.7,4.9,34.7667000000,128.9000000000
거제도,22104,2020-04-06,,1019.8,58.0,12.1,14.4,1.6,4.4,34.7667000000,128.9000000000
거제도,22104,2020-04-07,,1015.0,60.0,13.9,14.9,1.8,5.9,34.7667000000,128.9000000000
거제도,22104,2020-04-08,,1016.5,55.0,13.6,15.7,2.4,6.4,34.7667000000,128.9000000000
거제도,22104,2020-04-09,,1021.1,55.0,12.3,15.2,2.0,5.5,34.7667000000,128.9000000000
거제도,22104,2020-04-10,,1025.2,59.0,11.8,14.3,2.6,6.5,34.7667000000,128.9000000000
거제도,22104,2020-04-11,,1019.7,70.0,11.3,14.7,1.5,2.2,34.7667000000,128.9000000000
거제도,22104,2020-04-12,,1010.1,75.0,11.3,14.8,6.5,11.6,34.7667000000,128.9000000000
거제도,22104,2020-04-13,,1011.3,53.0,11.3,14.5,6.9,8.8,34.7667000000,128.9000000000
거제도,22104,2020-04-14,,1015.9,64.0,13.7,14.7,6.9,5.1,34.7667000000,128.9000000000
거제도,22104,2020-04-15,,1014.5,69.0,14.0,14.3,2.4,6.0,34.7667000000,128.9000000000
거제도,22104,2020-04-16,,1018.8,72.0,13.3,14.2,2.8,9.4,34.7667000000,128.9000000000
거제도,22104,2020-04-17,,1014.3,86.0,13.7,14.3,3.1,5.2,34.7667000000,128.9000000000
거제도,22104,2020-04-18,,1015.3,76.0,13.7,14.5,2.9,5.1,34.7667000000,128.9000000000
거제도,22104,2020-04-19,,1013.5,82.0,13.5,14.8,2.9,8.9,34.7667000000,128.9000000000
거제도,22104,2020-04-20,,1010.1,78.0,13.7,15.1,2.8,7.8,34.7667000000,128.9000000000
거제도,22104,2020-04-21,,1014.0,46.0,12.9,14.6,2.7,8.2,34.7667000000,128.9000000000
거제도,22104,2020-04-22,,1015.8,44.0,10.1,14.1,3.2,8.7,34.7667000000,128.9000000000
거제도,22104,2020-04-23,,1015.8,50.0,10.5,14.0,2.1,7.0,34.7667000000,128.9000000000
거제도,22104,2020-04-24,,1016.3,52.0,11.5,13.9,2.8,8.9,34.7667000000,128.9000000000
거제도,22104,2020-04-25,,1013.8,77.0,14.8,14.5,4.8,9.4,34.7667000000,128.9000000000
거제도,22104,2020-04-26,,1016.8,66.0,13.9,14.7,3.5,5.9,34.7667000000,128.9000000000
거제도,22104,2020-04-27,,1019.4,68.0,13.6,14.8,1.7,5.0,34.7667000000,128.9000000000
거제도,22104,2020-04-28,,1020.4,63.0,13.9,14.6,2.2,6.3,34.7667000000,128.9000000000
거제도,22104,2020-04-29,,1019.6,74.0,14.3,14.6,1.6,4.8,34.7667000000,128.9000000000
거제도,22104,2020-04-30,,1017.9,85.0,15.3,15.0,1.3,5.1,34.7667000000,128.9000000000
거제도,22104,2020-05-01,,1015.5,93.0,15.9,15.3,1.5,5.9,34.7667000000,128.9000000000
거제도,22104,2020-05-02,,1013.2,96.0,15.4,15.2,1.2,3.9,34.7667000000,128.9000000000
거제도,22104,2020-05-03,,1007.2,94.0,15.8,15.3,1.6,3.3,34.7667000000,128.9000000000
거제도,22104,2020-05-04,,1007.5,94.0,16.4,16.3,2.5,5.2,34.7667000000,128.9000000000
거제도,22104,2020-05-05,,1012.2,88.0,15.1,15.4,3.2,6.4,34.7667000000,128.9000000000
거제도,22104,2020-05-06,,1013.0,86.0,15.5,15.5,4.3,9.0,34.7667000000,128.9000000000
거제도,22104,2020-05-07,,1018.3,79.0,14.8,15.7,3.4,10.5,34.7667000000,128.9000000000
거제도,22104,2020-05-08,,1016.4,85.0,15.8,16.3,2.9,4.9,34.7667000000,128.9000000000
거제도,22104,2020-05-09,,1008.2,91.0,16.5,16.1,4.7,7.7,34.7667000000,128.9000000000
거제도,22104,2020-05-10,,1006.3,88.0,15.4,15.5,3.1,7.9,34.7667000000,128.9000000000
거제도,22104,2020-05-11,,1007.9,83.0,16.0,15.7,1.4,5.7,34.7667000000,128.9000000000
거제도,22104,2020-05-12,,1005.6,80.0,15.5,15.3,3.0,9.2,34.7667000000,128.9000000000
거제도,22104,2020-05-13,,1015.5,69.0,15.6,15.3,2.5,5.4,34.7667000000,128.9000000000
거제도,22104,2020-05-14,,1017.3,83.0,16.6,16.3,0.8,1.8,34.7667000000,128.9000000000
거제도,22104,2020-05-15,,1011.1,91.0,16.3,16.0,3.4,4.4,34.7667000000,128.9000000000
거제도,22104,2020-05-16,,1006.5,96.0,16.0,16.5,1.8,3.0,34.7667000000,128.9000000000
거제도,22104,2020-05-17,,1006.6,94.0,16.8,17.2,1.3,2.2,34.7667000000,128.9000000000
거제도,22104,2020-05-18,,1001.3,95.0,16.5,16.7,1.3,4.4,34.7667000000,128.9000000000
거제도,22104,2020-05-19,,1000.0,75.0,16.1,16.2,3.7,8.5,34.7667000000,128.9000000000
거제도,22104,2020-05-20,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2020-05-21,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2020-05-22,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2020-05-23,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2020-05-24,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2020-05-25,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2020-05-26,,1008.4,92.0,16.6,17.0,1.2,4.3,34.7667000000,128.9000000000
거제도,22104,2020-05-27,,1008.2,79.0,18.0,17.8,1.4,2.9,34.7667000000,128.9000000000
거제도,22104,2020-05-28,,1009.2,88.0,16.9,17.4,1.4,3.7,34.7667000000,128.9000000000
거제도,22104,2020-05-29,,1014.9,88.0,17.5,17.7,1.0,3.2,34.7667000000,128.9000000000
거제도,22104,2020-05-30,,1017.4,90.0,17.8,17.9,1.1,4.7,34.7667000000,128.9000000000
거제도,22104,2020-05-31,,1012.6,90.0,17.7,18.3,0.9,1.8,34.7667000000,128.9000000000
거제도,22104,2020-06-01,,1009.1,88.0,18.7,18.4,1.2,4.9,34.7667000000,128.9000000000
거제도,22104,2020-06-02,,1008.2,81.0,18.7,18.8,0.9,3.7,34.7667000000,128.9000000000
거제도,22104,2020-06-03,,1005.2,94.0,18.7,18.9,1.0,3.8,34.7667000000,128.9000000000
거제도,22104,2020-06-04,,1004.3,93.0,18.8,18.7,1.2,6.1,34.7667000000,128.9000000000
거제도,22104,2020-06-05,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2020-06-06,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2020-06-07,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2020-06-08,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2020-06-09,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2020-06-10,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2020-06-11,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2020-06-12,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2020-06-13,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2020-06-14,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2020-06-15,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2020-06-16,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2020-06-17,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2020-06-18,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2020-06-19,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2020-06-20,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2020-06-21,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2020-06-22,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2020-06-23,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2020-06-24,,-,-,-,22.7,2.6,4.5,34.7667000000,128.9000000000
거제도,22104,2020-06-25,,1003.3,-,-,21.3,2.6,4.8,34.7667000000,128.9000000000
거제도,22104,2020-06-26,,1006.6,-,-,21.0,1.6,6.6,34.7667000000,128.9000000000
거제도,22104,2020-06-27,,1005.1,-,-,21.6,1.3,1.6,34.7667000000,128.9000000000
거제도,22104,2020-06-28,,1004.2,-,-,22.3,1.7,2.4,34.7667000000,128.9000000000
거제도,22104,2020-06-29,,1003.5,-,-,22.4,3.5,5.2,34.7667000000,128.9000000000
거제도,22104,2020-06-30,,993.8,-,-,19.4,6.3,11.4,34.7667000000,128.9000000000
거제도,22104,2020-07-01,,1004.3,-,-,19.8,2.7,4.4,34.7667000000,128.9000000000
거제도,22104,2020-07-02,,1011.4,-,-,20.6,2.2,2.7,34.7667000000,128.9000000000
거제도,22104,2020-07-03,,1010.1,-,-,20.7,2.5,8.0,34.7667000000,128.9000000000
거제도,22104,2020-07-04,,1007.3,-,-,20.6,2.4,4.7,34.7667000000,128.9000000000
거제도,22104,2020-07-05,,1005.3,-,-,21.7,1.7,1.3,34.7667000000,128.9000000000
거제도,22104,2020-07-06,,1002.0,-,-,21.6,2.2,2.4,34.7667000000,128.9000000000
거제도,22104,2020-07-07,,1004.4,-,-,21.2,2.8,4.1,34.7667000000,128.9000000000
거제도,22104,2020-07-08,,1005.1,-,-,21.1,2.1,2.9,34.7667000000,128.9000000000
거제도,22104,2020-07-09,,1005.1,-,-,-,-,6.5,34.7667000000,128.9000000000
거제도,22104,2020-07-10,,1001.4,-,-,20.3,5.3,6.2,34.7667000000,128.9000000000
거제도,22104,2020-07-11,,1007.3,-,-,20.3,3.4,5.1,34.7667000000,128.9000000000
거제도,22104,2020-07-12,,1010.6,-,-,20.5,3.5,7.7,34.7667000000,128.9000000000
거제도,22104,2020-07-13,,1003.3,-,-,22.3,4.6,7.2,34.7667000000,128.9000000000
거제도,22104,2020-07-14,,1003.1,-,-,21.7,3.4,5.5,34.7667000000,128.9000000000
거제도,22104,2020-07-15,,1006.0,-,-,21.3,2.8,6.5,34.7667000000,128.9000000000
거제도,22104,2020-07-16,,1007.4,-,-,21.8,2.9,5.3,34.7667000000,128.9000000000
거제도,22104,2020-07-17,,1009.2,-,-,21.6,1.8,6.0,34.7667000000,128.9000000000
거제도,22104,2020-07-18,,1010.2,-,-,21.9,1.4,4.8,34.7667000000,128.9000000000
거제도,22104,2020-07-19,,1008.8,-,-,21.9,1.7,4.2,34.7667000000,128.9000000000
거제도,22104,2020-07-20,,1008.6,-,-,21.8,3.3,6.7,34.7667000000,128.9000000000
거제도,22104,2020-07-21,,1011.8,-,-,22.0,2.3,3.6,34.7667000000,128.9000000000
거제도,22104,2020-07-22,,1010.3,-,-,21.6,1.3,2.1,34.7667000000,128.9000000000
거제도,22104,2020-07-23,,1006.6,95.0,21.2,21.2,3.2,6.2,34.7667000000,128.9000000000
거제도,22104,2020-07-24,,999.1,88.0,21.5,20.9,3.8,6.9,34.7667000000,128.9000000000
거제도,22104,2020-07-25,,1002.9,91.0,20.2,20.4,3.2,6.0,34.7667000000,128.9000000000
거제도,22104,2020-07-26,,1008.2,89.0,21.9,22.1,1.7,1.9,34.7667000000,128.9000000000
거제도,22104,2020-07-27,,1008.7,95.0,21.8,21.9,2.1,4.9,34.7667000000,128.9000000000
거제도,22104,2020-07-28,,1011.0,95.0,21.9,21.9,2.3,4.9,34.7667000000,128.9000000000
거제도,22104,2020-07-29,,1013.5,95.0,22.0,22.4,1.2,1.9,34.7667000000,128.9000000000
거제도,22104,2020-07-30,,1014.8,91.0,22.6,23.0,0.9,3.3,34.7667000000,128.9000000000
거제도,22104,2020-07-31,,1014.0,94.0,23.6,23.6,0.9,4.3,34.7667000000,128.9000000000
거제도,22104,2020-08-01,,1012.3,94.0,23.7,23.7,0.8,4.1,34.7667000000,128.9000000000
거제도,22104,2020-08-02,,1011.1,95.0,24.3,24.4,1.0,4.0,34.7667000000,128.9000000000
거제도,22104,2020-08-03,,1011.3,94.0,24.2,24.5,1.3,3.6,34.7667000000,128.9000000000
거제도,22104,2020-08-04,,1013.7,93.0,25.1,24.6,2.5,2.6,34.7667000000,128.9000000000
거제도,22104,2020-08-05,,1014.3,93.0,25.6,24.3,3.3,4.9,34.7667000000,128.9000000000
거제도,22104,2020-08-06,,1009.8,93.0,23.6,22.0,3.1,6.6,34.7667000000,128.9000000000
거제도,22104,2020-08-07,,1007.6,94.0,23.5,22.8,2.2,5.1,34.7667000000,128.9000000000
거제도,22104,2020-08-08,,1005.2,93.0,24.3,22.9,3.1,6.1,34.7667000000,128.9000000000
거제도,22104,2020-08-09,,1007.1,92.0,24.1,23.2,2.9,5.6,34.7667000000,128.9000000000
거제도,22104,2020-08-10,,1005.4,92.0,23.2,22.8,6.8,6.4,34.7667000000,128.9000000000
거제도,22104,2020-08-11,,1011.5,94.0,23.4,22.6,3.7,5.0,34.7667000000,128.9000000000
거제도,22104,2020-08-12,,1013.7,95.0,24.3,23.4,2.8,5.3,34.7667000000,128.9000000000
거제도,22104,2020-08-13,,1011.7,95.0,24.9,24.6,2.2,4.4,34.7667000000,128.9000000000
거제도,22104,2020-08-14,,1008.7,93.0,25.1,25.2,1.7,5.6,34.7667000000,128.9000000000
거제도,22104,2020-08-15,,1010.0,93.0,25.3,25.2,1.6,6.4,34.7667000000,128.9000000000
거제도,22104,2020-08-16,,1011.7,93.0,25.3,24.9,0.9,5.2,34.7667000000,128.9000000000
거제도,22104,2020-08-17,,1013.1,91.0,25.0,25.4,0.7,3.7,34.7667000000,128.9000000000
거제도,22104,2020-08-18,,1012.2,89.0,26.1,26.4,0.6,3.0,34.7667000000,128.9000000000
거제도,22104,2020-08-19,,1010.4,86.0,26.3,26.6,0.6,3.0,34.7667000000,128.9000000000
거제도,22104,2020-08-20,,1011.7,85.0,26.2,27.4,0.7,2.6,34.7667000000,128.9000000000
거제도,22104,2020-08-21,,1014.1,85.0,25.5,26.3,1.9,6.5,34.7667000000,128.9000000000
거제도,22104,2020-08-22,,1012.4,83.0,26.3,27.2,2.4,7.4,34.7667000000,128.9000000000
거제도,22104,2020-08-23,,1008.5,82.0,26.3,27.3,1.1,2.5,34.7667000000,128.9000000000
거제도,22104,2020-08-24,,1006.2,86.0,25.8,27.0,2.0,1.6,34.7667000000,128.9000000000
거제도,22104,2020-08-25,,1005.3,90.0,27.2,27.4,4.1,3.6,34.7667000000,128.9000000000
거제도,22104,2020-08-26,,1003.7,80.0,28.6,27.5,7.3,6.2,34.7667000000,128.9000000000
거제도,22104,2020-08-27,,1005.2,88.0,26.3,25.2,6.1,7.3,34.7667000000,128.9000000000
거제도,22104,2020-08-28,,1008.4,89.0,25.0,26.2,2.5,3.2,34.7667000000,128.9000000000
거제도,22104,2020-08-29,,1010.4,89.0,26.0,26.7,1.5,1.7,34.7667000000,128.9000000000
거제도,22104,2020-08-30,,1010.9,86.0,27.1,28.3,2.4,4.1,34.7667000000,128.9000000000
거제도,22104,2020-08-31,,1011.6,79.0,26.1,28.4,4.9,10.6,34.7667000000,128.9000000000
거제도,22104,2020-09-01,,1008.5,84.0,25.9,27.9,4.0,9.8,34.7667000000,128.9000000000
거제도,22104,2020-09-02,,995.7,82.0,27.8,28.4,10.5,13.3,34.7667000000,128.9000000000
거제도,22104,2020-09-03,,997.1,80.0,25.5,26.9,13.0,14.2,34.7667000000,128.9000000000
거제도,22104,2020-09-04,,1013.5,67.0,24.7,26.7,2.0,4.1,34.7667000000,128.9000000000
거제도,22104,2020-09-05,,1013.7,79.0,20.6,24.4,2.2,6.9,34.7667000000,128.9000000000
거제도,22104,2020-09-06,,1003.2,85.0,22.0,23.3,6.1,12.7,34.7667000000,128.9000000000
거제도,22104,2020-09-07,,988.7,84.0,23.3,23.4,10.2,16.3,34.7667000000,128.9000000000
거제도,22104,2020-09-08,,1012.1,89.0,23.3,23.2,3.6,6.6,34.7667000000,128.9000000000
거제도,22104,2020-09-09,,1011.4,88.0,23.3,23.5,1.9,4.2,34.7667000000,128.9000000000
거제도,22104,2020-09-10,,1009.4,84.0,23.1,24.4,1.0,2.7,34.7667000000,128.9000000000
거제도,22104,2020-09-11,,1012.6,89.0,23.3,24.5,3.2,7.9,34.7667000000,128.9000000000
거제도,22104,2020-09-12,,1012.6,78.0,21.8,24.0,4.0,9.1,34.7667000000,128.9000000000
거제도,22104,2020-09-13,,1015.4,75.0,20.9,23.9,4.0,6.4,34.7667000000,128.9000000000
거제도,22104,2020-09-14,,1014.4,75.0,22.4,24.2,3.0,2.5,34.7667000000,128.9000000000
거제도,22104,2020-09-15,,1013.2,79.0,22.9,24.2,2.3,4.2,34.7667000000,128.9000000000
거제도,22104,2020-09-16,,1010.2,87.0,22.4,24.3,1.7,3.1,34.7667000000,128.9000000000
거제도,22104,2020-09-17,,1010.5,81.0,21.6,24.4,1.2,3.0,34.7667000000,128.9000000000
거제도,22104,2020-09-18,,1013.9,69.0,21.2,24.2,0.9,4.2,34.7667000000,128.9000000000
거제도,22104,2020-09-19,,1016.3,61.0,22.6,24.5,0.8,4.5,34.7667000000,128.9000000000
거제도,22104,2020-09-20,,1016.3,49.0,22.7,25.0,0.8,4.7,34.7667000000,128.9000000000
거제도,22104,2020-09-21,,1017.2,62.0,20.6,25.2,2.5,6.8,34.7667000000,128.9000000000
거제도,22104,2020-09-22,,1016.2,66.0,21.4,24.7,4.2,11.8,34.7667000000,128.9000000000
거제도,22104,2020-09-23,,1014.9,75.0,21.4,23.4,4.6,12.6,34.7667000000,128.9000000000
거제도,22104,2020-09-24,,1012.4,73.0,21.1,22.8,4.3,11.6,34.7667000000,128.9000000000
거제도,22104,2020-09-25,,1010.1,70.0,21.0,22.7,3.6,8.5,34.7667000000,128.9000000000
거제도,22104,2020-09-26,,1014.1,67.0,20.9,22.9,3.9,8.8,34.7667000000,128.9000000000
거제도,22104,2020-09-27,,1017.2,72.0,20.4,22.7,4.2,10.1,34.7667000000,128.9000000000
거제도,22104,2020-09-28,,1016.2,69.0,19.5,22.2,3.3,8.9,34.7667000000,128.9000000000
거제도,22104,2020-09-29,,1010.7,72.0,20.0,22.3,2.1,5.4,34.7667000000,128.9000000000
거제도,22104,2020-09-30,,1009.7,71.0,20.8,22.6,2.8,7.3,34.7667000000,128.9000000000
거제도,22104,2020-10-01,,1014.0,73.0,20.2,22.5,1.8,5.9,34.7667000000,128.9000000000
거제도,22104,2020-10-02,,1015.4,76.0,20.4,22.6,1.4,4.0,34.7667000000,128.9000000000
거제도,22104,2020-10-03,,1014.8,78.0,21.5,22.9,0.7,2.8,34.7667000000,128.9000000000
거제도,22104,2020-10-04,,1011.4,72.0,21.9,22.6,1.1,4.4,34.7667000000,128.9000000000
거제도,22104,2020-10-05,,1015.3,46.0,18.5,22.4,2.2,8.9,34.7667000000,128.9000000000
거제도,22104,2020-10-06,,1020.2,57.0,17.7,22.4,1.8,6.6,34.7667000000,128.9000000000
거제도,22104,2020-10-07,,1022.9,68.0,19.5,22.3,4.9,11.3,34.7667000000,128.9000000000
거제도,22104,2020-10-08,,1022.4,65.0,19.7,22.3,7.5,15.3,34.7667000000,128.9000000000
거제도,22104,2020-10-09,,1019.4,65.0,19.3,21.7,8.0,15.1,34.7667000000,128.9000000000
거제도,22104,2020-10-10,,1017.6,68.0,18.6,21.7,5.3,9.8,34.7667000000,128.9000000000
거제도,22104,2020-10-11,,1015.5,68.0,18.4,21.5,3.3,7.2,34.7667000000,128.9000000000
거제도,22104,2020-10-12,,1014.1,67.0,19.9,21.6,1.7,2.8,34.7667000000,128.9000000000
거제도,22104,2020-10-13,,1018.3,58.0,18.4,21.5,1.4,6.2,34.7667000000,128.9000000000
거제도,22104,2020-10-14,,1022.9,45.0,17.7,21.3,1.9,5.9,34.7667000000,128.9000000000
거제도,22104,2020-10-15,,1023.0,56.0,17.6,21.2,3.0,6.9,34.7667000000,128.9000000000
거제도,22104,2020-10-16,,1022.3,68.0,17.2,21.2,2.2,5.8,34.7667000000,128.9000000000
거제도,22104,2020-10-17,,1021.9,56.0,17.3,21.3,1.2,4.2,34.7667000000,128.9000000000
거제도,22104,2020-10-18,,-,-,-,-,-,-,34.7667000000,128.9000000000
거제도,22104,2020-10-19,,1024.0,56.0,18.3,20.9,1.3,6.2,34.7667000000,128.9000000000
거제도,22104,2020-10-20,,1025.0,66.0,18.2,21.1,2.0,7.1,34.7667000000,128.9000000000
거제도,22104,2020-10-21,,1019.0,70.0,17.9,20.9,1.4,4.6,34.7667000000,128.9000000000
거제도,22104,2020-10-22,,1011.7,73.0,16.7,20.7,1.6,6.1,34.7667000000,128.9000000000
거제도,22104,2020-10-23,,1012.2,49.0,14.4,20.5,2.1,8.0,34.7667000000,128.9000000000
거제도,22104,2020-10-24,,1016.8,46.0,13.8,20.4,2.2,7.4,34.7667000000,128.9000000000
거제도,22104,2020-10-25,,1019.0,53.0,14.7,20.2,1.8,4.9,34.7667000000,128.9000000000
거제도,22104,2020-10-26,,1018.9,52.0,16.9,21.0,1.3,3.7,34.7667000000,128.9000000000
거제도,22104,2020-10-27,,1020.1,62.0,17.3,19.7,0.9,3.2,34.7667000000,128.9000000000
거제도,22104,2020-10-28,,1020.8,59.0,18.1,20.6,1.2,3.9,34.7667000000,128.9000000000
거제도,22104,2020-10-29,,1021.7,52.0,16.0,19.4,1.6,5.9,34.7667000000,128.9000000000
거제도,22104,2020-10-30,,1023.6,63.0,15.4,20.2,4.3,9.4,34.7667000000,128.9000000000
거제도,22104,2020-10-31,,1025.0,57.0,16.0,20.9,3.2,5.8,34.7667000000,128.9000000000
거제도,22104,2020-11-01,,1020.9,68.0,16.7,19.6,1.6,2.6,34.7667000000,128.9000000000
거제도,22104,2020-11-02,,1019.2,59.0,15.4,18.7,0.9,4.5,34.7667000000,128.9000000000
거제도,22104,2020-11-03,,1019.1,43.0,11.9,18.9,1.8,7.5,34.7667000000,128.9000000000
거제도,22104,2020-11-04,,1023.7,47.0,10.9,19.1,1.6,6.7,34.7667000000,128.9000000000
거제도,22104,2020-11-05,,1026.5,48.0,13.4,18.4,1.1,3.8,34.7667000000,128.9000000000
거제도,22104,2020-11-06,,1022.1,64.0,16.3,19.0,0.8,1.7,34.7667000000,128.9000000000
거제도,22104,2020-11-07,,1017.4,69.0,17.8,20.1,1.3,4.2,34.7667000000,128.9000000000
거제도,22104,2020-11-08,,1019.8,41.0,15.8,19.3,2.1,6.7,34.7667000000,128.9000000000
거제도,22104,2020-11-09,,1023.7,41.0,11.1,19.0,2.1,8.7,34.7667000000,128.9000000000
거제도,22104,2020-11-10,,1026.8,46.0,12.8,18.5,1.5,5.1,34.7667000000,128.9000000000
거제도,22104,2020-11-11,,1031.0,49.0,13.2,17.7,1.4,5.8,34.7667000000,128.9000000000
거제도,22104,2020-11-12,,1029.4,66.0,15.1,17.8,1.7,5.1,34.7667000000,128.9000000000
거제도,22104,2020-11-13,,1027.0,60.0,15.4,17.8,1.5,5.1,34.7667000000,128.9000000000
거제도,22104,2020-11-14,,1028.4,66.0,15.7,17.8,2.4,7.9,34.7667000000,128.9000000000
거제도,22104,2020-11-15,,1026.6,67.0,15.6,17.7,1.8,5.2,34.7667000000,128.9000000000
거제도,22104,2020-11-16,,1025.2,71.0,16.3,17.7,2.2,5.8,34.7667000000,128.9000000000
거제도,22104,2020-11-17,,1024.8,81.0,17.5,17.9,1.9,4.9,34.7667000000,128.9000000000
거제도,22104,2020-11-18,,1019.6,88.0,17.8,17.9,2.0,2.5,34.7667000000,128.9000000000
거제도,22104,2020-11-19,,1009.7,85.0,19.0,18.2,5.2,10.0,34.7667000000,128.9000000000
거제도,22104,2020-11-20,,1015.1,61.0,13.5,17.6,2.7,6.5,34.7667000000,128.9000000000
거제도,22104,2020-11-21,,1022.1,68.0,12.4,18.5,3.4,8.4,34.7667000000,128.9000000000
거제도,22104,2020-11-22,,1019.9,71.0,12.6,19.1,3.3,5.9,34.7667000000,128.9000000000
거제도,22104,2020-11-23,,1024.3,53.0,10.0,19.2,2.0,7.8,34.7667000000,128.9000000000
거제도,22104,2020-11-24,,1025.7,50.0,10.0,16.9,2.0,4.6,34.7667000000,128.9000000000
거제도,22104,2020-11-25,,1024.4,48.0,11.8,19.8,1.5,6.9,34.7667000000,128.9000000000
거제도,22104,2020-11-26,,1024.8,53.0,12.1,18.7,1.6,5.0,34.7667000000,128.9000000000
거제도,22104,2020-11-27,,1022.7,55.0,11.0,18.6,2.1,6.5,34.7667000000,128.9000000000
거제도,22104,2020-11-28,,1025.6,49.0,6.4,19.5,3.8,8.7,34.7667000000,128.9000000000
거제도,22104,2020-11-29,,1027.5,54.0,7.4,19.3,2.5,6.8,34.7667000000,128.9000000000
거제도,22104,2020-11-30,,1032.0,51.0,7.5,18.7,1.8,8.1,34.7667000000,128.9000000000
거제도,22104,2020-12-01,,1032.1,55.0,8.7,18.1,1.9,6.8,34.7667000000,128.9000000000
거제도,22104,2020-12-02,,1027.2,50.0,9.7,17.3,1.9,7.5,34.7667000000,128.9000000000
거제도,22104,2020-12-03,,1026.5,48.0,8.8,17.7,1.9,8.3,34.7667000000,128.9000000000
거제도,22104,2020-12-04,,1027.3,41.0,6.9,16.8,2.1,7.1,34.7667000000,128.9000000000
