date,감천항_정점명,감천항_정점코드,감천항_유속(cm/s),감천항_유향(deg),감천항_수온(℃),감천항_염분(PSU),감천항_유의파고(m),감천항_유의파주기(sec),감천항_최대파고(m),감천항_최대파주기(sec),감천항_풍속(m/s),감천항_풍향(deg),감천항_기온(℃),감천항_기압(hPa),감천항_시정(m),부산항_정점명,부산항_정점코드,부산항_유속(cm/s),부산항_유향(deg),부산항_수온(℃),부산항_염분(PSU),부산항_유의파고(m),부산항_유의파주기(sec),부산항_최대파고(m),부산항_최대파주기(sec),부산항_풍속(m/s),부산항_풍향(deg),부산항_기온(℃),부산항_기압(hPa),부산항_시정(m),sensor_temp_mean
2016-01-25,,,7.6218309859154925,9.04225352112676,35.17857142857143,32.07887323943662,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,35.17857142857143
2016-01-26,,,7.126950354609929,9.390070921985815,50.4375,31.95886524822695,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,50.4375
2016-01-27,,,7.766901408450705,10.0,44.432432432432435,31.820422535211268,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,44.432432432432435
2016-01-28,,,5.379710144927536,10.130434782608695,38.8,31.597826086956523,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,38.8
2016-01-29,,,5.254929577464789,11.014084507042254,47.707317073170735,31.2056338028169,0.6,,0.8,,,,,,,,,,,,,,,,,,,,,,47.707317073170735
2016-01-30,,,4.920289855072464,11.195652173913043,44.21153846153846,30.693478260869565,0.6,,0.8,,,,,,,,,,,,,,,,,,,,,,44.21153846153846
2016-01-31,,,2.0,11.0,,30.4,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,
2016-02-01,,,5.390780141843972,10.609929078014185,49.785714285714285,32.258156028368795,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,49.785714285714285
2016-02-02,,,5.045323741007194,10.172661870503598,45.19512195121951,32.17625899280576,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,45.19512195121951
2016-02-03,,,4.667361111111111,10.131944444444445,44.30769230769231,31.90277777777778,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,44.30769230769231
2016-02-04,,,4.618439716312057,10.666666666666666,44.265306122448976,31.51985815602837,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,44.265306122448976
2016-02-05,,,4.606993006993006,11.0,48.97872340425532,31.072027972027975,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,48.97872340425532
2016-02-06,,,5.965248226950354,10.72340425531915,45.61538461538461,30.73829787234043,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,45.61538461538461
2016-02-07,,,7.409722222222222,10.13888888888889,41.46666666666667,30.53194444444445,0.4,,0.6,,,,,,,,,,,,,,,,,,,,,,41.46666666666667
2016-02-08,,,11.504255319148935,10.184397163120567,44.28358208955224,30.26241134751773,0.3,,0.4,,,,,,,,,,,,,,,,,,,,,,44.28358208955224
2016-02-09,,,10.475714285714284,10.414285714285715,56.4,29.964285714285715,0.3,,0.5,,,,,,,,,,,,,,,,,,,,,,56.4
2016-02-10,,,11.902112676056337,10.02112676056338,38.027027027027025,29.48661971830986,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,38.027027027027025
2016-02-11,,,9.10212765957447,10.01418439716312,36.333333333333336,28.99432624113475,0.3,,0.4,,,,,,,,,,,,,,,,,,,,,,36.333333333333336
2016-02-14,,,7.384615384615385,11.0,45.8,26.18881118881119,0.4,,0.6,,,,,,,,,,,,,,,,,,,,,,45.8
2016-02-15,,,5.222535211267606,11.0,50.371428571428574,25.092805755395684,0.2,,0.4,,,,,,,,,,,,,,,,,,,,,,50.371428571428574
2016-02-16,,,4.356643356643357,11.0,41.483870967741936,24.374825174825173,0.3,,0.4,,,,,,,,,,,,,,,,,,,,,,41.483870967741936
2016-02-17,,,4.650354609929078,11.0,54.535714285714285,23.53687943262411,0.3,,0.4,,,,,,,,,,,,,,,,,,,,,,54.535714285714285
2016-02-18,,,4.503496503496503,11.0,49.76470588235294,22.664335664335663,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,49.76470588235294
2016-02-19,,,4.414184397163121,11.0,41.717948717948715,25.400000000000002,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,41.717948717948715
2016-02-20,,,4.561151079136691,11.0,42.59375,27.792805755395683,0.2,,0.4,,,,,,,,,,,,,,,,,,,,,,42.59375
2016-02-21,,,4.835714285714285,11.0,43.8125,27.60571428571429,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,43.8125
2016-02-22,,,5.1457746478873245,11.0,36.63461538461539,27.504929577464786,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,36.63461538461539
2016-02-23,,,5.6387323943661976,11.0,57.69565217391305,27.585915492957746,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,57.69565217391305
2016-02-24,,,6.134883720930232,11.0,38.58064516129032,27.88294573643411,0.3,,0.4,,,,,,,,,,,,,,,,,,,,,,38.58064516129032
2016-02-25,,,5.276404494382023,11.0,38.56521739130435,28.76067415730337,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,38.56521739130435
2016-02-26,,,5.745360824742267,11.0,43.89655172413793,28.7659793814433,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,43.89655172413793
2016-02-27,,,5.3847826086956525,11.0,54.22222222222222,29.053623188405798,0.3,,0.5,,,,,,,,,,,,,,,,,,,,,,54.22222222222222
2016-02-28,,,4.23021582733813,11.354609929078014,56.54545454545455,28.7,0.3,,0.4,,,,,,,,,,,,,,,,,,,,,,56.54545454545455
2016-03-01,,,5.222142857142857,11.0,48.07692307692308,28.728571428571428,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,48.07692307692308
2016-03-02,,,0.6,11.0,3.0,29.5,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,3.0
2016-03-03,,,5.443262411347518,11.0,51.32142857142857,29.46808510638298,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,51.32142857142857
2016-03-04,,,5.145833333333333,11.0,65.19047619047619,29.248611111111114,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,65.19047619047619
2016-03-05,,,4.069718309859155,11.0,45.5,29.04718309859155,0.4,,0.5,,,,,,,,,,,,,,,,,,,,,,45.5
2016-03-06,,,6.809859154929577,11.169014084507042,54.44444444444444,29.08943661971831,0.4,,0.6,,,,,,,,,,,,,,,,,,,,,,54.44444444444444
2016-03-07,,,6.621276595744681,12.0,40.27777777777778,28.68794326241135,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,40.27777777777778
2016-03-08,,,7.6006993006993016,12.0,58.76923076923077,28.36923076923077,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,58.76923076923077
2016-03-09,,,9.468571428571428,12.0,52.63157894736842,28.34,0.4,,0.6,,,,,,,,,,,,,,,,,,,,,,52.63157894736842
2016-03-10,,,7.5282608695652184,12.0,49.074074074074076,28.056521739130435,0.3,,0.5,,,,,,,,,,,,,,,,,,,,,,49.074074074074076
2016-03-11,,,7.656934306569343,12.0,46.36666666666667,27.67173913043478,0.2,,0.4,,,,,,,,,,,,,,,,,,,,,,46.36666666666667
2016-03-12,,,6.614084507042254,12.0,54.25714285714286,27.32183098591549,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,54.25714285714286
2016-03-13,,,5.668749999999999,12.0,56.714285714285715,26.995833333333334,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,56.714285714285715
2016-03-14,,,5.424647887323943,12.0,46.535714285714285,26.61338028169014,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,46.535714285714285
2016-03-15,,,6.0680555555555555,12.0,49.05128205128205,26.852083333333333,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,49.05128205128205
2016-03-16,,,4.998571428571428,12.0,50.608695652173914,27.487857142857145,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,50.608695652173914
2016-03-17,,,4.373239436619718,12.0,43.638888888888886,27.265492957746478,0.1,,0.2,,,,,,,,,,,,,,,,,,,,,,43.638888888888886
2016-03-18,,,5.071328671328672,12.0,46.266666666666666,26.572727272727274,0.3,,0.5,,,,,,,,,,,,,,,,,,,,,,46.266666666666666
2016-03-19,,,4.840714285714286,12.0,53.42857142857143,25.88142857142857,0.3,,0.5,,,,,,,,,,,,,,,,,,,,,,53.42857142857143
2016-03-20,,,5.494890510948904,12.0,57.23529411764706,25.41751824817518,0.3,,0.4,,,,,,,,,,,,,,,,,,,,,,57.23529411764706
2016-03-21,,,4.929285714285714,12.0,43.77142857142857,24.91,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,43.77142857142857
2016-03-22,,,5.4886524822695035,12.063829787234043,59.083333333333336,25.00212765957447,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,59.083333333333336
2016-03-23,,,6.800000000000001,12.430555555555555,67.02857142857142,24.998611111111114,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,67.02857142857142
2016-03-24,,,5.896503496503497,13.0,63.11363636363637,24.76853146853147,0.4,,0.6,,,,,,,,,,,,,,,,,,,,,,63.11363636363637
2016-03-25,,,4.935802469135803,13.0,66.0,24.571604938271605,0.3,,0.4,,,,,,,,,,,,,,,,,,,,,,66.0
2016-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,,4.853061224489796,13.019607843137255,36.44444444444444,31.553846153846152,0.3,,0.5,,,,,,,,,,,,,,,,,,,,,,36.44444444444444
2016-04-01,,,6.071317829457365,13.0,49.666666666666664,34.0080291970803,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,49.666666666666664
2016-04-02,,,6.3,13.0,,34.0,0.1,,0.2,,,,,,,,,,,,,,,,,,,,,,
2016-04-03,,,4.450375939849624,13.0,41.03030303030303,33.81751824817518,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,41.03030303030303
2016-04-04,,,8.346666666666666,13.0,49.421052631578945,33.76086956521739,0.3,,0.5,,,,,,,,,,,,,,,,,,,,,,49.421052631578945
2016-04-05,,,9.349253731343284,13.366906474820144,52.89655172413793,33.77913669064748,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,52.89655172413793
2016-04-06,,,9.659420289855072,13.357664233576642,67.05,33.78059701492537,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,67.05
2016-04-07,,,9.356296296296296,13.338235294117647,59.484848484848484,33.500735294117646,0.7,,1.1,,,,,,,,,,,,,,,,,,,,,,59.484848484848484
2016-04-08,,,13.138028169014083,13.0,51.25,32.53098591549296,0.3,,0.4,,,,,,,,,,,,,,,,,,,,,,51.25
2016-04-09,,,6.838461538461538,13.0,43.857142857142854,32.87062937062937,0.3,,0.4,,,,,,,,,,,,,,,,,,,,,,43.857142857142854
2016-04-10,,,12.31726618705036,13.0,57.04761904761905,33.02571428571429,0.4,,0.6,,,,,,,,,,,,,,,,,,,,,,57.04761904761905
2016-04-11,,,10.722222222222221,13.427536231884059,56.48717948717949,33.007246376811594,0.4,,0.6,,,,,,,,,,,,,,,,,,,,,,56.48717948717949
2016-04-12,,,6.821167883211679,13.690647482014388,46.96153846153846,33.041726618705034,0.5,,0.7,,,,,,,,,,,,,,,,,,,,,,46.96153846153846
2016-04-13,,,4.909489051094891,14.0,29.48148148148148,33.166666666666664,0.4,,0.6,,,,,,,,,,,,,,,,,,,,,,29.48148148148148
2016-04-14,,,7.1347826086956525,13.664285714285715,39.8421052631579,33.03642857142857,0.4,,0.6,,,,,,,,,,,,,,,,,,,,,,39.8421052631579
2016-04-15,,,7.063235294117647,13.985401459854014,61.54761904761905,33.18832116788321,0.3,,0.5,,,,,,,,,,,,,,,,,,,,,,61.54761904761905
2016-04-16,,,7.086428571428572,14.0,48.833333333333336,33.207801418439715,0.7,,1.0,,,,,,,,,,,,,,,,,,,,,,48.833333333333336
2016-04-17,,,8.1912,13.717557251908397,34.78260869565217,32.390076335877865,0.8,,1.2,,,,,,,,,,,,,,,,,,,,,,34.78260869565217
2016-04-18,,,9.037313432835822,13.124087591240876,49.63636363636363,31.925547445255475,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,49.63636363636363
2016-04-19,,,8.248888888888889,13.08695652173913,36.0,31.911678832116785,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,36.0
2016-04-20,,,7.661029411764707,13.661971830985916,46.4375,31.821126760563384,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,46.4375
2016-04-21,,,8.00223880597015,13.91970802919708,43.61538461538461,31.590225563909776,0.5,,0.8,,,,,,,,,,,,,,,,,,,,,,43.61538461538461
2016-04-22,,,6.021014492753623,14.0,55.5,31.89485294117647,0.3,,0.4,,,,,,,,,,,,,,,,,,,,,,55.5
2016-04-23,,,6.668571428571429,14.0,47.3,32.160992907801415,0.8,,1.3,,,,,,,,,,,,,,,,,,,,,,47.3
2016-04-24,,,9.196323529411766,14.0,36.94117647058823,32.44565217391305,0.3,,0.4,,,,,,,,,,,,,,,,,,,,,,36.94117647058823
2016-04-25,,,6.156296296296296,14.0,45.40909090909091,32.88768115942029,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,45.40909090909091
2016-04-26,,,7.081560283687943,14.0,34.53846153846154,32.94225352112676,0.3,,0.4,,,,,,,,,,,,,,,,,,,,,,34.53846153846154
2016-04-27,,,5.676229508196721,14.130081300813009,48.0,32.732520325203254,0.3,,0.4,,,,,,,,,,,,,,,,,,,,,,48.0
2016-04-28,,,7.967441860465116,14.0,58.80952380952381,32.5969696969697,0.3,,0.5,,,,,,,,,,,,,,,,,,,,,,58.80952380952381
2016-04-29,,,6.477862595419848,14.074074074074074,28.9,31.011851851851848,0.3,,0.5,,,,,,,,,,,,,,,,,,,,,,28.9
2016-04-30,,,4.8991452991452995,14.0,41.49367088607595,25.279487179487177,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,41.49367088607595
2016-05-02,,,3.196268656716418,13.992857142857142,63.528301886792455,24.63093525179856,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,63.528301886792455
2016-05-03,,,0.1,14.0,40.0,24.5,0.1,,0.1,,,,,,,,,,,,,,,,,,,,,,40.0
2016-05-04,,,3.522307692307692,14.920289855072463,69.11538461538461,24.230434782608697,0.4,,0.5,,,,,,,,,,,,,,,,,,,,,,69.11538461538461
2016-05-05,,,3.588235294117647,15.0,79.82352941176471,25.045,0.3,,0.4,,,,,,,,,,,,,,,,,,,,,,79.82352941176471
2016-05-06,,,3.197744360902256,15.0,75.67441860465117,26.25588235294118,0.4,,0.7,,,,,,,,,,,,,,,,,,,,,,75.67441860465117
2016-05-07,,,3.4240601503759396,15.0,80.21052631578948,26.07111111111111,0.2,,0.4,,,,,,,,,,,,,,,,,,,,,,80.21052631578948
2016-05-08,,,3.675373134328358,15.0,79.80555555555556,26.170921985815603,0.1,,0.2,,,,,,,,,,,,,,,,,,,,,,79.80555555555556
2016-05-09,,,4.0634146341463415,15.008,78.34146341463415,28.756,0.3,,0.4,,,,,,,,,,,,,,,,,,,,,,78.34146341463415
2016-05-10,,,6.782706766917293,15.0,36.59090909090909,33.56616541353384,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,36.59090909090909
2016-05-11,,,5.776296296296296,15.0,32.64102564102564,33.33037037037037,0.2,,0.4,,,,,,,,,,,,,,,,,,,,,,32.64102564102564
2016-05-12,,,6.411510791366907,15.0,31.42105263157895,33.282733812949644,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,31.42105263157895
2016-05-13,,,5.1262773722627735,15.0,45.24324324324324,33.2021897810219,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,45.24324324324324
2016-05-14,,,4.176811594202898,15.079710144927537,47.53191489361702,33.01521739130435,0.2,,0.4,,,,,,,,,,,,,,,,,,,,,,47.53191489361702
2016-05-15,,,5.487596899224806,15.030303030303031,56.578947368421055,32.84615384615385,0.3,,0.4,,,,,,,,,,,,,,,,,,,,,,56.578947368421055
2016-05-16,,,5.897744360902255,15.203007518796992,37.888888888888886,32.74360902255639,0.3,,0.5,,,,,,,,,,,,,,,,,,,,,,37.888888888888886
2016-05-17,,,6.4404580152671755,15.0,57.666666666666664,32.68484848484849,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,57.666666666666664
2016-05-18,,,6.602205882352941,15.0,47.5,32.58308823529412,0.1,,0.2,,,,,,,,,,,,,,,,,,,,,,47.5
2016-05-19,,,7.519285714285715,15.007142857142858,43.94117647058823,32.49142857142857,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,43.94117647058823
2016-05-20,,,6.598496240601504,15.075187969924812,48.52272727272727,32.35413533834586,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,48.52272727272727
2016-05-21,,,6.516176470588236,15.779411764705882,63.206896551724135,32.21911764705882,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,63.206896551724135
2016-05-22,,,9.636363636363637,16.0,,32.2,0.1,,0.2,,,,,,,,,,,,,,,,,,,,,,
2016-05-23,,,4.915107913669065,16.223021582733814,49.705882352941174,32.135971223021585,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,49.705882352941174
2016-05-24,,,5.674285714285714,16.15714285714286,53.0,32.10142857142857,0.3,,0.4,,,,,,,,,,,,,,,,,,,,,,53.0
2016-05-25,,,7.437142857142858,16.0,34.333333333333336,31.984285714285715,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,34.333333333333336
2016-05-26,,,6.134057971014493,16.0,50.21052631578947,31.961764705882356,0.8,,0.3,,,,,,,,,,,,,,,,,,,,,,50.21052631578947
2016-05-27,,,6.218796992481203,16.0,50.483870967741936,31.876691729323305,0.4,,0.2,,,,,,,,,,,,,,,,,,,,,,50.483870967741936
2016-05-28,,,6.040425531914894,16.0,49.36363636363637,31.73971631205674,0.2,,0.4,,,,,,,,,,,,,,,,,,,,,,49.36363636363637
2016-05-29,,,6.444525547445255,15.96376811594203,48.8125,31.631884057971014,0.1,,0.2,,,,,,,,,,,,,,,,,,,,,,48.8125
2016-05-30,,,6.0200000000000005,15.674074074074074,50.51111111111111,31.644444444444446,0.1,,0.2,,,,,,,,,,,,,,,,,,,,,,50.51111111111111
2016-05-31,,,5.339259259259259,15.844444444444445,28.894736842105264,31.72222222222222,0.1,,0.2,,,,,,,,,,,,,,,,,,,,,,28.894736842105264
2016-06-01,,,,,15.848507462686566,31.62537313432836,,,,,,,,,,,,,,,,,,,,,,,,,15.848507462686566
2016-06-02,,,,,16.533812949640286,31.407913669064747,,,,,,,,,,,,,,,,,,,,,,,,,16.533812949640286
2016-06-03,,,,,16.7,31.4,,,,,,,,,,,,,,,,,,,,,,,,,16.7
2016-06-04,,,,,16.59124087591241,31.364963503649633,,,,,,,,,,,,,,,,,,,,,,,,,16.59124087591241
2016-06-05,,,,,16.692753623188405,31.268115942028984,,,,,,,,,,,,,,,,,,,,,,,,,16.692753623188405
2016-06-06,,,,,17.036690647482015,31.242446043165465,,,,,,,,,,,,,,,,,,,,,,,,,17.036690647482015
2016-06-07,,,,,17.49855072463768,31.231159420289853,,,,,,,,,,,,,,,,,,,,,,,,,17.49855072463768
2016-06-08,,,,,17.19214285714286,31.337142857142855,,,,,,,,,,,,,,,,,,,,,,,,,17.19214285714286
2016-06-09,,,,,16.746043165467626,31.80287769784173,,,,,,,,,,,,,,,,,,,,,,,,,16.746043165467626
2016-06-10,,,,,16.882394366197186,31.76478873239437,,,,,,,,,,,,,,,,,,,,,,,,,16.882394366197186
2016-06-11,,,,,17.053968253968254,31.89206349206349,,,,,,,,,,,,,,,,,,,,,,,,,17.053968253968254
2016-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-14,,,,,18.436111111111114,33.47777777777778,,,,,,,,,,,,,,,,,,,,,,,,,18.436111111111114
2016-06-15,,,,,18.318571428571428,33.495714285714286,,,,,,,,,,,,,,,,,,,,,,,,,18.318571428571428
2016-06-16,,,,,17.71631205673759,33.57021276595745,,,,,,,,,,,,,,,,,,,,,,,,,17.71631205673759
2016-06-17,,,,,17.01679389312977,33.73435114503817,,,,,,,,,,,,,,,,,,,,,,,,,17.01679389312977
2016-06-18,,,,,16.683571428571426,33.76642857142857,,,,,,,,,,,,,,,,,,,,,,,,,16.683571428571426
2016-06-19,,,,,16.535,33.72571428571429,,,,,,,,,,,,,,,,,,,,,,,,,16.535
2016-06-20,,,,,16.404195804195805,33.67692307692308,,,,,,,,,,,,,,,,,,,,,,,,,16.404195804195805
2016-06-21,,,,,16.41594202898551,33.60942028985507,,,,,,,,,,,,,,,,,,,,,,,,,16.41594202898551
2016-06-22,,,,,16.96058394160584,33.41240875912409,,,,,,,,,,,,,,,,,,,,,,,,,16.96058394160584
2016-06-23,,,,,17.498561151079137,33.184172661870505,,,,,,,,,,,,,,,,,,,,,,,,,17.498561151079137
2016-06-24,,,,,17.486231884057972,33.017391304347825,,,,,,,,,,,,,,,,,,,,,,,,,17.486231884057972
2016-06-25,,,,,16.642142857142858,33.229285714285716,,,,,,,,,,,,,,,,,,,,,,,,,16.642142857142858
2016-06-26,,,,,15.75673758865248,33.39007092198582,,,,,,,,,,,,,,,,,,,,,,,,,15.75673758865248
2016-06-27,,,,,15.626241134751774,33.45106382978723,,,,,,,,,,,,,,,,,,,,,,,,,15.626241134751774
2016-06-28,,,,,15.79225352112676,33.473239436619714,,,,,,,,,,,,,,,,,,,,,,,,,15.79225352112676
2016-06-29,,,,,15.749640287769783,33.477697841726616,,,,,,,,,,,,,,,,,,,,,,,,,15.749640287769783
2016-06-30,,,,,16.03405797101449,33.39492753623188,,,,,,,,,,,,,,,,,,,,,,,,,16.03405797101449
2016-07-01,,,,,16.013138686131388,33.45474452554745,,,,,,,,,,,,,,,,,,,,,,,,,16.013138686131388
2016-07-02,,,,,16.01985815602837,33.765248226950355,,,,,,,,,,,,,,,,,,,,,,,,,16.01985815602837
2016-07-03,,,,,15.262237762237762,33.95384615384615,,,,,,,,,,,,,,,,,,,,,,,,,15.262237762237762
2016-07-04,,,,,15.5,33.9,,,,,,,,,,,,,,,,,,,,,,,,,15.5
2016-07-05,,,,,15.507194244604317,33.7589928057554,,,,,,,,,,,,,,,,,,,,,,,,,15.507194244604317
2016-07-06,,,,,15.276978417266188,33.83237410071942,,,,,,,,,,,,,,,,,,,,,,,,,15.276978417266188
2016-07-07,,,,,15.170000000000002,33.75928571428572,,,,,,,,,,,,,,,,,,,,,,,,,15.170000000000002
2016-07-08,,,,,15.300719424460432,33.71582733812949,,,,,,,,,,,,,,,,,,,,,,,,,15.300719424460432
2016-07-09,,,,,15.37410071942446,33.68920863309353,,,,,,,,,,,,,,,,,,,,,,,,,15.37410071942446
2016-07-10,,,,,15.229787234042554,33.768794326241135,,,,,,,,,,,,,,,,,,,,,,,,,15.229787234042554
2016-07-11,,,,,15.557857142857141,33.65428571428572,,,,,,,,,,,,,,,,,,,,,,,,,15.557857142857141
2016-07-12,,,,,15.65281690140845,33.67816901408451,,,,,,,,,,,,,,,,,,,,,,,,,15.65281690140845
2016-07-13,,,,,15.925362318840579,33.55289855072464,,,,,,,,,,,,,,,,,,,,,,,,,15.925362318840579
