날짜,저수위(m),저수량(백만㎥),저수율(%),강우량(mm),유입량(㎥/s),총방류량(㎥/s),발전방류량(㎥/s),여수로방류량(㎥/s)
2019-03-08,0.71,295.002,96.03,0.0027,0.0,12.98,0.0,0.0
2019-03-07,0.77,297.755,96.93,0.0627,14.935,14.937,0.0,0.0
2019-03-06,0.77,297.755,96.93,0.523,1.537,17.523,0.0,0.0
2019-03-05,0.8,299.136,97.38,0.0036,13.603,18.939,0.0,0.0
2019-03-04,0.81,299.597,97.53,0.0,0.0,11.494,0.0,0.0
2019-03-03,0.85,301.445,98.13,0.0,0.0,1.701,0.0,0.0
2019-03-02,0.86,301.908,98.28,0.0,0.0,1.637,0.0,0.0
2019-03-01,0.87,302.372,98.43,0.0,1.702,1.707,0.0,0.0
2019-02-28,0.87,302.372,98.43,0.1506,16.522,16.527,0.0,8.496
2019-02-27,0.87,302.372,98.43,0.2413,47.153,63.269,0.0,37.255
2019-02-26,0.9,303.764,98.88,0.0203,83.131,88.515,0.0,60.822
2019-02-25,0.91,304.229,99.03,0.0527,53.491,26.632,0.0,14.568
2019-02-24,0.86,301.908,98.28,0.0134,55.911,72.008,0.0,50.817
2019-02-23,0.89,303.299,98.73,0.2296,105.987,122.129,0.0,96.639
2019-02-22,0.92,304.694,99.18,0.0001,55.287,44.525,0.0,9.471
2019-02-21,0.9,303.764,98.88,0.2297,95.847,111.995,0.0,69.522
2019-02-20,0.93,305.159,99.34,0.0393,122.68,117.294,0.0,77.795
2019-02-19,0.92,304.694,99.18,16.0627,116.943,122.327,0.0,97.23
2019-02-18,0.93,305.159,99.34,0.0,61.559,45.409,0.0,18.858
2019-02-17,0.9,303.764,98.88,0.0532,77.226,93.374,0.0,65.237
2019-02-16,0.93,305.159,99.34,0.0143,174.636,180.025,0.0,147.793
2019-02-15,0.94,305.625,99.49,0.0419,96.627,102.029,0.0,79.088
2019-02-14,0.95,306.092,99.64,0.0012,154.858,138.682,0.0,108.645
2019-02-13,0.92,304.694,99.18,0.0156,56.354,45.592,0.0,31.162
2019-02-12,0.9,303.764,98.88,0.0,22.791,6.682,0.0,0.0
2019-02-11,0.87,302.372,98.43,0.0004,6.318,17.052,0.0,8.09
2019-02-10,0.89,303.299,98.73,0.088,18.722,29.482,0.0,22.602
2019-02-09,0.91,304.229,99.03,0.0061,1.425,17.587,0.0,10.648
2019-02-08,0.94,305.625,99.49,0.014,34.769,40.171,0.0,12.241
2019-02-07,0.95,306.092,99.64,0.0065,78.811,57.253,0.0,23.091
2019-02-06,0.91,304.229,99.03,0.0078,61.026,66.412,0.0,24.592
2019-02-05,0.92,304.694,99.18,0.0,99.141,104.525,0.0,61.555
2019-02-04,0.93,305.159,99.34,0.0348,117.052,84.791,0.0,48.386
2019-02-03,0.87,302.372,98.43,8.5694,108.142,129.64,0.0,81.173
2019-02-02,0.91,304.229,99.0,0.1165,46.025,56.789,0.0,16.502
2019-02-01,0.93,305.159,99.3,0.2636,92.503,92.503,0.0,55.348
2019-01-31,0.93,305.159,99.34,4.0307,139.095,128.327,0.0,88.488
2019-01-30,0.91,304.229,99.03,0.0,99.102,93.725,0.0,60.049
2019-01-29,0.9,303.764,98.88,0.064,82.855,109.802,0.0,68.061
2019-01-28,0.95,306.092,99.64,0.0421,149.719,133.543,0.0,93.443
2019-01-27,0.92,304.694,99.2,0.0,107.393,107.393,0.0,66.845
2019-01-26,0.92,304.694,99.2,0.0004,116.441,111.059,0.0,73.032
2019-01-25,0.91,304.229,99.0,0.0016,89.726,73.592,0.0,35.477
2019-01-24,0.88,302.835,98.6,0.0677,63.582,58.223,0.0,16.096
2019-01-23,0.87,302.372,98.4,0.0008,78.781,57.346,0.0,7.95
2019-01-22,0.83,300.52,97.8,0.0015,59.056,69.762,0.0,15.078
2019-01-21,0.85,301.445,98.1,0.0302,45.927,67.385,0.0,16.747
2019-01-20,0.89,303.299,98.7,0.2463,52.014,68.16,0.0,22.337
2019-01-19,0.92,304.694,99.2,0.0722,99.445,72.57,0.0,20.223
2019-01-18,0.87,302.372,98.4,0.0,69.829,75.188,0.0,26.708
2019-01-17,0.88,302.835,98.58,0.0096,60.676,55.314,0.0,28.338
2019-01-16,0.87,302.372,98.43,0.0244,59.797,97.453,0.0,62.717
2019-01-15,0.94,305.625,99.49,0.0596,168.67,141.745,0.0,101.003
2019-01-14,0.89,303.299,98.73,0.0,76.923,76.919,0.0,41.403
2019-01-13,0.89,303.299,98.7,0.0609,103.087,113.851,0.0,76.095
2019-01-12,0.91,304.229,99.0,2.7699,75.352,80.734,0.0,39.833
2019-01-11,0.92,304.694,99.2,0.005,87.96,66.444,0.0,27.349
2019-01-10,0.88,302.835,98.6,0.0194,71.246,71.246,0.0,25.555
2019-01-09,0.88,302.835,98.58,0.0,88.141,77.409,0.0,24.614
2019-01-08,0.86,301.908,98.28,0.0045,81.809,87.177,0.0,25.896
2019-01-07,0.87,302.372,98.43,0.0008,62.552,67.916,0.0,25.526
2019-01-06,0.88,302.835,98.58,0.0088,79.589,68.857,0.0,24.119
2019-01-05,0.86,301.908,98.3,0.0075,85.17,95.899,0.0,45.565
2019-01-04,0.88,302.835,98.6,0.0,91.216,123.508,0.0,68.248
2019-01-03,0.94,305.625,99.49,0.0088,73.598,79.0,0.0,46.845
2019-01-02,0.95,306.092,99.64,0.0,91.846,48.795,0.0,29.82
2019-01-01,0.87,302.372,98.43,0.01,75.089,69.724,0.0,47.226
2018-12-31,0.86,301.908,98.3,0.0004,73.335,105.58,0.0,82.417
2018-12-30,0.92,304.694,99.2,0.0004,87.809,93.191,0.0,71.201
2018-12-29,0.93,305.159,99.3,0.0068,89.982,73.836,0.0,51.508
2018-12-28,0.9,303.764,98.9,0.0012,82.299,103.838,0.0,87.634
2018-12-27,0.94,305.625,99.5,0.0399,110.767,62.387,0.0,41.496
2018-12-26,0.85,301.445,98.1,0.0004,77.294,82.653,0.0,64.414
2018-12-25,0.86,301.908,98.3,0.0,92.606,76.541,0.0,43.158
2018-12-24,0.83,300.52,97.8,0.0,105.389,110.748,0.0,75.53
2018-12-23,0.84,300.983,98.0,1.2293,106.884,117.59,0.0,87.927
2018-12-22,0.86,301.908,98.3,0.0,45.912,62.012,0.0,32.304
2018-12-21,0.89,303.299,98.7,0.0034,92.223,92.223,0.0,70.682
2018-12-20,0.89,303.299,98.7,0.0,80.009,90.773,0.0,78.751
2018-12-19,0.91,304.229,99.0,0.1038,117.213,127.977,0.0,113.172
2018-12-18,0.93,305.159,99.3,0.0,96.845,107.644,0.0,98.007
2018-12-17,0.95,306.092,99.6,0.0576,82.746,77.341,0.0,67.408
2018-12-16,0.94,305.625,99.5,0.7973,127.032,132.437,0.0,122.147
2018-12-15,0.95,306.092,99.6,0.0174,121.17,115.765,0.0,105.731
2018-12-14,0.94,305.625,99.5,0.0067,76.308,76.308,0.0,66.15
2018-12-13,0.94,305.625,99.5,0.0671,89.622,89.622,0.0,79.639
2018-12-12,0.94,305.625,99.5,0.1438,85.274,69.117,0.0,64.687
2018-12-11,0.91,304.229,99.0,2.7063,121.207,158.985,0.0,149.509
2018-12-10,0.98,307.493,100.1,0.5395,151.951,135.736,0.0,113.334
2018-12-09,0.95,306.092,99.6,0.7142,143.063,105.366,0.0,79.185
2018-12-08,0.88,302.835,98.6,0.448,102.628,97.269,0.0,76.086
2018-12-07,0.87,302.372,98.4,0.1107,164.412,84.412,0.0,63.283
2018-12-06,0.72,295.46,96.2,1.589,84.359,84.359,0.0,67.504
2018-12-05,0.72,295.46,96.2,0.028,91.351,182.08,0.0,169.997
2018-12-04,0.89,303.299,98.7,12.2955,210.027,183.221,0.0,175.218
2018-12-03,0.84,300.983,98.0,4.9418,116.512,132.588,0.0,124.121
2018-12-02,0.87,302.372,98.4,0.0247,126.548,137.277,0.0,127.756
2018-12-01,0.89,303.299,98.7,0.0,124.455,97.649,0.0,88.397
2018-11-30,0.84,300.983,98.0,0.0,91.684,123.871,0.0,114.839
2018-11-29,0.9,303.764,98.9,0.0046,127.948,90.402,0.0,85.474
2018-11-28,0.83,300.52,97.8,0.0197,93.955,126.119,0.0,121.27
2018-11-27,0.89,303.299,98.7,0.05,113.763,108.393,0.0,101.521
2018-11-26,0.88,302.835,98.6,0.0735,89.673,84.314,0.0,65.993
2018-11-25,0.87,302.372,98.4,0.139,102.638,97.268,0.0,75.889
2018-11-24,0.86,301.908,98.3,1.7746,76.658,71.299,0.0,52.935
2018-11-23,0.85,301.445,98.1,0.0102,57.697,73.785,0.0,56.111
2018-11-22,0.88,302.835,98.6,0.0008,107.898,118.65,0.0,102.881
2018-11-21,0.9,303.764,98.9,0.0342,68.846,63.464,0.0,41.543
2018-11-20,0.89,303.299,98.7,0.0,70.872,28.025,0.0,15.229
2018-11-19,0.81,299.597,97.5,0.0724,29.466,8.147,0.0,0.0
2018-11-18,0.77,297.755,96.9,0.0064,0.0,20.105,0.0,12.324
2018-11-17,0.83,300.52,97.8,0.0627,0.0,45.607,0.0,36.352
2018-11-16,0.92,304.694,99.2,0.1507,89.955,63.08,0.0,53.717
2018-11-15,0.87,302.372,98.4,0.0237,88.864,62.093,0.0,53.016
2018-11-14,0.82,300.059,97.7,0.0595,60.563,49.88,0.0,42.144
2018-11-13,0.8,299.136,97.4,0.0552,116.269,121.605,0.0,114.27
2018-11-12,0.81,299.597,97.5,0.5494,223.925,165.453,0.0,158.122
2018-11-11,0.7,294.545,95.9,0.8291,109.783,120.373,0.0,105.598
2018-11-10,0.72,295.46,96.2,0.095,216.682,206.092,0.0,181.48
2018-11-09,0.7,294.545,95.9,0.1185,199.006,209.596,0.0,193.692
2018-11-08,0.72,295.46,96.2,20.8176,141.136,146.437,0.0,140.945
2018-11-07,0.73,295.918,96.3,0.6995,77.496,93.433,0.0,68.303
2018-11-06,0.76,297.295,96.8,0.0026,66.326,87.634,0.0,61.058
2018-11-05,0.8,299.136,97.4,0.0204,132.25,105.63,0.0,97.445
2018-11-04,0.75,296.836,96.6,0.0068,118.505,107.88,0.0,99.586
2018-11-03,0.73,295.918,96.3,0.0125,135.899,125.297,0.0,117.104
2018-11-02,0.71,295.002,96.0,0.0111,111.791,111.791,0.0,104.134
2018-11-01,0.71,295.002,96.0,0.0239,109.439,125.353,0.0,117.457
2018-10-31,0.74,296.377,96.5,0.0222,160.066,176.015,0.0,168.23
2018-10-30,0.77,297.755,96.9,0.0058,125.398,120.074,0.0,113.654
2018-10-29,0.76,297.295,96.8,0.5204,81.397,97.369,0.0,90.77
2018-10-28,0.79,298.675,97.2,3.2505,162.072,87.859,0.0,82.745
2018-10-27,0.65,292.263,95.1,0.0854,166.537,177.093,0.0,158.05
2018-10-26,0.67,293.175,95.4,5.173,81.296,128.981,0.0,119.851
2018-10-25,0.76,297.295,96.8,0.0309,128.411,128.411,0.0,122.279
2018-10-24,0.76,297.295,96.8,0.0231,119.066,140.374,0.0,134.418
2018-10-23,0.8,299.136,97.4,0.0006,135.816,162.541,0.0,156.051
2018-10-22,0.85,301.445,98.1,0.0122,190.153,179.447,0.0,173.872
2018-10-21,0.83,300.52,97.8,0.0108,194.374,173.02,0.0,165.793
2018-10-20,0.79,298.675,97.2,0.0374,227.768,211.796,0.0,203.87
2018-10-19,0.76,297.295,96.8,0.054,197.518,176.28,0.0,168.777
2018-10-18,0.72,295.46,96.2,0.5927,156.826,194.037,0.0,185.019
2018-10-17,0.79,298.675,97.2,0.022,210.799,210.799,0.0,201.986
2018-10-16,0.79,298.675,97.2,0.0336,192.605,208.624,0.0,198.966
2018-10-15,0.82,300.059,97.7,0.0125,233.048,211.705,0.0,202.078
2018-10-14,0.78,298.215,97.1,0.0788,228.876,234.2,0.0,221.982
2018-10-13,0.79,298.675,97.2,0.1316,253.323,263.994,0.0,249.355
2018-10-12,0.81,299.597,97.5,0.0692,411.639,422.322,0.0,393.446
2018-10-11,0.83,300.52,97.8,0.0678,363.262,341.908,0.0,314.818
2018-10-10,0.79,298.675,97.2,0.041,608.686,630.04,0.0,605.097
2018-10-09,0.83,300.52,97.8,0.0001,1278.535,1036.996,0.0,1021.874
2018-10-08,0.37,279.651,91.0,0.0053,2407.281,2638.137,0.0,2635.241
2018-10-07,0.81,299.597,97.5,0.0457,7186.484,7272.456,0.0,7270.824
2018-10-06,0.97,307.025,99.9,93.5175,3609.26,3459.526,0.0,3457.612
2018-10-05,0.69,294.088,95.7,51.6562,230.318,310.121,0.0,295.821
2018-10-04,0.84,300.983,98.0,0.4914,144.047,117.334,0.0,101.284
2018-10-03,0.79,298.675,97.2,0.019,109.044,109.044,0.0,91.093
2018-10-02,0.79,298.675,97.2,0.02,112.227,144.287,0.0,127.759
2018-10-01,0.85,301.445,98.1,0.6094,156.35,92.38,0.0,82.285
2018-09-30,0.73,295.918,96.3,0.2296,66.832,98.742,0.0,87.312
2018-09-29,0.79,298.675,97.2,0.608,105.27,105.27,0.0,90.836
2018-09-28,0.79,298.675,97.2,0.0785,87.066,124.485,0.0,105.051
2018-09-27,0.86,301.908,98.3,0.0136,159.465,111.398,0.0,106.51
2018-09-26,0.77,297.755,96.9,0.0,99.299,147.366,0.0,142.581
2018-09-25,0.86,301.908,98.3,0.0173,155.261,107.194,0.0,102.148
2018-09-24,0.77,297.755,96.9,0.0238,156.031,209.468,0.0,202.402
2018-09-23,0.87,302.372,98.4,0.1254,390.117,336.679,0.0,329.703
2018-09-22,0.77,297.755,96.9,0.0315,245.422,320.353,0.0,301.917
2018-09-21,0.91,304.229,99.0,27.3527,201.875,164.306,0.0,144.11
2018-09-20,0.84,300.983,98.0,7.8201,185.197,174.503,0.0,155.212
2018-09-19,0.82,300.059,97.7,0.5604,156.46,156.46,0.0,138.755
2018-09-18,0.82,300.059,97.7,0.0,130.313,119.63,0.0,103.536
2018-09-17,0.8,299.136,97.4,0.0569,128.999,161.082,0.0,148.732
2018-09-16,0.86,301.908,98.3,0.1501,137.779,148.508,0.0,130.971
2018-09-15,0.88,302.835,98.6,3.265,79.478,90.23,0.0,73.293
2018-09-14,0.9,303.764,98.9,12.2164,388.781,308.596,0.0,295.363
2018-09-13,0.75,296.836,96.6,1.8366,223.618,202.391,0.0,187.375
2018-09-12,0.71,295.002,96.0,0.0067,121.851,153.714,0.0,137.046
2018-09-11,0.77,297.755,96.9,0.0,239.496,282.204,0.0,246.753
2018-09-10,0.85,301.445,98.1,0.0834,200.096,162.712,0.0,132.396
2018-09-09,0.78,298.215,97.1,0.0067,238.345,259.688,0.0,232.104
2018-09-08,0.82,300.059,97.7,0.0055,278.56,278.56,0.0,263.288
2018-09-07,0.82,300.059,97.7,3.3317,802.63,691.345,0.0,678.041
2018-09-06,0.61,290.444,94.6,0.0457,1413.666,1196.606,0.0,1187.442
2018-09-05,0.19,271.69,88.4,0.0198,2716.591,2834.566,0.0,2833.552
2018-09-04,0.42,281.883,91.8,41.2445,1664.701,1827.143,0.0,1810.002
2018-09-03,0.73,295.918,96.3,15.4316,930.071,935.383,0.0,859.679
2018-09-02,0.74,296.377,96.5,1.0008,1124.678,1226.322,0.0,1122.818
2018-09-01,0.93,305.159,99.3,5.5785,2528.337,2485.351,0.0,2411.336
2018-08-31,0.85,301.445,98.1,35.7,1365.626,1419.411,0.0,1308.974
2018-08-30,0.95,306.092,99.6,9.6861,986.601,948.904,0.0,844.742
2018-08-29,0.88,302.835,98.6,0.1783,2079.281,2073.922,0.0,2012.665
2018-08-28,0.87,302.372,98.4,10.5005,3447.115,3457.844,0.0,3339.438
2018-08-27,0.89,303.299,98.7,54.7166,2996.22,2879.044,0.0,2767.391
2018-08-26,0.67,293.175,95.4,87.2219,1194.926,1258.583,0.0,1147.068
2018-08-25,0.79,298.675,97.2,1.3756,157.794,168.465,0.0,78.821
2018-08-24,0.81,299.597,97.5,18.4047,149.802,187.279,0.0,113.994
2018-08-23,0.88,302.835,98.6,11.4202,180.925,143.448,0.0,75.59
2018-08-22,0.81,299.597,97.5,0.0072,168.171,168.171,0.0,71.807
2018-08-21,0.81,299.597,97.5,0.0007,156.061,124.105,0.0,47.271
2018-08-20,0.75,296.836,96.6,0.0,114.39,109.077,0.0,47.746
2018-08-19,0.74,296.377,96.5,0.0038,313.761,303.148,0.0,174.324
2018-08-18,0.72,295.46,96.2,0.0,140.1,177.311,0.0,70.73
2018-08-17,0.79,298.675,97.2,0.0051,194.351,189.027,0.0,85.411
2018-08-16,0.78,298.215,97.1,7.4806,163.678,174.338,0.0,78.08
2018-08-15,0.8,299.136,97.4,1.514,164.982,133.049,0.0,57.189
2018-08-14,0.74,296.377,96.5,0.4014,63.954,122.611,0.0,57.27
2018-08-13,0.85,301.445,98.1,0.014,167.875,114.53,0.0,30.158
2018-08-12,0.75,296.836,96.6,0.5451,116.874,143.494,0.0,64.101
2018-08-11,0.8,299.136,97.4,0.1248,135.285,129.949,0.0,69.047
2018-08-10,0.79,298.675,97.2,12.7854,198.353,193.029,0.0,154.605
2018-08-09,0.78,298.215,97.1,4.359,62.453,99.837,0.0,77.495
2018-08-08,0.85,301.445,98.1,0.3821,107.23,75.17,0.0,46.687
2018-08-07,0.79,298.675,97.2,1.9389,90.244,84.92,0.0,50.786
2018-08-06,0.78,298.215,97.1,3.8087,87.287,92.611,0.0,43.731
2018-08-05,0.79,298.675,97.2,0.0,107.536,91.564,0.0,21.03
2018-08-04,0.76,297.295,96.8,0.0,62.262,67.586,0.0,15.043
2018-08-03,0.77,297.755,96.9,0.0,68.101,46.839,0.0,18.65
2018-08-02,0.73,295.918,96.3,0.0,12.523,44.433,0.0,24.779
2018-08-01,0.79,298.675,97.2,0.0008,44.459,55.13,0.0,29.346
2018-07-31,0.81,299.597,97.5,0.0,101.318,101.318,0.0,42.802
2018-07-30,0.81,299.597,97.5,0.5638,93.653,109.695,0.0,56.214
2018-07-29,0.84,300.983,98.0,0.1083,127.25,132.597,0.0,64.261
2018-07-28,0.85,301.445,98.1,0.5579,109.924,104.577,0.0,54.857
2018-07-27,0.84,300.983,98.0,1.1497,62.377,51.683,0.0,29.662
2018-07-26,0.82,300.059,97.7,0.5538,68.919,52.9,0.0,30.266
2018-07-25,0.79,298.675,97.2,0.0068,82.016,87.352,0.0,36.256
2018-07-24,0.8,299.136,97.4,0.0,71.644,87.663,0.0,32.992
2018-07-23,0.83,300.52,97.8,0.0,132.233,121.55,0.0,44.155
2018-07-22,0.81,299.597,97.5,0.0,121.412,121.412,0.0,54.745
2018-07-21,0.81,299.597,97.5,0.0,126.22,115.549,0.0,63.286
2018-07-20,0.79,298.675,97.2,0.0,137.018,142.354,0.0,42.162
2018-07-19,0.8,299.136,97.4,0.0,117.395,128.078,0.0,38.359
2018-07-18,0.82,300.059,97.7,0.0,229.918,256.689,0.0,139.294
2018-07-17,0.87,302.372,98.4,0.0,184.627,173.898,0.0,87.938
2018-07-16,0.85,301.445,98.1,0.0,206.319,142.349,0.0,55.503
2018-07-15,0.73,295.918,96.3,0.0,222.302,318.494,0.0,202.138
2018-07-14,0.91,304.229,99.0,0.0,296.88,270.017,0.0,145.42
2018-07-13,0.86,301.908,98.3,0.0,254.758,254.758,0.0,165.583
2018-07-12,0.86,301.908,98.3,0.0,247.664,236.958,0.0,120.781
2018-07-11,0.84,300.983,98.0,0.4701,312.386,307.027,0.0,202.514
2018-07-10,0.83,300.52,97.8,1.0046,247.782,199.831,0.0,98.203
2018-07-09,0.74,296.377,96.5,9.0302,232.245,232.245,0.0,142.267
2018-07-08,0.74,296.377,96.5,0.003,294.828,337.444,0.0,223.435
2018-07-07,0.82,300.059,97.7,0.0,708.277,735.048,0.0,617.316
2018-07-06,0.87,302.372,98.4,2.1802,2129.659,2049.659,0.0,1949.594
2018-07-05,0.72,295.46,96.2,17.5007,1688.423,1730.969,0.0,1602.794
2018-07-04,0.8,299.136,97.4,14.1005,3030.525,3127.25,0.0,2982.239
2018-07-03,0.98,307.493,100.1,16.8318,3139.095,3112.081,0.0,2977.757
2018-07-02,0.93,305.159,99.3,56.2088,2115.685,2153.532,0.0,2032.817
2018-07-01,1.0,308.429,100.4,48.0487,1297.99,1217.157,0.0,1093.832
2018-06-30,0.85,301.445,98.1,8.8319,455.756,439.714,0.0,350.669
2018-06-29,0.82,300.059,97.7,2.9273,584.552,665.177,0.0,573.402
2018-06-28,0.97,307.025,99.9,22.9761,943.208,851.9,0.0,760.727
2018-06-27,0.8,299.136,97.4,48.822,629.849,576.712,0.0,464.481
2018-06-26,0.7,294.545,95.9,8.125,136.544,200.363,0.0,90.27
2018-06-25,0.82,300.059,97.7,0.0,140.974,124.955,0.0,34.698
2018-06-24,0.79,298.675,97.2,0.0001,110.611,99.963,0.0,36.673
2018-06-23,0.77,297.755,96.9,0.0033,101.811,107.135,0.0,39.012
2018-06-22,0.78,298.215,97.1,0.0,138.567,154.562,0.0,46.116
2018-06-21,0.81,299.597,97.5,0.0,114.199,103.528,0.0,41.825
2018-06-20,0.79,298.675,97.2,0.0574,128.835,155.548,0.0,69.227
2018-06-19,0.84,300.983,98.0,2.8725,133.179,111.802,0.0,44.333
2018-06-18,0.8,299.136,97.4,0.0,108.881,114.217,0.0,32.766
2018-06-17,0.81,299.597,97.5,0.0,129.254,107.935,0.0,28.707
2018-06-16,0.77,297.755,96.9,0.0018,82.352,114.354,0.0,23.862
2018-06-15,0.83,300.52,97.8,0.0501,138.209,132.873,0.0,43.92
2018-06-14,0.82,300.059,97.7,0.0076,151.161,161.855,0.0,61.11
2018-06-13,0.84,300.983,98.0,0.0106,161.032,144.99,0.0,46.449
2018-06-12,0.81,299.597,97.5,0.458,91.656,129.133,0.0,56.502
2018-06-11,0.88,302.835,98.6,13.0942,199.479,162.002,0.0,68.787
2018-06-10,0.81,299.597,97.5,0.4878,93.14,119.888,0.0,39.695
2018-06-09,0.86,301.908,98.3,0.0,146.281,114.198,0.0,46.255
2018-06-08,0.8,299.136,97.4,0.0,103.912,103.912,0.0,71.554
2018-06-07,0.8,299.136,97.4,0.0193,116.074,137.451,0.0,106.596
2018-06-06,0.84,300.983,98.0,0.0,142.067,104.706,0.0,71.691
2018-06-05,0.77,297.755,96.9,0.7307,85.423,117.425,0.0,83.428
2018-06-04,0.83,300.52,97.8,0.0274,84.851,95.557,0.0,68.711
2018-06-03,0.85,301.445,98.1,0.0,119.937,109.231,0.0,88.209
2018-06-02,0.83,300.52,97.8,0.0,98.941,115.006,0.0,93.808
2018-06-01,0.86,301.908,98.3,0.0068,96.9,96.9,0.0,66.387
2018-05-31,0.86,301.908,98.3,0.0137,150.511,129.111,0.0,98.931
2018-05-30,0.82,300.059,97.7,4.2772,105.128,121.17,0.0,88.887
2018-05-29,0.85,301.445,98.1,1.2635,122.141,90.081,0.0,40.737
2018-05-28,0.79,298.675,97.2,0.3454,79.551,111.611,0.0,68.873
2018-05-27,0.85,301.445,98.1,0.0,114.672,120.031,0.0,97.339
2018-05-26,0.86,301.908,98.3,0.0,126.893,121.534,0.0,92.399
2018-05-25,0.85,301.445,98.1,0.0164,136.37,131.023,0.0,101.992
2018-05-24,0.84,300.983,98.0,0.0,126.733,164.302,0.0,130.221
2018-05-23,0.91,304.229,99.0,17.9791,261.712,208.101,0.0,172.179
2018-05-22,0.81,299.597,97.5,4.7664,119.897,162.744,0.0,127.326
2018-05-21,0.89,303.299,98.7,0.0,155.99,118.49,0.0,86.249
2018-05-20,0.82,300.059,97.7,0.0,134.694,118.675,0.0,91.279
2018-05-19,0.79,298.675,97.2,0.0435,61.875,126.157,0.0,99.5
2018-05-18,0.91,304.229,99.0,2.3816,187.818,171.684,0.0,149.036
2018-05-17,0.88,302.835,98.6,0.6905,151.93,135.842,0.0,98.832
2018-05-16,0.85,301.445,98.1,,113.95,156.9396042,0.0,117.3705
2018-05-15,0.93,305.159,99.3,,203.44,160.4585972,0.0,113.7714375
2018-05-14,0.85,301.445,98.1,0.0846,135.863,162.703,0.0,138.806
2018-05-13,0.9,303.764,98.9,5.5967,267.275,176.465,0.0,145.318
2018-05-12,0.73,295.918,96.3,10.0008,126.487,190.457,0.0,160.202
2018-05-11,0.85,301.445,98.1,0.0,203.348,181.959,0.0,143.709
2018-05-10,0.81,299.597,97.5,,163.01,173.6976806,0.0,141.2412778
2018-05-09,0.83,300.52,97.8,0.0371,152.567,179.361,0.0,154.081
2018-05-08,0.88,302.835,98.6,0.0058,205.824,173.694,0.0,155.285
2018-05-07,0.82,300.059,97.7,14.3357,257.179,241.16,0.0,210.772
2018-05-06,0.79,298.675,97.2,16.2453,176.934,198.288,0.0,164.065
2018-05-05,0.83,300.52,97.8,0.0,118.632,161.56,0.0,129.471
2018-05-04,0.91,304.229,99.0,0.1128,111.544,143.905,0.0,106.337
2018-05-03,0.97,307.025,99.9,,230.86,166.2808819,0.0,118.8119306
2018-05-02,0.85,301.445,98.1,12.2273,155.774,139.732,0.0,105.655
2018-05-01,0.82,300.059,97.68,1.0366,131.936,147.983,0.0,114.009
2018-04-30,0.85,301.445,98.13,0.0,155.466,166.192,0.0,112.83
2018-04-29,0.87,302.372,98.4,0.0105,195.721,174.286,0.0,123.496
2018-04-28,0.83,300.52,97.8,0.0193,180.738,234.43,0.0,189.641
2018-04-27,0.93,305.159,99.3,,254.58,227.6783611,0.0,191.4277986
2018-04-26,0.88,302.835,98.6,0.0,152.29,98.81460417,0.0,87.741375
2018-04-25,0.79,298.675,97.2,,5.32,0.0,0.0,0.0
2018-04-24,0.77,297.7548,96.93,0.0,35.50268519,131.9980556,0.0,117.63225
2018-04-23,0.95,306.092,99.6,35.6802,209.125,176.799,0.0,141.596
2018-04-22,0.89,303.299,98.7,0.4769,166.581,166.581,0.0,129.81
2018-04-21,0.89,303.299,98.7,0.0,122.809,69.29,0.0,42.74
2018-04-20,0.79,298.675,97.2,0.0,84.507,159.553,0.0,123.61
2018-04-19,0.93,305.159,99.3,0.0059,173.345,194.942,0.0,141.887
2018-04-18,0.97,307.025,99.9,0.0094,240.149,170.218,0.0,115.763
2018-04-17,0.84,300.983,98.0,0.0,167.16,177.866,0.0,127.863
2018-04-16,0.86,301.908,98.3,0.0,229.444,197.361,0.0,161.337
2018-04-15,0.8,299.136,97.4,0.0215,233.736,249.755,0.0,217.389
2018-04-14,0.83,300.52,97.8,20.7964,167.922,194.716,0.0,165.128
2018-04-13,0.88,302.835,98.6,0.0,193.85,167.056,0.0,132.501
2018-04-12,0.83,300.52,97.8,0.0287,188.891,178.208,0.0,144.692
2018-04-11,0.81,299.597,97.5,3.2922,242.246,210.29,0.0,187.346
2018-04-10,0.75,296.836,96.6,0.0803,170.843,229.547,0.0,199.569
2018-04-09,0.86,301.908,98.3,0.2852,267.7,267.7,0.0,238.266
2018-04-08,0.86,301.908,98.3,0.0662,487.249,402.029,0.0,374.522
2018-04-07,0.7,294.545,95.9,0.0205,758.702,838.563,0.0,809.544
2018-04-06,0.85,301.445,98.1,17.363,401.779,396.432,0.0,367.58
2018-04-05,0.84,300.983,98.0,10.7695,160.545,187.351,0.0,156.371
2018-04-04,0.89,303.299,98.7,13.7279,151.267,135.167,0.0,97.839
2018-04-03,0.86,301.908,98.3,0.0201,140.235,124.17,0.0,73.6
2018-04-02,0.83,300.52,97.8,0.0,95.495,74.141,0.0,46.053
2018-04-01,0.79,298.675,97.2,0.0,90.962,80.314,0.0,55.649
2018-03-31,0.77,297.755,96.9,0.0,82.469,98.453,0.0,64.867
2018-03-30,0.8,299.136,97.4,0.0,83.368,67.384,0.0,38.274
2018-03-29,0.77,297.755,96.9,0.0,137.628,148.276,0.0,122.569
2018-03-28,0.79,298.675,97.2,0.0,126.913,158.973,0.0,139.947
2018-03-27,0.85,301.445,98.1,0.0004,158.395,137.006,0.0,115.373
2018-03-26,0.81,299.597,97.5,0.0,202.356,175.712,0.0,158.853
2018-03-25,0.76,297.295,96.8,0.0004,242.267,242.267,0.0,226.443
