ctprvnNm,gugunNm,beachKoreanNm,ctprvnCode,gugunCode,stnpntCode,examinOdr,examinLcSeCode,coliDetectCn,entrcccsDetectCn,examinYear,examinDe,examinKnd,examinKndKor,stbltAt,examinLcDetail,la,lo,tempbtn,examinReExamCnt
부산,해운대구,해운대,04,05,002,1,D,63,1미만,2016,2016-10-04,3,폐장후,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,1,E,130,1미만,2016,2016-10-04,3,폐장후,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,송정,04,05,001,9,A,150,5,2016,2016-09-07,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,9,B,150,16,2016,2016-09-07,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,9,C,160,21,2016,2016-09-07,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,8,A,330,5,2016,2016-08-22,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,8,B,280,1미만,2016,2016-08-22,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,8,C,130,1미만,2016,2016-08-22,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,8,D,400,15,2016,2016-08-22,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,8,E,400,32,2016,2016-08-22,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,해운대,04,05,002,8,A,31,21,2016,2016-08-22,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,8,B,210,5,2016,2016-08-22,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,8,C,20,1미만,2016,2016-08-22,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,8,D,31,5,2016,2016-08-22,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,8,E,31,5,2016,2016-08-22,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,송정,04,05,001,7,A,20,1미만,2016,2016-08-17,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,7,B,52,10,2016,2016-08-17,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
