date,examinLcDetail,ecoli_max,enterococcus_max
2025-08-11,"D1,D2",10.0,16.0
2025-08-11,"E1,E2",10.0,5.0
2025-08-25,LCT,1.0,1.0
2025-08-25,그린나래호텔,20.0,1.0
2025-08-25,부산 아쿠아리움,10.0,1.0
2025-08-25,조선비치호텔,20.0,1.0
2025-08-25,파라다이스호텔,20.0,1.0
2025-09-08,LCT,20.0,5.0
2025-09-08,그린나래호텔,10.0,1.0
2025-09-08,부산 아쿠아리움,10.0,1.0
2025-09-08,조선비치호텔,1.0,1.0
2025-09-08,파라다이스호텔,10.0,5.0
2025-09-22,LCT 더 샵,20.0,21.0
2025-09-22,그린나래 호텔,10.0,5.0
2025-09-22,부산 아쿠아리움,10.0,10.0
2025-09-22,조선비치 호텔,1.0,5.0
2025-09-22,파라다이스 호텔,1.0,5.0
2026-06-18,LCT,1.0,1.0
2026-06-18,그린나래 호텔,1.0,1.0
2026-06-18,아쿠아리움,1.0,1.0
2026-06-18,조선비치 호텔,10.0,5.0
2026-06-18,파라다이스호텔,1.0,1.0
2026-07-01,LCT,10.0,61.0
2026-07-01,그린나래 호텔,10.0,1.0
2026-07-01,부산 아쿠아리움,1.0,1.0
2026-07-01,조선비치 호텔,1607.0,4902.0
2026-07-01,파라다이스 호텔,1.0,10.0
2026-07-14,LCT,10.0,5.0
2026-07-14,그린나래 호텔,1.0,1.0
2026-07-14,부산 아쿠아리움,1.0,5.0
2026-07-14,조선비치 호텔,10.0,1.0
2026-07-14,파라다이스 호텔,1.0,1.0
